xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,single,[90],220,"{'thickness': 3.449952617661852, 'norm': 2.4504961145735984, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.491324524395168, 'bg1': 0.653586684493348, 'bg2': 2.415843944181688}","{'thickness': 3.858115181921285, 'norm': 7.347777981832805, 'temp': 300.0, 'p1': -2.4657853436583697, 'cellulose': np.float64(0.07829183404672002), 'α': np.float64(0.9217081659532799), 'ext_l2': 0.0, 'ext_Gg2': 2691.176202272395, 'ext_L2': 57248.78157488844, 'α0': 25.433847230133, 'β0': 2.2454143520690204, 'bg0': 0.16258256428409368, 'bg1': -0.08597666083369404, 'bg2': 0.022489021066576242}","{'thickness': 1.386228496078844, 'norm': 13.154790373357965, 'temp': 0, 'p1': 0.6207050850338345, 'cellulose': 0.04479145847553064, 'α': 0.04479145742055439, 'ext_l2': 0, 'ext_Gg2': 204393.07458504374, 'ext_L2': 3250279.793586308, 'α0': 147.08716589161926, 'β0': 0.11821585978692972, 'bg0': 0.5262651839605452, 'bg1': 0.1403038842989829, 'bg2': 0.4523887643468009}",712.7146424479031,True
xs0,groups3,single,[50],600,"{'thickness': 3.309582354491709, 'norm': 2.464419325741729, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0008132049115374684, 'bg1': -0.0009396643145009875, 'bg2': 0.00044627964962273836}","{'thickness': 2.882930324725359, 'norm': 3.9895318640153383, 'temp': 300.0, 'p1': -2.664368819376474, 'cellulose': np.float64(0.06510889877779356), 'α': np.float64(0.9348911012222064), 'ext_l2': 0.0, 'ext_Gg2': 0.6102209152397675, 'ext_L2': 34.39473409977411, 'α0': 1.0499839202570056, 'β0': 1.1481480386078036, 'bg0': -0.0008132049115374684, 'bg1': -0.0009396643145009875, 'bg2': 0.00044627964962273836}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1525.0692700110408,True
xs0,groups3,single,[80],400,"{'thickness': 2.6229837014107455, 'norm': 1.2788382273475258, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.976989225950092, 'bg1': 1.5552068386459723, 'bg2': 5.75179064727854}","{'thickness': 2.187116328323173, 'norm': 0.7214870593334366, 'temp': 300.0, 'p1': -10.053970955084662, 'cellulose': np.float64(4.301275025092358e-05), 'α': np.float64(0.9999569872497491), 'ext_l2': 0.0, 'ext_Gg2': 5805.084989647929, 'ext_L2': 14225.909236677215, 'α0': 22.685120444148435, 'β0': 4.683384602700259, 'bg0': 0.7749788155779243, 'bg1': -0.2739411424845457, 'bg2': -0.4885024265386164}","{'thickness': 0.6365266852115302, 'norm': 0.6082698677159855, 'temp': 0, 'p1': 1550.9094905181503, 'cellulose': 0.06670601310103076, 'α': 0.06670622256474898, 'ext_l2': 0, 'ext_Gg2': 15993.80730805125, 'ext_L2': 40578.31769550015, 'α0': 90.1007725150222, 'β0': 2.3219767734627865, 'bg0': 0.4047127420497375, 'bg1': 0.12565120974185692, 'bg2': 0.3232913212699195}",1222.4971678152285,True
xs0,groups3,single,[20],360,"{'thickness': 1.4865093202758206, 'norm': 0.10000000164175674, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.820766091346741e-10, 'bg1': -3.4924596548080444e-10, 'bg2': -6.984919309616089e-10}","{'thickness': 1.480890301446337, 'norm': 0.11832240986508866, 'temp': 300.0, 'p1': -3.5855477330860666, 'cellulose': np.float64(0.026973727855744027), 'α': np.float64(0.9730262721442561), 'ext_l2': 0.0, 'ext_Gg2': 1005.392254243731, 'ext_L2': 101165.72826367637, 'α0': 3.524977162969509, 'β0': 3.267162813023363, 'bg0': 2.1836021915078163e-06, 'bg1': 1.2039672583341599e-06, 'bg2': 3.829598426818848e-06}","{'thickness': 5.296424742464983, 'norm': 0.938303070061216, 'temp': 0, 'p1': 29.747149679129674, 'cellulose': 0.780748030196583, 'α': 0.7807479635544201, 'ext_l2': 0, 'ext_Gg2': 88481479402.5877, 'ext_L2': 8893403565652.777, 'α0': 29.908631678966824, 'β0': 25.208827437467708, 'bg0': 131835.19067120305, 'bg1': 51851.27421994673, 'bg2': 72808.1921931307}",3048.977860645924,True
xs0,groups3,single,[90],10,"{'thickness': 2.878615099228401, 'norm': 1.9646642831207963, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.366721963393502, 'bg1': -0.40964769071433693, 'bg2': -1.0936871005687863}","{'thickness': 2.919178209824702, 'norm': 1.4772097844357557, 'temp': 300.0, 'p1': -4.431223602083559, 'cellulose': np.float64(0.011759977206080768), 'α': np.float64(0.9882400227939192), 'ext_l2': 0.0, 'ext_Gg2': 1096.6845562425958, 'ext_L2': 111587.30452557575, 'α0': 9.025027201007042, 'β0': 4.444637236920761, 'bg0': 1.2270802820567042, 'bg1': -0.38685201993212104, 'bg2': -0.9061886065173894}","{'thickness': 0.18157595560358586, 'norm': 0.36056590436306574, 'temp': 0, 'p1': 1.053881149939943, 'cellulose': 0.012247869640546784, 'α': 0.0122478680346926, 'ext_l2': 0, 'ext_Gg2': 837485092.9495431, 'ext_L2': 84942110135.58763, 'α0': 2.4855399325103456, 'β0': 0.5476302364540508, 'bg0': 0.006970415339245861, 'bg1': 8.86194681280058e-07, 'bg2': 0.011360542451962958}",1.737699204584262,True
xs0,groups3,single,[70],420,"{'thickness': 2.7865529426390347, 'norm': 1.75965660632735, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.7918865768006071, 'bg1': -0.29428834619466215, 'bg2': -0.43348666257224977}","{'thickness': 2.6029034957377712, 'norm': 1.355505450772754, 'temp': 300.0, 'p1': -5.094771076777004, 'cellulose': np.float64(0.006091377197035727), 'α': np.float64(0.9939086228029642), 'ext_l2': 0.0, 'ext_Gg2': 1503.6805044845776, 'ext_L2': 60636.32188647011, 'α0': 2.302153305103738, 'β0': 2.4754235279097414, 'bg0': 0.6970190294086933, 'bg1': -0.21909005823545158, 'bg2': -0.529765396961011}","{'thickness': 0.7683603960178375, 'norm': 1.2415944593658983, 'temp': 0, 'p1': 8.928805135713592, 'cellulose': 0.05405741796221587, 'α': 0.05405741163750746, 'ext_l2': 0, 'ext_Gg2': 147100360.8623745, 'ext_L2': 5936522382.211301, 'α0': 1.2288097108150542, 'β0': 1.0255970240214813, 'bg0': 0.500716602804145, 'bg1': 0.15662841269827232, 'bg2': 0.3887268166026195}",1604.9419923153273,True
xs0,groups3,single,[80],900,"{'thickness': 3.4313213535736886, 'norm': 2.4434044613812342, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 3.56515228562057, 'bg1': -1.0847188999177888, 'bg2': -2.830441081430763}","{'thickness': 4.01473805055363, 'norm': 4.081944434910585, 'temp': 300.0, 'p1': -3.2315417249613674, 'cellulose': np.float64(0.03799585352319691), 'α': np.float64(0.962004146476803), 'ext_l2': 0.0, 'ext_Gg2': 1175.7983185933408, 'ext_L2': 117486.16664030914, 'α0': 11.658297997731227, 'β0': 4.938693101864759, 'bg0': 3.5022698062239215, 'bg1': -1.0792042448883876, 'bg2': -2.729002289357595}","{'thickness': 1.2489709824550708, 'norm': 6.570073289174875, 'temp': 0, 'p1': 1.2885728397583405, 'cellulose': 0.04710013169372893, 'α': 0.047100131786569834, 'ext_l2': 0, 'ext_Gg2': 5495982692.307238, 'ext_L2': 548194807608.6555, 'α0': 20.3860578845693, 'β0': 2.1831103625515658, 'bg0': 0.08156841026466462, 'bg1': 0.02686491250849573, 'bg2': 0.0672140638080479}",2313.0173247669973,True
xs0,groups3,single,[60],570,"{'thickness': 4.912770071598764, 'norm': 7.0279294593926105, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.558163026580587, 'bg1': -0.5624951351201162, 'bg2': -0.8762774126371369}","{'thickness': 1.628189402891048, 'norm': 1.9346457305953988, 'temp': 300.0, 'p1': 0.40387132670377923, 'cellulose': np.float64(0.5996174315708842), 'α': np.float64(0.40038256842911585), 'ext_l2': 0.0, 'ext_Gg2': 2802.443421344225, 'ext_L2': 215.76284459645655, 'α0': 6.352184635470894, 'β0': 5.7796848340782745, 'bg0': 2.5491468287073076, 'bg1': -0.7783110021846369, 'bg2': -1.9929964035982266}","{'thickness': 1.0810827766881241, 'norm': 3.966960694185784, 'temp': 0, 'p1': 1.1331478277181992, 'cellulose': 0.2720420001161945, 'α': 0.27204202102040004, 'ext_l2': 0, 'ext_Gg2': 498688860.76970315, 'ext_L2': 544438922.061818, 'α0': 39.8123533984459, 'β0': 32.36956990930141, 'bg0': 0.04302256680451309, 'bg1': 0.03070046365447938, 'bg2': 0.05355810018389553}",2340.3312673270584,True
xs0,groups3,single,[40],840,"{'thickness': 3.060528514344299, 'norm': 1.8981273227013302, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0004156425129622221, 'bg1': -0.0003737055230885744, 'bg2': -0.00017648458015173674}","{'thickness': 3.6422220913000594, 'norm': 6.973115521062047, 'temp': 300.0, 'p1': -4.066004025031818, 'cellulose': np.float64(0.016856744063850137), 'α': np.float64(0.9831432559361497), 'ext_l2': 0.0, 'ext_Gg2': 57.51558167515547, 'ext_L2': 130.1292517845165, 'α0': 0.3898428653827045, 'β0': 0.6323844503668551, 'bg0': -0.0004156425129622221, 'bg1': -0.0003737055230885744, 'bg2': -0.00017648458015173674}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1947.5686928337886,True
xs0,groups3,single,[60],630,"{'thickness': 2.790113168451181, 'norm': 1.6897198826620632, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0004018372856080532, 'bg1': -0.00037386466283351183, 'bg2': -0.00015783216804265976}","{'thickness': 3.504544990023144, 'norm': 8.986310551667604, 'temp': 300.0, 'p1': -2.6361581959628264, 'cellulose': np.float64(0.06684728398649162), 'α': np.float64(0.9331527160135085), 'ext_l2': 0.0, 'ext_Gg2': 462.9790727745259, 'ext_L2': 46254.027930180906, 'α0': 0.565018793143493, 'β0': 0.6317092655874524, 'bg0': -0.0004018372856080532, 'bg1': -0.00037386466283351183, 'bg2': -0.00015783216804265976}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1513.0902912931172,True
xs0,groups3,single,[50],320,"{'thickness': 4.210563490919244, 'norm': 3.7776433657060657, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -6.773956569493748, 'bg1': 1.7665574154816568, 'bg2': 6.511167693184689}","{'thickness': 2.1981975940317997, 'norm': 6.361388264695198, 'temp': 300.0, 'p1': -0.5013763946083198, 'cellulose': np.float64(0.37721726551717955), 'α': np.float64(0.6227827344828205), 'ext_l2': 0.0, 'ext_Gg2': 10.50447156562495, 'ext_L2': 987825.0780165518, 'α0': 8.185576557159548, 'β0': 7.215119224663686, 'bg0': -2.08606254379265, 'bg1': 0.6139470302732661, 'bg2': 1.7285100870067254}","{'thickness': 0.5636305391408979, 'norm': 6.171261892600976, 'temp': 0, 'p1': 0.2391247411133691, 'cellulose': 0.05617623549710937, 'α': 0.05617623549710937, 'ext_l2': 0, 'ext_Gg2': 235.45999713046166, 'ext_L2': 60407218.12828437, 'α0': 16.771600635718745, 'β0': 11.285209802286962, 'bg0': 5.668999222301732, 'bg1': 1.6620771638631817, 'bg2': 4.700908525231201}",1883.5328850601263,True
xs0,groups3,single,[20],480,"{'thickness': 4.946995642138675, 'norm': 5.832213449229636, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.06711277121212333, 'bg1': -0.03853672882542014, 'bg2': 0.3215646524913609}","{'thickness': 4.720861835327507, 'norm': 5.832310258814297, 'temp': 300.0, 'p1': -3.675741521906346, 'cellulose': np.float64(0.024704826883643848), 'α': np.float64(0.9752951731163562), 'ext_l2': 0.0, 'ext_Gg2': 2142.9474828069783, 'ext_L2': 214385.1638734221, 'α0': 37.09984203604967, 'β0': 1.871614278946556, 'bg0': -0.0800014598062262, 'bg1': -0.04102209198754281, 'bg2': 0.2898740947712213}","{'thickness': 3.3097429815349027, 'norm': 16.436701852188623, 'temp': 0, 'p1': 1.8947832888114693, 'cellulose': 0.04565385296101821, 'α': 0.04565385494135322, 'ext_l2': 0, 'ext_Gg2': 75740997003.30975, 'ext_L2': 7559924574207.259, 'α0': 1080.535035545792, 'β0': 0.9782683825930837, 'bg0': 0.7852367885867082, 'bg1': 0.23559586697221827, 'bg2': 0.6591415467032662}",724.622405476703,True
xs0,groups3,single,[40],10,"{'thickness': 2.9734747831601727, 'norm': 2.091249852438334, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 2.513227249844931, 'bg1': -0.7194095030426979, 'bg2': -2.1468443166231737}","{'thickness': 1.9083071000318403, 'norm': 1.025289791408877, 'temp': 300.0, 'p1': -3.04420991063113, 'cellulose': np.float64(0.04546810744081016), 'α': np.float64(0.9545318925591898), 'ext_l2': 0.0, 'ext_Gg2': 109.61152307823684, 'ext_L2': 172575.57685226345, 'α0': 3.703345641278046, 'β0': 3.5807812070680796, 'bg0': 2.3371226132148877, 'bg1': -0.7091558234533295, 'bg2': -1.9272852047579363}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1.3874154833326953,True
xs0,groups3,single,[10],360,"{'thickness': 4.951638510081928, 'norm': 4.5024887511523985, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.24697248393204063, 'bg1': -0.024658437236212194, 'bg2': 0.6031523997662589}","{'thickness': 4.992495943508192, 'norm': 7.016773423098542, 'temp': 300.0, 'p1': -4.486877823311213, 'cellulose': np.float64(0.011130450032632487), 'α': np.float64(0.9888695499673674), 'ext_l2': 0.0, 'ext_Gg2': 1247.0141644659827, 'ext_L2': 254588.5517244375, 'α0': 59.06544443226163, 'β0': 0.9120319724958978, 'bg0': -0.26506283367052674, 'bg1': -0.01085550943389535, 'bg2': 0.5013413559645414}","{'thickness': 3.0675163376183368, 'norm': 24.703489716087244, 'temp': 0, 'p1': 7.3197979518891865, 'cellulose': 0.0805658181915083, 'α': 0.08056582483862093, 'ext_l2': 0, 'ext_Gg2': 146106873.09500647, 'ext_L2': 29776825282.8505, 'α0': 15592.847740999974, 'β0': 0.46376306624690206, 'bg0': 1.4049032944708943, 'bg1': 0.44481160344050713, 'bg2': 1.1071702538407022}",469.07910460098503,True
xs0,groups3,single,[40],360,"{'thickness': 2.3880729865221566, 'norm': 1.1416945802078118, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0010133370524272323, 'bg1': -0.0010970800649374723, 'bg2': 0.00011843035463243723}","{'thickness': 1.719085041335885, 'norm': 0.622689653666522, 'temp': 300.0, 'p1': -5.696403605872812, 'cellulose': np.float64(0.0033467819698270816), 'α': np.float64(0.9966532180301728), 'ext_l2': 0.0, 'ext_Gg2': 17.428773459455815, 'ext_L2': 162181.22837073967, 'α0': 3.030438838792897, 'β0': 8.578480355265372, 'bg0': -0.0010133370524272323, 'bg1': -0.001097082276828587, 'bg2': 0.00011843035463243723}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1050.0068887400894,True
xs0,groups3,single,[90],250,"{'thickness': 2.7388859179402143, 'norm': 1.6135452398439303, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0002773400628939271, 'bg1': -0.00044535030610859394, 'bg2': 0.0005697526503354311}","{'thickness': 2.2336746011446222, 'norm': 2.0032869794463593, 'temp': 300.0, 'p1': -2.23348243949612, 'cellulose': np.float64(0.09678378990337835), 'α': np.float64(0.9032162100966216), 'ext_l2': 0.0, 'ext_Gg2': 32.25979244926902, 'ext_L2': 689.8934591487715, 'α0': 9.374831086356444, 'β0': 4.354832344892846, 'bg0': -0.0002773400628939271, 'bg1': -0.00044535030610859394, 'bg2': 0.0005697526503354311}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",869.4131867948581,True
xs0,groups3,single,[90],40,"{'thickness': 3.20292315745092, 'norm': 2.3834786885959085, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.7832697563571855, 'bg1': -0.5293715896550566, 'bg2': -1.4395348231773823}","{'thickness': 2.289706183299889, 'norm': 1.1917608820915315, 'temp': 300.0, 'p1': -3.56572871578855, 'cellulose': np.float64(0.027498806051310606), 'α': np.float64(0.9725011939486894), 'ext_l2': 0.0, 'ext_Gg2': 3519.0583773409244, 'ext_L2': 14679.510867555979, 'α0': 4.463308490313863, 'β0': 3.7077242316495598, 'bg0': 0.3645451351767406, 'bg1': -0.1197688024258241, 'bg2': -0.2494803365552798}","{'thickness': 0.31958104344849964, 'norm': 0.4549735011027609, 'temp': 0, 'p1': 0.9320155604493904, 'cellulose': 0.024924539549167582, 'α': 0.024924538484159136, 'ext_l2': 0, 'ext_Gg2': 197.05981443472928, 'ext_L2': 53138.77363755644, 'α0': 1.3837170538828343, 'β0': 0.7592362261654115, 'bg0': 0.20511764272526462, 'bg1': 0.06236569403348816, 'bg2': 0.15881289387838018}",31.957915801491243,True
xs0,groups3,single,[60],530,"{'thickness': 3.7185261526497513, 'norm': 3.3666955483457555, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.1430733067682013, 'bg1': -0.1511771990917623, 'bg2': 0.2998467261204496}","{'thickness': 2.092648724342587, 'norm': 0.903088151035094, 'temp': 300.0, 'p1': -6.524882087581801, 'cellulose': np.float64(0.0014643446047452793), 'α': np.float64(0.9985356553952547), 'ext_l2': 0.0, 'ext_Gg2': 575.5204818085502, 'ext_L2': 6606.713984200874, 'α0': 3.67348127837756, 'β0': 2.690665994126567, 'bg0': 0.15016907476820052, 'bg1': -0.058717001462355256, 'bg2': -0.07329679362010211}","{'thickness': 0.24865774231518567, 'norm': 0.48657089998427655, 'temp': 0, 'p1': 36.88083760018494, 'cellulose': 0.05392717170459424, 'α': 0.05392719272006721, 'ext_l2': 0, 'ext_Gg2': 392355914.1435822, 'ext_L2': 4537690669.147537, 'α0': 1.9468010177347128, 'β0': 0.8927636162330223, 'bg0': 0.3785634452687029, 'bg1': 0.11613637782097856, 'bg2': 0.30405427863644857}",1191.24750580238,True
xs0,groups3,single,[60],410,"{'thickness': 2.8756159143593822, 'norm': 1.884699676036188, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.003037700313143432, 'bg1': -0.0018248443957418203, 'bg2': -0.004698342410847545}","{'thickness': 2.7534796156370374, 'norm': 2.215485426168687, 'temp': 300.0, 'p1': -4.024671600159646, 'cellulose': np.float64(0.017555585586673257), 'α': np.float64(0.9824444144133267), 'ext_l2': 0.0, 'ext_Gg2': 674.8394473845382, 'ext_L2': 23726.714828504246, 'α0': 6.8753125350239195, 'β0': 0.31028822701202824, 'bg0': -0.0030376833165064454, 'bg1': -0.0018248443957418203, 'bg2': -0.004698342410847545}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",2175.21259013516,True
xs0,groups3,single,[60],230,"{'thickness': 3.5606285132435382, 'norm': 2.877871793057255, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.1699636587873101, 'bg1': 0.2622185080545023, 'bg2': 1.305030070943758}","{'thickness': 1.4913681592636525, 'norm': 0.3994782872778333, 'temp': 300.0, 'p1': -7.604207286705748, 'cellulose': np.float64(0.0004981020845532021), 'α': np.float64(0.9995018979154469), 'ext_l2': 0.0, 'ext_Gg2': 6.1890074856285615, 'ext_L2': 148003.0650381712, 'α0': 4.923130045744038, 'β0': 4.637136279355025, 'bg0': 0.030121495248749852, 'bg1': -0.035454811179079115, 'bg2': 0.06916930561419576}","{'thickness': 0.2641040689120756, 'norm': 0.32617865551640873, 'temp': 0, 'p1': 239.60778738217022, 'cellulose': 0.1192896902289309, 'α': 0.11928970398481134, 'ext_l2': 0, 'ext_Gg2': 463889.7720306875, 'ext_L2': 11143433573.311787, 'α0': 4.013868466004018, 'β0': 2.7847993474538515, 'bg0': 0.43338913378364774, 'bg1': 0.1336110533838775, 'bg2': 0.3516207175377125}",560.7141168554331,True
xs0,groups3,single,[20],980,"{'thickness': 4.998623335390112, 'norm': 4.8759542660523385, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.0025465462822467, 'bg1': 0.5386535002617165, 'bg2': 1.910668712342158}","{'thickness': 4.7155218180135545, 'norm': 6.056682658873869, 'temp': 300.0, 'p1': -3.8322881838437226, 'cellulose': np.float64(0.02120078783105386), 'α': np.float64(0.9787992121689462), 'ext_l2': 0.0, 'ext_Gg2': 2740.07846556247, 'ext_L2': 140930.06056293854, 'α0': 13.240615778566701, 'β0': 3.2612108012311642, 'bg0': -2.0113289849832654, 'bg1': 0.5339308069087565, 'bg2': 1.893881042022258}","{'thickness': 0.928967500188137, 'norm': 7.138042680330005e-06, 'temp': 0, 'p1': 1.6709949008486018, 'cellulose': 0.03467534068854141, 'α': 0.034675341856036185, 'ext_l2': 0, 'ext_Gg2': 269654271.3340592, 'ext_L2': 13856505848.343369, 'α0': 50.33202928108049, 'β0': 2.4451509629194494, 'bg0': 0.12238653966779953, 'bg1': 0.037043775926494715, 'bg2': 0.12794036542981066}",1904.2844865384861,True
xs0,groups3,single,[60],210,"{'thickness': 3.621957618925402, 'norm': 3.128374305305529, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -3.6263757991837338, 'bg1': 0.8927520383149385, 'bg2': 3.6913127194857225}","{'thickness': 4.999999996485308, 'norm': 9.501844720726645, 'temp': 300.0, 'p1': -2.017051514217762, 'cellulose': np.float64(0.11742421494654132), 'α': np.float64(0.8825757850534587), 'ext_l2': 0.0, 'ext_Gg2': 7088.384098086309, 'ext_L2': 725192.7534182423, 'α0': 73.97115252042151, 'β0': 2.4281545740415558, 'bg0': -3.647668620222248, 'bg1': 0.911267907358706, 'bg2': 3.346143692615442}","{'thickness': 7.731633442374812e-09, 'norm': 9.488648009895158, 'temp': 0, 'p1': 0.6147325882632504, 'cellulose': 0.06370828445968384, 'α': 0.0637082848854397, 'ext_l2': 0, 'ext_Gg2': 46247310781.69987, 'ext_L2': 4737332608127.681, 'α0': 90129.26187815772, 'β0': 4.072077822769577, 'bg0': 3.786253404338278, 'bg1': 3.2876064917670925e-05, 'bg2': 5.373677112633247}",633.5914530532115,True
