xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,single,[3680],280,"{'thickness': 4.999999977102548, 'norm': 7.598065130543176, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.334768034867011, 'bg1': -0.10755562223494053, 'bg2': -0.1770442142151296}","{'thickness': 4.02007587261378, 'norm': 8.19038218439511, 'temp': 300.0, 'p1': -2.555026658324241, 'cellulose': np.float64(0.07208951493228459), 'α': np.float64(0.9279104850677155), 'ext_l2': 0.0, 'ext_Gg2': 1000.2858292675027, 'ext_L2': 6309.720143528763, 'α0': 76.11048995737988, 'β0': 7.159095337294086, 'bg0': 0.34451477229595184, 'bg1': -0.12463097448926419, 'bg2': -0.16976545716170222}","{'thickness': 1.6982614409035668, 'norm': 21.32006210786942, 'temp': 0, 'p1': 1.158593844252042, 'cellulose': 0.0775013743870397, 'α': 0.07750137375356808, 'ext_l2': 0, 'ext_Gg2': 14816.682002992635, 'ext_L2': 2.8205183604650452, 'α0': 24539.101744498796, 'β0': 4.734015454551526, 'bg0': 0.6834428708358675, 'bg1': 0.20054657541994106, 'bg2': 0.5583361883964888}",105605.02278158354,True
xs0,groups3,single,[3750],990,"{'thickness': 2.6763585254990137, 'norm': 1.6689493976485725, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0007053802255541086, 'bg1': -0.000728744431398809, 'bg2': 1.75106106325984e-05}","{'thickness': 2.033639633499906, 'norm': 1.222616714435904, 'temp': 300.0, 'p1': -3.015756546704459, 'cellulose': np.float64(0.04671909965675688), 'α': np.float64(0.9532809003432432), 'ext_l2': 0.0, 'ext_Gg2': 5.357134021528043, 'ext_L2': 662.4134528951387, 'α0': 1.3016629178265866, 'β0': 2.582829855804926, 'bg0': -0.0007053802255541086, 'bg1': -0.0007287446642294526, 'bg2': 1.75106106325984e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",154701.6533000132,True
xs0,groups3,single,[3750],180,"{'thickness': 4.252656059276616, 'norm': 5.300826919255125, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.24283903872128576, 'bg1': -0.007459309068508446, 'bg2': 0.5341031685238704}","{'thickness': 4.014264275827294, 'norm': 9.920672781464427, 'temp': 300.0, 'p1': -2.37008386151199, 'cellulose': np.float64(0.0854825833071035), 'α': np.float64(0.9145174166928964), 'ext_l2': 0.0, 'ext_Gg2': 974.4166419096989, 'ext_L2': 6939.780873499224, 'α0': 4.625118056391548, 'β0': 6.761988055064281, 'bg0': 1.1667409128276631, 'bg1': -0.355666313203983, 'bg2': -0.8707079492742196}","{'thickness': 0.8431698649769371, 'norm': 12.52251375887624, 'temp': 0, 'p1': 0.4454225983110076, 'cellulose': 0.034821050276668514, 'α': 0.0348210517644104, 'ext_l2': 0, 'ext_Gg2': 4416498.360750613, 'ext_L2': 77216.41875937411, 'α0': 2.22001634432027, 'β0': 2.28154207992707, 'bg0': 0.34313593742318665, 'bg1': 0.10219869764773662, 'bg2': 0.2762687449536649}",13856.353396162052,True
xs0,groups3,single,[3780],990,"{'thickness': 4.999923232590627, 'norm': 9.607687856100304, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.786662599770352, 'bg1': 1.3997682188637555, 'bg2': 5.9724492247914895}","{'thickness': 4.932013440461084, 'norm': 6.856693888686709, 'temp': 300.0, 'p1': -8.363084314561148, 'cellulose': np.float64(0.00023326915231675692), 'α': np.float64(0.9997667308476832), 'ext_l2': 0.0, 'ext_Gg2': 3708.3073839670424, 'ext_L2': 370612.4820807289, 'α0': 123.2385665798815, 'β0': 10.60457542980976, 'bg0': -5.8055520470952615, 'bg1': 1.638822435052134, 'bg2': 5.038077860022895}","{'thickness': 3.835127384837522, 'norm': 16.321684873964617, 'temp': 0, 'p1': 393.6609454832267, 'cellulose': 0.09180753423972257, 'α': 0.0918073516077203, 'ext_l2': 0, 'ext_Gg2': 456041396.1034244, 'ext_L2': 45498953475.585686, 'α0': 2096513.960874952, 'β0': 28.31093707700025, 'bg0': 0.004307799249339471, 'bg1': 0.20878275769222643, 'bg2': 0.48312067256884883}",7120841.3225886775,True
xs0,groups3,single,[3700],660,"{'thickness': 4.999707171296631, 'norm': 9.019184543632711, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0012252825545147061, 'bg1': -0.09471909503918141, 'bg2': 0.37766417232342064}","{'thickness': 4.982626535628528, 'norm': 9.089714392973859, 'temp': 300.0, 'p1': -2.9593085857950747, 'cellulose': np.float64(0.04929840123628596), 'α': np.float64(0.9507015987637141), 'ext_l2': 0.0, 'ext_Gg2': 5833.600602184976, 'ext_L2': 31794.32950773492, 'α0': 44.16302946357485, 'β0': 3.049440327472621, 'bg0': 3.9575293713714927, 'bg1': -1.2031531414249912, 'bg2': -3.104025951703079}","{'thickness': 3.8006276655804125, 'norm': 41.78762687012176, 'temp': 0, 'p1': 1.9061207365444433, 'cellulose': 0.08933619770502253, 'α': 0.08933619905473977, 'ext_l2': 0, 'ext_Gg2': 1116797.635882413, 'ext_L2': 7214081.317750136, 'α0': 260.91378532702885, 'β0': 2.52872265245065, 'bg0': 0.46572175911244224, 'bg1': 0.13978048008242083, 'bg2': 0.37708082958318173}",175009.59992259956,True
xs0,groups3,single,[3680],120,"{'thickness': 2.815274698322324, 'norm': 1.8764275922093414, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.22069727000780404, 'bg1': 0.017955241492018104, 'bg2': 0.3737753410823643}","{'thickness': 2.390232052270434, 'norm': 1.207063811221378, 'temp': 300.0, 'p1': -4.253052788933701, 'cellulose': np.float64(0.014021360289861624), 'α': np.float64(0.9859786397101383), 'ext_l2': 0.0, 'ext_Gg2': 661.5104405728978, 'ext_L2': 66785.60939994022, 'α0': 3.667568155743918, 'β0': 2.9963083880630315, 'bg0': -0.2225972075248137, 'bg1': 0.057319538900628686, 'bg2': 0.23782519425731152}","{'thickness': 0.18994700960163946, 'norm': 0.31775117078262516, 'temp': 0, 'p1': 1.2331263033321211, 'cellulose': 0.017047677391407032, 'α': 0.017047677323900327, 'ext_l2': 0, 'ext_Gg2': 601822642.0337774, 'ext_L2': 60965311541.61984, 'α0': 0.0033401785105530513, 'β0': 0.2071032297208886, 'bg0': 0.11028230903374758, 'bg1': 0.031408622337413, 'bg2': 0.08965261593169715}",784.9066241062477,True
xs0,groups3,single,[3700],350,"{'thickness': 4.270137137423252, 'norm': 3.147187963922058, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.1879094314062968, 'bg1': -0.11475209868513048, 'bg2': 0.13753807230386883}","{'thickness': 3.3111146514824585, 'norm': 2.0972978799629023, 'temp': 300.0, 'p1': -5.534037174979364, 'cellulose': np.float64(0.003934468783180661), 'α': np.float64(0.9960655312168194), 'ext_l2': 0.0, 'ext_Gg2': 1428.6279960753102, 'ext_L2': 134588.4414444655, 'α0': 10.059635270417491, 'β0': 3.861540942132007, 'bg0': 0.17859394359402359, 'bg1': -0.07957627507857978, 'bg2': -0.04071409732569009}","{'thickness': 1.118484735936156, 'norm': 2.674907453162724, 'temp': 0, 'p1': 12.467064396796236, 'cellulose': 0.04885828498458832, 'α': 0.04885829029535596, 'ext_l2': 0, 'ext_Gg2': 3725104240331.966, 'ext_L2': 374235216900513.3, 'α0': 14.9104097552621, 'β0': 1.6331176421349998, 'bg0': 0.3707293426881754, 'bg1': 0.11234586826820382, 'bg2': 0.29237615455668037}",58206.49042657995,True
xs0,groups3,single,[3790],980,"{'thickness': 2.665932122234638, 'norm': 1.0387175544483118, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.6805343341547996, 'bg1': -0.30358087189961225, 'bg2': -2.00438547343947}","{'thickness': 2.3549565409783053, 'norm': 1.387650714844401, 'temp': 300.0, 'p1': -3.867055839615059, 'cellulose': np.float64(0.020491197114048964), 'α': np.float64(0.979508802885951), 'ext_l2': 0.0, 'ext_Gg2': 122.20018778363206, 'ext_L2': 12062.242115835232, 'α0': 0.0431214502300112, 'β0': 0.677078851379019, 'bg0': 1.6687113379593939, 'bg1': -0.3050870383158326, 'bg2': -2.0413285271497443}","{'thickness': 6.185140678682058, 'norm': 12.244107848109588, 'temp': 0, 'p1': 18.897376747011986, 'cellulose': 0.37929506776449123, 'α': 0.37929505866219, 'ext_l2': 0, 'ext_Gg2': 114428232.49922936, 'ext_L2': 11375727886.428373, 'α0': 0.06758843225502076, 'β0': 2.9691647175776232, 'bg0': 18.51402317924679, 'bg1': 4.801091626064857, 'bg2': 17.840899107958755}",778899.0848070494,True
xs0,groups3,single,[3790],620,"{'thickness': 3.3516821363513785, 'norm': 2.898873391975951, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 3.186610125135882, 'norm': 3.5697247978781177, 'temp': 300.0, 'p1': -4.54533754231379, 'cellulose': np.float64(0.010505060656689552), 'α': np.float64(0.9894949393433106), 'ext_l2': 0.0, 'ext_Gg2': 78.2508748880656, 'ext_L2': 7908.4017106250685, 'α0': 1.024079867828623, 'β0': 0.7109779895318308, 'bg0': 0.001802835613489151, 'bg1': -0.011896631680428982, 'bg2': 0.042746022692881525}","{'thickness': 0.7355862338537849, 'norm': 4.3119453610718494, 'temp': 0, 'p1': 6.893209029046619, 'cellulose': 0.07165286977717508, 'α': 0.07165286377450646, 'ext_l2': 0, 'ext_Gg2': 15829844.30177529, 'ext_L2': 1602538144.7731044, 'α0': 0.3636534133619349, 'β0': 0.1608116730135489, 'bg0': 1.0519888726234083, 'bg1': 0.3146003416444015, 'bg2': 0.8586561895892222}",101486.54114119516,True
xs0,groups3,single,[3810],470,"{'thickness': 4.958070833181903, 'norm': 9.368848956286977, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.6240846114233136, 'bg1': 0.0027538251597434282, 'bg2': 1.2229125114390627}","{'thickness': 2.7312171763689546, 'norm': 2.5234240257280867, 'temp': 300.0, 'p1': -3.5789181211610703, 'cellulose': np.float64(0.027148276358744127), 'α': np.float64(0.9728517236412558), 'ext_l2': 0.0, 'ext_Gg2': 6.087525128093962, 'ext_L2': 168680.86236599644, 'α0': 9.089141952097576, 'β0': 1.4496044495107794, 'bg0': -0.6848007157677785, 'bg1': 0.015211694175377488, 'bg2': 0.9545563737628981}","{'thickness': 0.22280632778934636, 'norm': 0.9737723788745736, 'temp': 0, 'p1': 0.9183652600637339, 'cellulose': 0.024255172086894802, 'α': 0.02425517271422056, 'ext_l2': 0, 'ext_Gg2': 0.001325526279035359, 'ext_L2': 5779467.463903444, 'α0': 11.88944727908604, 'β0': 0.32167819136723824, 'bg0': 366.0943384134498, 'bg1': 128.26007896121212, 'bg2': 261.36813266695947}",98065.94190405069,True
xs0,groups3,single,[3800],210,"{'thickness': 3.273641156587076, 'norm': 2.3943651866437974, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.3320625975029543, 'bg1': 0.5818231956800446, 'bg2': 2.360580205102451}","{'thickness': 3.8581286328817472, 'norm': 2.401123180014915, 'temp': 300.0, 'p1': -7.396970997777234, 'cellulose': np.float64(0.0006127313840788059), 'α': np.float64(0.9993872686159213), 'ext_l2': 0.0, 'ext_Gg2': 5216.313573270144, 'ext_L2': 61354.76387630528, 'α0': 107.64215579014427, 'β0': 2.57593366547853, 'bg0': 0.45959151815623045, 'bg1': -0.18792754947207868, 'bg2': -0.18873497506137937}","{'thickness': 1.3461262222467496, 'norm': 3.12452647737407, 'temp': 0, 'p1': 58.66609592313903, 'cellulose': 0.03592453256967569, 'α': 0.03592451344002828, 'ext_l2': 0, 'ext_Gg2': 16199.76681492768, 'ext_L2': 197113.35099891628, 'α0': 534919.7580473908, 'β0': 0.7268965557670864, 'bg0': 0.2843685206811064, 'bg1': 0.08628239569592222, 'bg2': 0.23461460258157832}",15704.882959291097,True
xs0,groups3,single,[3800],480,"{'thickness': 3.8074879885816797, 'norm': 3.916276647434942, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0008009335724636912, 'bg1': -0.000506295938976109, 'bg2': -0.0011908994056284428}","{'thickness': 3.6663381187913253, 'norm': 8.506508534321416, 'temp': 300.0, 'p1': -3.2322557989823597, 'cellulose': np.float64(0.03796976117826933), 'α': np.float64(0.9620302388217307), 'ext_l2': 0.0, 'ext_Gg2': 8.943786196730086, 'ext_L2': 23.864240490056865, 'α0': 0.6822259441625509, 'β0': 0.8310229695309078, 'bg0': -0.0008009335724636912, 'bg1': -0.000506295938976109, 'bg2': -0.0011908994056284428}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",90932.20621815199,True
xs0,groups3,single,[3840],270,"{'thickness': 3.6539466283318154, 'norm': 3.2858464205808047, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.139718823134899, 'bg1': 1.2369610082823783, 'bg2': 5.295308901346289}","{'thickness': 1.776350477313617, 'norm': 0.548129033002129, 'temp': 300.0, 'p1': -4.780190219602776, 'cellulose': np.float64(0.008324522645945522), 'α': np.float64(0.9916754773540546), 'ext_l2': 0.0, 'ext_Gg2': 594.8321054267119, 'ext_L2': 59509.480793024704, 'α0': 6.68653676379671, 'β0': 2.099133449488416, 'bg0': -5.179205674445257, 'bg1': 1.4765305240871385, 'bg2': 4.472882159519941}","{'thickness': 0.6256933652656096, 'norm': 0.5180756064787037, 'temp': 0, 'p1': 10.701170196881348, 'cellulose': 0.08834056751194916, 'α': 0.08834056738164262, 'ext_l2': 0, 'ext_Gg2': 94166975.21088575, 'ext_L2': 9417245697.300617, 'α0': 11.564953061077093, 'β0': 1.2870552493358354, 'bg0': 0.04327128075631104, 'bg1': 0.026174070250643874, 'bg2': 0.0005835030756648354}",68608.16911916938,True
xs0,groups3,single,[3850],730,"{'thickness': 3.6164616979075417, 'norm': 3.262568962100225, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -4.968745678314008, 'bg1': 1.2429878656985238, 'bg2': 4.962948400643654}","{'thickness': 3.9379079976057847, 'norm': 2.3407239710781615, 'temp': 300.0, 'p1': -3.693683018168075, 'cellulose': np.float64(0.02427620212856766), 'α': np.float64(0.9757237978714323), 'ext_l2': 0.0, 'ext_Gg2': 3426.565875577998, 'ext_L2': 342459.8187126583, 'α0': 29.73174354615626, 'β0': 3.777559557897265, 'bg0': -4.995648403419182, 'bg1': 1.235505748540163, 'bg2': 4.895831775967963}","{'thickness': 3.5928437330233187, 'norm': 5.327144613030396, 'temp': 0, 'p1': 0.00012813437872043852, 'cellulose': 3.035102129352454e-06, 'α': 3.0351020606985708e-06, 'ext_l2': 0, 'ext_Gg2': 7621511.233785127, 'ext_L2': 762263669.2175577, 'α0': 855.2512756483511, 'β0': 10.444603663620992, 'bg0': 5.6400584593605565, 'bg1': 1.8393287813526584, 'bg2': 4.318051427023858}",1554059.3860183072,True
xs0,groups3,single,[3730],750,"{'thickness': 4.0110721039244766, 'norm': 4.895858961846474, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.001105103874579072, 'bg1': -0.000789760728366673, 'bg2': -0.0012772995978593826}","{'thickness': 2.0523930507101196, 'norm': 0.8370887231513432, 'temp': 300.0, 'p1': -8.928724869061075, 'cellulose': np.float64(0.00013250934493864313), 'α': np.float64(0.9998674906550613), 'ext_l2': 0.0, 'ext_Gg2': 0.12441665537876734, 'ext_L2': 449914.89097110415, 'α0': 1.6872233671849204, 'β0': 4.293083099983728, 'bg0': -0.0011051044566556811, 'bg1': -0.000789760728366673, 'bg2': -0.0012782744597643614}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",297212.31287763413,True
xs0,groups3,single,[3780],350,"{'thickness': 2.7593860421482446, 'norm': 1.8340739927700398, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0032043298706412315, 'bg1': -0.0016776899574324489, 'bg2': -0.006017573061399162}","{'thickness': 1.2601173151673049, 'norm': 0.10000197472841779, 'temp': 300.0, 'p1': 13.97384092840062, 'cellulose': np.float64(0.9999991464329867), 'α': np.float64(8.535670132575975e-07), 'ext_l2': 0.0, 'ext_Gg2': 7064.999295170184, 'ext_L2': 146.1409041309536, 'α0': 137.7389325630448, 'β0': 844.6620245194356, 'bg0': -0.005832580733112991, 'bg1': -0.0016776899574324489, 'bg2': -0.006017573061399162}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",794744.2239155915,True
xs0,groups3,single,[3830],360,"{'thickness': 3.317060890126771, 'norm': 2.555088969327945, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0006689734291285276, 'bg1': -0.0004986868007108569, 'bg2': -0.0007074467139318585}","{'thickness': 2.804415860291187, 'norm': 3.489557265444014, 'temp': 300.0, 'p1': -2.7008605879603778, 'cellulose': np.float64(0.06292259382486515), 'α': np.float64(0.9370774061751349), 'ext_l2': 0.0, 'ext_Gg2': 1.061742531869303, 'ext_L2': 71335.02995328317, 'α0': 1.8570971928217714, 'β0': 1.178350439036872, 'bg0': -0.0006689734291285276, 'bg1': -0.000498687382787466, 'bg2': -0.0007074467139318585}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",80729.63136553155,True
xs0,groups3,single,[3810],310,"{'thickness': 3.460741986104284, 'norm': 3.004366644685245, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0003854075912386179, 'bg1': -0.0002498582471162081, 'bg2': -0.0005499696126207709}","{'thickness': 3.0566817795281986, 'norm': 3.9367695346481626, 'temp': 300.0, 'p1': -2.9925028177413235, 'cellulose': np.float64(0.04776572235626446), 'α': np.float64(0.9522342776437356), 'ext_l2': 0.0, 'ext_Gg2': 112.66325257389298, 'ext_L2': 11190.136069936518, 'α0': 2.2900171598212635, 'β0': 1.780100117153977, 'bg0': -0.0003854075912386179, 'bg1': -0.0002498582471162081, 'bg2': -0.0005499697290360928}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",104597.54294448088,True
xs0,groups3,single,[3820],120,"{'thickness': 4.764725022259309, 'norm': 7.7847743473278745, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 3.082669321796857, 'bg1': -0.9555225654039532, 'bg2': -2.350502895191312}","{'thickness': 4.137862785877216, 'norm': 6.471320542375104, 'temp': 300.0, 'p1': -2.8889076494888464, 'cellulose': np.float64(0.05270462941734291), 'α': np.float64(0.947295370582657), 'ext_l2': 0.0, 'ext_Gg2': 9743.286109682187, 'ext_L2': 4981.171341541523, 'α0': 4.840572736294314, 'β0': 5.905897256270952, 'bg0': 2.774522583000362, 'bg1': -0.8470683686900884, 'bg2': -2.1624873181572184}","{'thickness': 0.7123302589493488, 'norm': 6.489398601616255, 'temp': 0, 'p1': 0.5630195111935755, 'cellulose': 0.028109791641762936, 'α': 0.02810979041660045, 'ext_l2': 0, 'ext_Gg2': 23022.83889262276, 'ext_L2': 12934.418330217592, 'α0': 0.0001094562086476125, 'β0': 1.9116954810407916, 'bg0': 0.25132310279815856, 'bg1': 0.07693021699074998, 'bg2': 0.1917548402195336}",5342.194056919931,True
xs0,groups3,single,[3760],590,"{'thickness': 3.614493197913692, 'norm': 3.334720534045101, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.07488695823121816, 'bg1': -0.06272454326972365, 'bg2': 0.40281808574218303}","{'thickness': 2.4314632849356297, 'norm': 1.6702187448616743, 'temp': 300.0, 'p1': -2.957698245310816, 'cellulose': np.float64(0.04937392958588214), 'α': np.float64(0.950626070414118), 'ext_l2': 0.0, 'ext_Gg2': 64.84380079208208, 'ext_L2': 6016.1378925320805, 'α0': 2.3311139003800454, 'β0': 5.187991685768058, 'bg0': -0.06011374236550182, 'bg1': 0.012366084614768624, 'bg2': 0.09241002076305449}","{'thickness': 2.845527774808244e-07, 'norm': 0.5263085151398855, 'temp': 0, 'p1': 0.7634074844391124, 'cellulose': 0.03583140407659223, 'α': 0.03583140353573181, 'ext_l2': 0, 'ext_Gg2': 5235353.470831208, 'ext_L2': 485416283.6394362, 'α0': 0.8092250569474089, 'β0': 2.1058849143432816, 'bg0': 0.03355300580689528, 'bg1': 1.919044165353512e-05, 'bg2': 0.05880051045424636}",68984.38587674203,True
xs0,groups3,single,[3750],830,"{'thickness': 4.19781088038703, 'norm': 5.34069360218577, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0003911656094714999, 'bg1': -0.00023196963593363762, 'bg2': -0.0006417992990463972}","{'thickness': 3.7165539670056678, 'norm': 6.276046439347141, 'temp': 300.0, 'p1': -9.738014795811676, 'cellulose': np.float64(5.899406032333499e-05), 'α': np.float64(0.9999410059396766), 'ext_l2': 0.0, 'ext_Gg2': 1010.4683107679518, 'ext_L2': 7.958730965484939, 'α0': 1.3056946244982746, 'β0': 0.5683224252351989, 'bg0': -0.0003911656094714999, 'bg1': -0.00023196963593363762, 'bg2': -0.0006420962745323777}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",229216.53150177878,True
xs0,groups3,single,[3800],310,"{'thickness': 3.8034078531469584, 'norm': 3.3837332999736494, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.06983256211970001, 'bg1': -0.0787477259291336, 'bg2': 0.45423206395935267}","{'thickness': 2.7162154884410605, 'norm': 1.626242925022027, 'temp': 300.0, 'p1': -3.890131568787183, 'cellulose': np.float64(0.020033125938424018), 'α': np.float64(0.9799668740615759), 'ext_l2': 0.0, 'ext_Gg2': 400.3754198850329, 'ext_L2': 149755.0984509639, 'α0': 71.39889337362905, 'β0': 2.997782428255971, 'bg0': -0.08840015099849552, 'bg1': 0.002719412208534777, 'bg2': 0.16576782963238657}","{'thickness': 0.757914151152026, 'norm': 1.6022467329682493, 'temp': 0, 'p1': 2.6736732115147306, 'cellulose': 0.05248901716658557, 'α': 0.05248901708657375, 'ext_l2': 0, 'ext_Gg2': 0.0505644164409032, 'ext_L2': 328406.36006524495, 'α0': 14529.750670154272, 'β0': 1.1926728551138608, 'bg0': 0.45117690977985675, 'bg1': 0.1360839609542881, 'bg2': 0.35681052405990193}",56643.62508616319,True
