n_start,pulse_width,xs,groups,initial_params,final_params,uncertainties,redchi,success
1840,100,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.7487734109869701, 'norm': 0.7700673759532871, 'temp': 300.0, 'p1': -3.7751714358737107, 'cellulose': np.float64(0.022419019798980314), 'α': np.float64(0.9775809802010197), 'ext_l2': 700.6180978284582, 'ext_Gg2': 913.6219883024049, 'ext_L2': 8708.531614376125, 'α0': 7373.76305081546, 'β0': 156.74758569610398, 'bg0': 1750.5479932124726, 'bg1': -792.2715788959758, 'bg2': -1069.633076096885}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",573.1195164489349,False
250,40,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.220690949942289, 'norm': 0.41508152281467936, 'temp': 300.0, 'p1': -3.484036539074639, 'cellulose': np.float64(0.029769868368099136), 'α': np.float64(0.9702301316319007), 'ext_l2': 92.25574287733684, 'ext_Gg2': 1005.2645110344894, 'ext_L2': 99377.28819359331, 'α0': 52.02908852131638, 'β0': 3.7938997742830156, 'bg0': 494.21077233785763, 'bg1': -263.42043472337537, 'bg2': -829.4070940886158}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",140.99475309931987,False
400,20,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.831874268387263, 'norm': 0.8494680295434067, 'temp': 300.0, 'p1': -3.6388875207766507, 'cellulose': np.float64(0.025608533067312176), 'α': np.float64(0.9743914669326877), 'ext_l2': 350.16588893220234, 'ext_Gg2': 37.646776957255824, 'ext_L2': 9.324910983654622, 'α0': 7381.243019347118, 'β0': 47.097692367399496, 'bg0': 2927.342756970087, 'bg1': -2538.926696443581, 'bg2': -1119.1070459104376}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",27.904043054997953,False
900,70,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.709142559500768, 'norm': 0.7488975550825723, 'temp': 300.0, 'p1': -3.5739730780260217, 'cellulose': np.float64(0.02727918695446715), 'α': np.float64(0.9727208130455327), 'ext_l2': 311.75958225371284, 'ext_Gg2': 56.24109654171927, 'ext_L2': 6422.673205106311, 'α0': 4796.727304916674, 'β0': 6.029664376754459, 'bg0': 2109.7769114854746, 'bg1': -1560.6313890779857, 'bg2': -1144.3330673773307}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",142.9566970851332,False
630,50,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2222539701059647, 'norm': 0.41431654625842274, 'temp': 300.0, 'p1': -3.517458378637249, 'cellulose': np.float64(0.028819548192928618), 'α': np.float64(0.9711804518070715), 'ext_l2': 84.99900169723907, 'ext_Gg2': 1018.0860222430738, 'ext_L2': 96472.70422423542, 'α0': 41.81572508407337, 'β0': 4.826643354682434, 'bg0': 385.70846858166624, 'bg1': -282.934866346186, 'bg2': -785.6378457460087}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",410.33588683880055,False
1980,510,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2333782155187714, 'norm': 0.43565536809715444, 'temp': 300.0, 'p1': -3.42146346003698, 'cellulose': np.float64(0.031631370648562855), 'α': np.float64(0.9683686293514372), 'ext_l2': 10.02369624546362, 'ext_Gg2': 813.5019878063532, 'ext_L2': 85815.31213414417, 'α0': 82.10963958993119, 'β0': 5.295156478116962, 'bg0': 165.73439282225445, 'bg1': -479.3231757194735, 'bg2': -727.859183998662}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",24221.946550036395,False
2250,960,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2090273022088578, 'norm': 0.4142959004230453, 'temp': 300.0, 'p1': -3.5073239843483055, 'cellulose': np.float64(0.029104558090119737), 'α': np.float64(0.9708954419098802), 'ext_l2': 52.20574491853092, 'ext_Gg2': 999.4145031566131, 'ext_L2': 104165.2105744315, 'α0': 12.685961847581162, 'β0': 5.125018790092912, 'bg0': 356.955513277906, 'bg1': -195.83210134145338, 'bg2': -765.0107169462135}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",43117.44895887604,False
3290,140,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.9205181013286052, 'norm': 0.935602494794089, 'temp': 300.0, 'p1': -3.8066370006453205, 'cellulose': np.float64(0.021739672506903427), 'α': np.float64(0.9782603274930967), 'ext_l2': 250.91052223611686, 'ext_Gg2': 126.44357242702075, 'ext_L2': 8992.721461260067, 'α0': 3.0914194847933065, 'β0': 2.810124412123711, 'bg0': 846.622244437458, 'bg1': -2437.9050386646995, 'bg2': -1656.2327084388817}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",2060.334598808531,True
3460,430,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.7263142518323258, 'norm': 0.75131810375293, 'temp': 300.0, 'p1': -3.711729693790046, 'cellulose': np.float64(0.02385238299131505), 'α': np.float64(0.976147617008685), 'ext_l2': 0.06741741067628482, 'ext_Gg2': 195.60228057122652, 'ext_L2': 70652.62931612442, 'α0': 7.637836696506647, 'β0': 301.41345074071927, 'bg0': -395.79187907942105, 'bg1': -11.971506087807938, 'bg2': -1838.917364752735}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",21317.083566538662,True
2480,430,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.210816495697523, 'norm': 0.4088162194802524, 'temp': 300.0, 'p1': -3.7578127246266124, 'cellulose': np.float64(0.022802630962724692), 'α': np.float64(0.9771973690372752), 'ext_l2': 15.669464532303001, 'ext_Gg2': 874.7221940098898, 'ext_L2': 91424.26194842873, 'α0': 62.979849861079416, 'β0': 4.751548756661882, 'bg0': 464.64087884908076, 'bg1': -589.5542780294782, 'bg2': -366.7292081178166}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",21986.93660658352,False
3890,450,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.201823195876761, 'norm': 0.39248508661058346, 'temp': 300.0, 'p1': -3.527831295586271, 'cellulose': np.float64(0.02853063546487743), 'α': np.float64(0.9714693645351226), 'ext_l2': 51.709950968289455, 'ext_Gg2': 967.3392107580553, 'ext_L2': 106147.31272128891, 'α0': 2.7534412873237746, 'β0': 3.2941934433760576, 'bg0': 376.5428573094541, 'bg1': -271.05172619083896, 'bg2': -707.7910589883104}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",171791.2131167017,False
3930,790,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.1776538600623396, 'norm': 0.38124015509149756, 'temp': 300.0, 'p1': -3.1792808243328903, 'cellulose': np.float64(0.039952910015284886), 'α': np.float64(0.9600470899847151), 'ext_l2': 79.22374210236171, 'ext_Gg2': 980.4842742145914, 'ext_L2': 84782.31242948503, 'α0': 17.475468209371567, 'β0': 2.356314557683345, 'bg0': 441.4228534719441, 'bg1': -267.75910072179977, 'bg2': -710.0722396428464}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",445545.3248192233,False
3670,840,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.1133008070876773, 'norm': 0.3636048220628709, 'temp': 300.0, 'p1': -3.612050751514392, 'cellulose': np.float64(0.026286778009805188), 'α': np.float64(0.9737132219901947), 'ext_l2': 114.96230468711843, 'ext_Gg2': 914.129648812072, 'ext_L2': 103962.20397709782, 'α0': 143.5803218195093, 'β0': 26.235877043829337, 'bg0': 463.6002251965692, 'bg1': -298.36153040791396, 'bg2': -642.8566962706391}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",275553.49063295237,False
2510,260,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.210696406507292, 'norm': 0.40227539405034685, 'temp': 300.0, 'p1': -3.489158405040074, 'cellulose': np.float64(0.02962228608894832), 'α': np.float64(0.9703777139110517), 'ext_l2': 79.75222286449201, 'ext_Gg2': 1078.0902938648296, 'ext_L2': 98015.6612229523, 'α0': 9.822266910755944, 'β0': 4.114938465270337, 'bg0': 381.03682337515056, 'bg1': -337.2849907997297, 'bg2': -759.8117347611114}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",30952.159768265778,False
3680,930,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2272430589330072, 'norm': 0.4905912038289677, 'temp': 300.0, 'p1': -2.076557718392703, 'cellulose': np.float64(0.11139625274914064), 'α': np.float64(0.8886037472508594), 'ext_l2': 9.714283363359, 'ext_Gg2': 693.9304591300544, 'ext_L2': 32609.159933840114, 'α0': 1545.6318794534352, 'β0': 1781.6329193634976, 'bg0': 2163.2688879016787, 'bg1': -1906.6336135859601, 'bg2': -1623.031348372111}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",198566.3557272112,False
3800,630,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.4451131797092842, 'norm': 0.5399099216418443, 'temp': 300.0, 'p1': -3.4519680785654927, 'cellulose': np.float64(0.030710221219522292), 'α': np.float64(0.9692897787804778), 'ext_l2': 0.11448651100531837, 'ext_Gg2': 520.3996297448066, 'ext_L2': 51466.05457147646, 'α0': 5.526425521864374, 'β0': 1.3833746817861974, 'bg0': 419.0162484605098, 'bg1': -1113.8571180794388, 'bg2': -467.25808291102294}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",108703.37461666096,False
2540,850,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.4228839765347239, 'norm': 0.5853972450162198, 'temp': 300.0, 'p1': -2.6791093456135755, 'cellulose': np.float64(0.06421737818107998), 'α': np.float64(0.93578262181892), 'ext_l2': 17.785572536229143, 'ext_Gg2': 363.84451808211816, 'ext_L2': 74696.7965945664, 'α0': 192.46349014311744, 'β0': 211.48231009649697, 'bg0': 2030.9445572755067, 'bg1': -927.0712205599993, 'bg2': -1347.542791429907}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",45280.66329588589,False
2560,450,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.1254814698030429, 'norm': 0.3724939434260309, 'temp': 300.0, 'p1': -3.3695342848895056, 'cellulose': np.float64(0.03326128063922916), 'α': np.float64(0.9667387193607709), 'ext_l2': 0.2103039759721037, 'ext_Gg2': 833.7452351267038, 'ext_L2': 94156.5738244845, 'α0': 9.272315782931644, 'β0': 9.93812195308642, 'bg0': -54.970951155992225, 'bg1': -442.2278502632398, 'bg2': -490.4837002882268}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",33792.6808262868,False
3560,740,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.246442313018128, 'norm': 0.43140151859352793, 'temp': 300.0, 'p1': -3.474260271702825, 'cellulose': np.float64(0.030053544217804224), 'α': np.float64(0.9699464557821958), 'ext_l2': 1.0884697373025887, 'ext_Gg2': 745.9019941055305, 'ext_L2': 79582.57355582881, 'α0': 11.447130522097101, 'β0': 4.534161213095656, 'bg0': 191.74079824017826, 'bg1': -582.141903784126, 'bg2': -1004.9349151883507}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",90520.0166319967,False
3590,920,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2507814170964515, 'norm': 0.443541026240737, 'temp': 300.0, 'p1': -3.2371814027332633, 'cellulose': np.float64(0.03779024733330803), 'α': np.float64(0.962209752666692), 'ext_l2': 0.37716686837885316, 'ext_Gg2': 779.7541971692773, 'ext_L2': 83454.01607220065, 'α0': 11.943205178439776, 'β0': 4.762565666341061, 'bg0': 269.23060268652625, 'bg1': -535.0735024246387, 'bg2': -700.3462409025524}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",79345.78806548055,False
2620,950,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2264987804908787, 'norm': 0.4243938257568749, 'temp': 300.0, 'p1': -3.4374737424812913, 'cellulose': np.float64(0.031144622836075445), 'α': np.float64(0.9688553771639244), 'ext_l2': 6.606281002483061, 'ext_Gg2': 797.8892435905266, 'ext_L2': 86364.82309863753, 'α0': 10.013366936522708, 'β0': 8.531407957808662, 'bg0': 202.06183405523188, 'bg1': -492.1522254690062, 'bg2': -779.5357032230822}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",57322.62585311102,False
2700,850,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2062485350429506, 'norm': 0.3961308540448629, 'temp': 300.0, 'p1': -3.4887587341908386, 'cellulose': np.float64(0.029633776710116546), 'α': np.float64(0.9703662232898834), 'ext_l2': 60.200535350751764, 'ext_Gg2': 1035.8923245492708, 'ext_L2': 106117.64876353774, 'α0': 6.437744912657891, 'β0': 5.087264061875973, 'bg0': 353.115069309948, 'bg1': -182.10826152318623, 'bg2': -797.0558313854272}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",66108.93403745796,False
3440,570,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2497163730624918, 'norm': 0.44933086947302525, 'temp': 300.0, 'p1': -3.196902708686583, 'cellulose': np.float64(0.03928244585780438), 'α': np.float64(0.9607175541421956), 'ext_l2': 62.54054550061616, 'ext_Gg2': 782.6495933279159, 'ext_L2': 83237.02854087838, 'α0': 7.078375616066486, 'β0': 5.015981108029242, 'bg0': 191.42639312776737, 'bg1': -588.5552651238395, 'bg2': -572.7575904099504}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",55495.50477624432,False
3090,790,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.8644768986043143, 'norm': 0.8639624279313609, 'temp': 300.0, 'p1': -3.803281953963525, 'cellulose': np.float64(0.021811139090345346), 'α': np.float64(0.9781888609096545), 'ext_l2': 8380.182602034904, 'ext_Gg2': 618.4298313956243, 'ext_L2': 27437.972515584, 'α0': 8080.578115938116, 'β0': 4.148690115120783, 'bg0': 769.0207553679356, 'bg1': -2372.632228923263, 'bg2': -3029.753845348372}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",32368.34330739679,False
3300,440,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2080352620451462, 'norm': 0.40800435954198844, 'temp': 300.0, 'p1': -3.488265015686734, 'cellulose': np.float64(0.02964797718729393), 'α': np.float64(0.9703520228127062), 'ext_l2': 67.33416319127883, 'ext_Gg2': 1051.8257598759008, 'ext_L2': 102724.62195330273, 'α0': 6.788429020855476, 'β0': 3.862413694296311, 'bg0': 378.473375448375, 'bg1': -274.4121843543835, 'bg2': -757.7730667513097}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",44102.7788777397,False
3250,850,xs0,None,"{'thickness': 1.0, 'norm': 1.0, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.418755730157186, 'norm': 0.5764897931502944, 'temp': 300.0, 'p1': -2.742651809198607, 'cellulose': np.float64(0.060502992376167464), 'α': np.float64(0.9394970076238325), 'ext_l2': 3.708705167705939, 'ext_Gg2': 565.8506552306342, 'ext_L2': 46692.950670126855, 'α0': 73.48683543762579, 'β0': 90.71093902690475, 'bg0': -398.34267062461004, 'bg1': -869.7098982953466, 'bg2': -638.790984160034}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",59806.308123541596,False
