 ,stack,counts,err
626,626,179394.000,423.549
627,627,177985.000,421.883
628,628,177605.000,421.432
629,629,174847.000,418.147
630,630,174595.000,417.846
631,631,173914.000,417.030
632,632,172250.000,415.030
633,633,170508.000,412.926
634,634,170491.000,412.906
635,635,167282.000,409.001
636,636,165704.000,407.068
637,637,165608.000,406.950
638,638,163760.000,404.673
639,639,161982.000,402.470
640,640,161856.000,402.313
641,641,159588.000,399.485
642,642,157848.000,397.301
643,643,156005.000,394.975
644,644,154896.000,393.568
645,645,154339.000,392.860
646,646,152928.000,391.060
647,647,151715.000,389.506
648,648,149685.000,386.891
649,649,148421.000,385.254
650,650,149706.000,386.919
651,651,152480.000,390.487
652,652,151745.000,389.545
653,653,151956.000,389.815
654,654,150672.000,388.165
655,655,152288.000,390.241
656,656,152131.000,390.040
657,657,150712.000,388.216
658,658,150055.000,387.369
659,659,148198.000,384.965
660,660,148012.000,384.723
661,661,146894.000,383.268
662,662,145957.000,382.043
663,663,145463.000,381.396
664,664,144373.000,379.964
665,665,143430.000,378.722
666,666,142392.000,377.349
667,667,141586.000,376.279
668,668,141096.000,375.627
669,669,140302.000,374.569
670,670,139706.000,373.773
671,671,139102.000,372.964
672,672,137562.000,370.894
673,673,137272.000,370.502
674,674,134968.000,367.380
675,675,135228.000,367.734
676,676,134290.000,366.456
677,677,134620.000,366.906
678,678,136072.000,368.879
679,679,138546.000,372.218
680,680,138040.000,371.537
681,681,139182.000,373.071
682,682,139445.000,373.423
683,683,139138.000,373.012
684,684,138274.000,371.852
685,685,138142.000,371.675
686,686,137623.000,370.976
687,687,135588.000,368.223
688,688,136384.000,369.302
689,689,134461.000,366.689
690,690,133828.000,365.825
691,691,131885.000,363.160
692,692,132037.000,363.369
693,693,132177.000,363.562
694,694,130573.000,361.349
695,695,129800.000,360.278
696,696,129949.000,360.484
697,697,128597.000,358.604
698,698,127703.000,357.356
699,699,127621.000,357.241
700,700,126592.000,355.798
701,701,126190.000,355.232
702,702,123985.000,352.115
703,703,123507.000,351.436
704,704,122815.000,350.450
705,705,122248.000,349.640
706,706,120835.000,347.613
707,707,120691.000,347.406
708,708,118908.000,344.830
709,709,118920.000,344.848
710,710,117310.000,342.505
711,711,116382.000,341.148
712,712,116551.000,341.396
713,713,116401.000,341.176
714,714,115067.000,339.215
715,715,114260.000,338.024
716,716,113409.000,336.763
717,717,111974.000,334.625
718,718,110986.000,333.146
719,719,110293.000,332.104
720,720,110368.000,332.217
721,721,108794.000,329.839
722,722,107729.000,328.221
723,723,107167.000,327.364
724,724,106761.000,326.743
725,725,106218.000,325.911
726,726,107005.000,327.116
727,727,105049.000,324.113
728,728,104481.000,323.235
729,729,104006.000,322.500
730,730,103627.000,321.911
731,731,102387.000,319.980
732,732,101244.000,318.189
733,733,101883.000,319.191
734,734,99395.000,315.270
735,735,99131.000,314.851
736,736,98806.000,314.334
737,737,99128.000,314.846
738,738,97037.000,311.508
739,739,95926.000,309.719
740,740,96643.000,310.875
741,741,96347.000,310.398
742,742,95072.000,308.337
743,743,94718.000,307.763
744,744,94771.000,307.849
745,745,92927.000,304.839
746,746,92152.000,303.565
747,747,91766.000,302.929
748,748,91993.000,303.303
749,749,90679.000,301.130
750,750,90959.000,301.594
751,751,89454.000,299.089
752,752,89815.000,299.692
753,753,88602.000,297.661
754,754,88049.000,296.731
755,755,87046.000,295.036
756,756,86019.000,293.290
757,757,85821.000,292.952
758,758,86496.000,294.102
759,759,85449.000,292.317
760,760,84361.000,290.450
761,761,84362.000,290.451
762,762,84387.000,290.494
763,763,82784.000,287.722
764,764,81835.000,286.068
765,765,81446.000,285.387
766,766,82147.000,286.613
767,767,81348.000,285.216
768,768,80507.000,283.738
769,769,80719.000,284.111
770,770,79372.000,281.730
771,771,78721.000,280.573
772,772,79298.000,281.599
773,773,78004.000,279.292
774,774,77440.000,278.280
775,775,76902.000,277.312
776,776,76709.000,276.964
777,777,75375.000,274.545
778,778,74985.000,273.834
779,779,74547.000,273.033
780,780,74262.000,272.511
781,781,73751.000,271.571
782,782,73158.000,270.477
783,783,73011.000,270.205
784,784,72350.000,268.980
785,785,72576.000,269.399
786,786,71182.000,266.800
787,787,71061.000,266.573
788,788,70858.000,266.192
789,789,71562.000,267.511
790,790,69581.000,263.782
791,791,69743.000,264.089
792,792,69186.000,263.032
793,793,68958.000,262.599
794,794,70313.000,265.166
795,795,69704.000,264.015
796,796,70497.000,265.513
797,797,71415.000,267.236
798,798,71171.000,266.779
799,799,71471.000,267.341
800,800,71158.000,266.755
801,801,71310.000,267.039
802,802,71131.000,266.704
803,803,70338.000,265.213
804,804,70168.000,264.892
805,805,69754.000,264.110
806,806,69578.000,263.776
807,807,68940.000,262.564
808,808,68468.000,261.664
809,809,68460.000,261.649
810,810,68868.000,262.427
811,811,67369.000,259.555
812,812,66686.000,258.236
813,813,66121.000,257.140
814,814,66381.000,257.645
815,815,66021.000,256.946
816,816,66161.000,257.218
817,817,66037.000,256.977
818,818,66472.000,257.822
819,819,65429.000,255.791
820,820,64958.000,254.869
821,821,64468.000,253.905
822,822,63786.000,252.559
823,823,63942.000,252.868
824,824,63099.000,251.195
825,825,63570.000,252.131
826,826,63317.000,251.629
827,827,62201.000,249.401
828,828,62504.000,250.008
829,829,62424.000,249.848
830,830,61791.000,248.578
831,831,61061.000,247.105
832,832,60507.000,245.982
833,833,60018.000,244.986
834,834,60276.000,245.512
835,835,59806.000,244.553
836,836,58825.000,242.539
837,837,58654.000,242.186
838,838,57607.000,240.015
839,839,58347.000,241.551
840,840,57351.000,239.481
841,841,57091.000,238.937
842,842,56272.000,237.217
843,843,57279.000,239.330
844,844,56170.000,237.002
845,845,55637.000,235.875
846,846,55369.000,235.306
847,847,55421.000,235.417
848,848,55062.000,234.653
849,849,54924.000,234.359
850,850,54698.000,233.876
851,851,54241.000,232.897
852,852,53796.000,231.940
853,853,54144.000,232.689
854,854,53648.000,231.620
855,855,52614.000,229.377
856,856,53415.000,231.117
857,857,52957.000,230.124
858,858,52806.000,229.796
859,859,52719.000,229.606
860,860,52079.000,228.208
861,861,51889.000,227.792
862,862,52266.000,228.618
863,863,51574.000,227.099
864,864,50603.000,224.951
865,865,51144.000,226.150
866,866,50076.000,223.777
867,867,49795.000,223.148
868,868,49906.000,223.397
869,869,50141.000,223.922
870,870,49911.000,223.408
871,871,48548.000,220.336
872,872,49068.000,221.513
873,873,48680.000,220.635
874,874,48570.000,220.386
875,875,47816.000,218.669
876,876,48126.000,219.376
877,877,47933.000,218.936
878,878,47279.000,217.437
879,879,46297.000,215.167
880,880,46955.000,216.691
881,881,47045.000,216.899
882,882,46346.000,215.281
883,883,45747.000,213.885
884,884,45413.000,213.103
885,885,45945.000,214.348
886,886,45649.000,213.656
887,887,45344.000,212.941
888,888,45145.000,212.474
889,889,45156.000,212.499
890,890,43849.000,209.402
891,891,44671.000,211.355
892,892,43756.000,209.179
893,893,43587.000,208.775
894,894,43113.000,207.637
895,895,42848.000,206.998
896,896,42146.000,205.295
897,897,42115.000,205.219
898,898,42164.000,205.339
899,899,41686.000,204.171
900,900,41377.000,203.413
901,901,42068.000,205.105
902,902,40705.000,201.755
903,903,40102.000,200.255
904,904,39738.000,199.344
905,905,40711.000,201.770
906,906,40218.000,200.544
907,907,39857.000,199.642
908,908,39218.000,198.035
909,909,38825.000,197.041
910,910,38766.000,196.891
911,911,38456.000,196.102
912,912,38151.000,195.323
913,913,38019.000,194.985
914,914,37966.000,194.849
915,915,36511.000,191.079
916,916,36485.000,191.010
917,917,35718.000,188.992
918,918,35343.000,187.997
919,919,36507.000,191.068
920,920,36921.000,192.148
921,921,38248.000,195.571
922,922,38997.000,197.477
923,923,39662.000,199.153
924,924,39260.000,198.141
925,925,39501.000,198.749
926,926,38991.000,197.461
927,927,39428.000,198.565
928,928,39325.000,198.305
929,929,38871.000,197.157
930,930,38947.000,197.350
931,931,38943.000,197.340
932,932,38528.000,196.286
933,933,38965.000,197.396
934,934,38639.000,196.568
935,935,38551.000,196.344
936,936,38444.000,196.071
937,937,38215.000,195.487
938,938,38066.000,195.105
939,939,37763.000,194.327
940,940,37148.000,192.738
941,941,37239.000,192.974
942,942,37527.000,193.719
943,943,37089.000,192.585
944,944,36704.000,191.583
945,945,36972.000,192.281
946,946,36488.000,191.018
947,947,36518.000,191.097
948,948,35483.000,188.369
949,949,36052.000,189.874
950,950,35707.000,188.963
951,951,35541.000,188.523
952,952,35352.000,188.021
953,953,35075.000,187.283
954,954,34919.000,186.866
955,955,35254.000,187.760
956,956,34701.000,186.282
957,957,35092.000,187.329
958,958,34276.000,185.138
959,959,34028.000,184.467
960,960,34468.000,185.656
961,961,34295.000,185.189
962,962,33877.000,184.057
963,963,33335.000,182.579
964,964,33397.000,182.748
965,965,33558.000,183.188
966,966,32946.000,181.510
967,967,32675.000,180.762
968,968,32657.000,180.712
969,969,32493.000,180.258
970,970,32767.000,181.017
971,971,32102.000,179.170
972,972,32099.000,179.162
973,973,32643.000,180.674
974,974,32331.000,179.808
975,975,31700.000,178.045
976,976,31434.000,177.296
977,977,31332.000,177.008
978,978,31179.000,176.576
979,979,30823.000,175.565
980,980,30750.000,175.357
981,981,30540.000,174.757
982,982,30391.000,174.330
983,983,30500.000,174.642
984,984,30365.000,174.256
985,985,30354.000,174.224
986,986,29720.000,172.395
987,987,30109.000,173.519
988,988,29382.000,171.412
989,989,29683.000,172.288
990,990,29685.000,172.293
991,991,29491.000,171.729
992,992,29070.000,170.499
993,993,29185.000,170.836
994,994,28494.000,168.802
995,995,28767.000,169.608
996,996,28611.000,169.148
997,997,28492.000,168.796
998,998,28114.000,167.672
999,999,28252.000,168.083
1000,1000,27914.000,167.075
1001,1001,28348.000,168.369
1002,1002,27491.000,165.804
1003,1003,27468.000,165.735
1004,1004,27148.000,164.767
1005,1005,27011.000,164.350
1006,1006,27003.000,164.326
1007,1007,26180.000,161.802
1008,1008,27002.000,164.323
1009,1009,26389.000,162.447
1010,1010,26555.000,162.957
1011,1011,26747.000,163.545
1012,1012,26262.000,162.056
1013,1013,26739.000,163.521
1014,1014,25876.000,160.860
1015,1015,26440.000,162.604
1016,1016,26034.000,161.351
1017,1017,26110.000,161.586
1018,1018,25673.000,160.228
1019,1019,25624.000,160.075
1020,1020,25744.000,160.449
1021,1021,25749.000,160.465
1022,1022,24989.000,158.079
1023,1023,25226.000,158.827
1024,1024,25167.000,158.641
1025,1025,25196.000,158.732
1026,1026,24386.000,156.160
1027,1027,24681.000,157.102
1028,1028,24211.000,155.599
1029,1029,24261.000,155.759
1030,1030,23829.000,154.366
1031,1031,24286.000,155.840
1032,1032,23851.000,154.438
1033,1033,23621.000,153.691
1034,1034,23851.000,154.438
1035,1035,23719.000,154.010
1036,1036,23295.000,152.627
1037,1037,23837.000,154.392
1038,1038,23430.000,153.069
1039,1039,23359.000,152.837
1040,1040,23124.000,152.066
1041,1041,22899.000,151.324
1042,1042,22930.000,151.427
1043,1043,22827.000,151.086
1044,1044,22746.000,150.818
1045,1045,22169.000,148.893
1046,1046,22301.000,149.335
1047,1047,21877.000,147.909
1048,1048,21611.000,147.007
1049,1049,21928.000,148.081
1050,1050,21915.000,148.037
1051,1051,21483.000,146.571
1052,1052,21512.000,146.670
1053,1053,21331.000,146.051
1054,1054,21115.000,145.310
1055,1055,20894.000,144.548
1056,1056,20707.000,143.899
1057,1057,20206.000,142.148
1058,1058,19494.000,139.621
1059,1059,18052.000,134.358
1060,1060,16705.000,129.248
1061,1061,16753.000,129.433
1062,1062,18228.000,135.011
1063,1063,18665.000,136.620
1064,1064,19285.000,138.870
1065,1065,20355.000,142.671
1066,1066,20713.000,143.920
1067,1067,21243.000,145.750
1068,1068,21308.000,145.973
1069,1069,22417.000,149.723
1070,1070,22096.000,148.647
1071,1071,22150.000,148.829
1072,1072,22203.000,149.007
1073,1073,21856.000,147.838
1074,1074,21737.000,147.435
1075,1075,21598.000,146.963
1076,1076,21988.000,148.284
1077,1077,21253.000,145.784
1078,1078,21213.000,145.647
1079,1079,20707.000,143.899
1080,1080,20771.000,144.121
1081,1081,20775.000,144.135
1082,1082,20747.000,144.038
1083,1083,20614.000,143.576
1084,1084,20409.000,142.860
1085,1085,20505.000,143.196
1086,1086,20175.000,142.039
1087,1087,20784.000,144.167
1088,1088,20402.000,142.836
1089,1089,20569.000,143.419
1090,1090,19721.000,140.431
1091,1091,20149.000,141.947
1092,1092,19939.000,141.206
1093,1093,20055.000,141.616
1094,1094,19776.000,140.627
1095,1095,19414.000,139.334
1096,1096,19784.000,140.656
1097,1097,19453.000,139.474
1098,1098,19643.000,140.153
1099,1099,19576.000,139.914
1100,1100,18887.000,137.430
1101,1101,19036.000,137.971
1102,1102,19163.000,138.430
1103,1103,19096.000,138.188
1104,1104,18959.000,137.692
1105,1105,19031.000,137.953
1106,1106,19169.000,138.452
1107,1107,18518.000,136.081
1108,1108,18563.000,136.246
1109,1109,18474.000,135.919
1110,1110,18315.000,135.333
1111,1111,18330.000,135.388
1112,1112,18350.000,135.462
1113,1113,17999.000,134.160
1114,1114,18448.000,135.823
1115,1115,18061.000,134.391
1116,1116,18357.000,135.488
1117,1117,17696.000,133.026
1118,1118,18075.000,134.443
1119,1119,17549.000,132.473
1120,1120,17486.000,132.235
1121,1121,17859.000,133.638
1122,1122,17734.000,133.169
1123,1123,18242.000,135.063
1124,1124,18832.000,137.230
1125,1125,19119.000,138.271
1126,1126,19251.000,138.748
1127,1127,19059.000,138.054
1128,1128,18893.000,137.452
1129,1129,19282.000,138.860
1130,1130,19135.000,138.329
1131,1131,19356.000,139.126
1132,1132,19059.000,138.054
1133,1133,19042.000,137.993
1134,1134,19155.000,138.402
1135,1135,18704.000,136.763
1136,1136,19170.000,138.456
1137,1137,18955.000,137.677
1138,1138,19066.000,138.080
1139,1139,18501.000,136.018
1140,1140,18660.000,136.602
1141,1141,18712.000,136.792
1142,1142,18093.000,134.510
1143,1143,18167.000,134.785
1144,1144,18195.000,134.889
1145,1145,18228.000,135.011
1146,1146,17905.000,133.810
1147,1147,17911.000,133.832
1148,1148,18273.000,135.178
1149,1149,17757.000,133.255
1150,1150,18105.000,134.555
1151,1151,18165.000,134.778
1152,1152,18144.000,134.700
1153,1153,17855.000,133.623
1154,1154,17981.000,134.093
1155,1155,17519.000,132.359
1156,1156,17616.000,132.725
1157,1157,17390.000,131.871
1158,1158,17507.000,132.314
1159,1159,17237.000,131.290
1160,1160,17178.000,131.065
1161,1161,16985.000,130.327
1162,1162,17497.000,132.276
1163,1163,17248.000,131.332
1164,1164,17144.000,130.935
1165,1165,16587.000,128.791
1166,1166,16467.000,128.324
1167,1167,16884.000,129.938
1168,1168,16800.000,129.615
1169,1169,17102.000,130.775
1170,1170,16585.000,128.783
1171,1171,16635.000,128.977
1172,1172,16372.000,127.953
1173,1173,16619.000,128.915
1174,1174,16329.000,127.785
1175,1175,16242.000,127.444
1176,1176,16159.000,127.118
1177,1177,16657.000,129.062
1178,1178,15845.000,125.877
1179,1179,15512.000,124.547
1180,1180,16067.000,126.756
1181,1181,15768.000,125.571
1182,1182,15788.000,125.650
1183,1183,15469.000,124.374
1184,1184,15264.000,123.548
1185,1185,15391.000,124.060
1186,1186,15994.000,126.467
1187,1187,15701.000,125.304
1188,1188,15250.000,123.491
1189,1189,15232.000,123.418
1190,1190,15307.000,123.721
1191,1191,14915.000,122.127
1192,1192,15314.000,123.750
1193,1193,15228.000,123.402
1194,1194,15204.000,123.305
1195,1195,15052.000,122.687
1196,1196,14714.000,121.301
1197,1197,14738.000,121.400
1198,1198,14886.000,122.008
1199,1199,14691.000,121.206
1200,1200,14830.000,121.778
1201,1201,14396.000,119.983
1202,1202,14316.000,119.649
1203,1203,15071.000,122.764
1204,1204,14336.000,119.733
1205,1205,14545.000,120.603
1206,1206,14248.000,119.365
1207,1207,14280.000,119.499
1208,1208,14172.000,119.046
1209,1209,13980.000,118.237
1210,1210,14212.000,119.214
1211,1211,14392.000,119.967
1212,1212,14010.000,118.364
1213,1213,13769.000,117.341
1214,1214,13528.000,116.310
1215,1215,14191.000,119.126
1216,1216,14046.000,118.516
1217,1217,13964.000,118.169
1218,1218,13720.000,117.132
1219,1219,13674.000,116.936
1220,1220,13522.000,116.284
1221,1221,13687.000,116.991
1222,1222,13248.000,115.100
1223,1223,13440.000,115.931
1224,1224,13292.000,115.291
1225,1225,12974.000,113.903
1226,1226,13235.000,115.043
1227,1227,13468.000,116.052
1228,1228,13315.000,115.391
1229,1229,13018.000,114.096
1230,1230,13008.000,114.053
1231,1231,13054.000,114.254
1232,1232,13155.000,114.695
1233,1233,13011.000,114.066
1234,1234,13231.000,115.026
1235,1235,12692.000,112.659
1236,1236,12817.000,113.212
1237,1237,12630.000,112.383
1238,1238,12597.000,112.236
1239,1239,12546.000,112.009
1240,1240,12563.000,112.085
1241,1241,12452.000,111.589
1242,1242,12513.000,111.862
1243,1243,12283.000,110.829
1244,1244,12117.000,110.077
1245,1245,12177.000,110.349
1246,1246,12156.000,110.254
1247,1247,12126.000,110.118
1248,1248,12044.000,109.745
1249,1249,12133.000,110.150
1250,1250,11782.000,108.545
1251,1251,11816.000,108.701
1252,1252,11838.000,108.803
1253,1253,11820.000,108.720
1254,1254,11804.000,108.646
1255,1255,12042.000,109.736
1256,1256,11822.000,108.729
1257,1257,11895.000,109.064
1258,1258,11995.000,109.522
1259,1259,11633.000,107.856
1260,1260,11975.000,109.430
1261,1261,12028.000,109.672
1262,1262,12069.000,109.859
1263,1263,11662.000,107.991
1264,1264,11639.000,107.884
1265,1265,11671.000,108.032
1266,1266,11547.000,107.457
1267,1267,11834.000,108.784
1268,1268,11783.000,108.550
1269,1269,11520.000,107.331
1270,1270,11342.000,106.499
1271,1271,11574.000,107.583
1272,1272,11350.000,106.536
1273,1273,11313.000,106.363
1274,1274,11177.000,105.721
1275,1275,11005.000,104.905
1276,1276,11264.000,106.132
1277,1277,11238.000,106.009
1278,1278,11156.000,105.622
1279,1279,10998.000,104.871
1280,1280,11327.000,106.428
1281,1281,11007.000,104.914
1282,1282,10947.000,104.628
1283,1283,11144.000,105.565
1284,1284,10987.000,104.819
1285,1285,11148.000,105.584
1286,1286,10984.000,104.805
1287,1287,11095.000,105.333
1288,1288,10994.000,104.852
1289,1289,10972.000,104.747
1290,1290,10781.000,103.832
1291,1291,10753.000,103.697
1292,1292,10716.000,103.518
1293,1293,10706.000,103.470
1294,1294,10815.000,103.995
1295,1295,11090.000,105.309
1296,1296,10942.000,104.604
1297,1297,11602.000,107.713
1298,1298,11848.000,108.849
1299,1299,11882.000,109.005
1300,1300,11882.000,109.005
1301,1301,12175.000,110.340
1302,1302,12215.000,110.521
1303,1303,12191.000,110.413
1304,1304,12344.000,111.104
1305,1305,12154.000,110.245
1306,1306,12253.000,110.693
1307,1307,12480.000,111.714
1308,1308,12338.000,111.077
1309,1309,12184.000,110.381
1310,1310,11988.000,109.490
1311,1311,11654.000,107.954
1312,1312,12125.000,110.114
1313,1313,12065.000,109.841
1314,1314,12174.000,110.336
1315,1315,12075.000,109.886
1316,1316,11589.000,107.652
1317,1317,12020.000,109.636
1318,1318,11884.000,109.014
1319,1319,12031.000,109.686
1320,1320,11954.000,109.334
1321,1321,11936.000,109.252
1322,1322,11367.000,106.616
1323,1323,12005.000,109.567
1324,1324,11810.000,108.674
1325,1325,11629.000,107.838
1326,1326,11549.000,107.466
1327,1327,11203.000,105.844
1328,1328,11363.000,106.597
1329,1329,11269.000,106.156
1330,1330,11381.000,106.682
1331,1331,11031.000,105.029
1332,1332,11233.000,105.986
1333,1333,11444.000,106.977
1334,1334,10935.000,104.571
1335,1335,11180.000,105.736
1336,1336,11237.000,106.005
1337,1337,11027.000,105.010
1338,1338,10860.000,104.211
1339,1339,11294.000,106.273
1340,1340,10891.000,104.360
1341,1341,10934.000,104.566
1342,1342,11073.000,105.228
1343,1343,10700.000,103.441
1344,1344,10972.000,104.747
1345,1345,10758.000,103.721
1346,1346,10719.000,103.533
1347,1347,10885.000,104.331
1348,1348,10778.000,103.817
1349,1349,10760.000,103.730
1350,1350,10664.000,103.267
1351,1351,10471.000,102.328
1352,1352,10550.000,102.713
1353,1353,10576.000,102.840
1354,1354,10487.000,102.406
1355,1355,10201.000,101.000
1356,1356,10512.000,102.528
1357,1357,10162.000,100.807
1358,1358,10249.000,101.237
1359,1359,10174.000,100.866
1360,1360,10277.000,101.376
1361,1361,9972.000,99.860
1362,1362,10365.000,101.809
1363,1363,10282.000,101.400
1364,1364,9983.000,99.915
1365,1365,9967.000,99.835
1366,1366,10046.000,100.230
1367,1367,10181.000,100.901
1368,1368,10133.000,100.663
1369,1369,10028.000,100.140
1370,1370,9865.000,99.323
1371,1371,9838.000,99.187
1372,1372,9762.000,98.803
1373,1373,9783.000,98.909
1374,1374,10075.000,100.374
1375,1375,9817.000,99.081
1376,1376,9848.000,99.237
1377,1377,9691.000,98.443
1378,1378,9594.000,97.949
1379,1379,9701.000,98.494
1380,1380,9617.000,98.066
1381,1381,9601.000,97.985
1382,1382,9425.000,97.082
1383,1383,9369.000,96.794
1384,1384,9539.000,97.668
1385,1385,9571.000,97.831
1386,1386,9459.000,97.257
1387,1387,9589.000,97.923
1388,1388,9395.000,96.928
1389,1389,9221.000,96.026
1390,1390,9000.000,94.868
1391,1391,9283.000,96.348
1392,1392,9194.000,95.885
1393,1393,9144.000,95.624
1394,1394,9228.000,96.062
1395,1395,9246.000,96.156
1396,1396,8975.000,94.736
1397,1397,8954.000,94.626
1398,1398,9112.000,95.457
1399,1399,8866.000,94.159
1400,1400,8737.000,93.472
1401,1401,8941.000,94.557
1402,1402,8913.000,94.409
1403,1403,8944.000,94.573
1404,1404,9002.000,94.879
1405,1405,8936.000,94.530
1406,1406,9005.000,94.895
1407,1407,9040.000,95.079
1408,1408,8767.000,93.632
1409,1409,8558.000,92.509
1410,1410,8676.000,93.145
1411,1411,8704.000,93.295
1412,1412,8471.000,92.038
1413,1413,8658.000,93.048
1414,1414,8528.000,92.347
1415,1415,8459.000,91.973
1416,1416,8423.000,91.777
1417,1417,8485.000,92.114
1418,1418,8404.000,91.673
1419,1419,8339.000,91.318
1420,1420,8340.000,91.324
1421,1421,8154.000,90.300
1422,1422,8222.000,90.675
1423,1423,8234.000,90.741
1424,1424,8323.000,91.230
1425,1425,8484.000,92.109
1426,1426,8377.000,91.526
1427,1427,8385.000,91.570
1428,1428,8249.000,90.824
1429,1429,8025.000,89.582
1430,1430,8173.000,90.405
1431,1431,8256.000,90.863
1432,1432,8095.000,89.972
1433,1433,8018.000,89.543
1434,1434,8464.000,92.000
1435,1435,8104.000,90.022
1436,1436,7804.000,88.340
1437,1437,7869.000,88.707
1438,1438,7877.000,88.752
1439,1439,7843.000,88.561
1440,1440,7612.000,87.247
1441,1441,7819.000,88.425
1442,1442,7778.000,88.193
1443,1443,7717.000,87.846
1444,1444,7843.000,88.561
1445,1445,7697.000,87.733
1446,1446,7810.000,88.374
1447,1447,7573.000,87.023
1448,1448,7584.000,87.086
1449,1449,7464.000,86.394
1450,1450,7669.000,87.573
1451,1451,7432.000,86.209
1452,1452,7231.000,85.035
1453,1453,7396.000,86.000
1454,1454,7466.000,86.406
1455,1455,7456.000,86.348
1456,1456,7443.000,86.273
1457,1457,7489.000,86.539
1458,1458,7397.000,86.006
1459,1459,7242.000,85.100
1460,1460,7122.000,84.392
1461,1461,7379.000,85.901
1462,1462,7508.000,86.649
1463,1463,7330.000,85.615
1464,1464,7356.000,85.767
1465,1465,7191.000,84.800
1466,1466,7145.000,84.528
1467,1467,7309.000,85.493
1468,1468,6954.000,83.391
1469,1469,7189.000,84.788
1470,1470,7010.000,83.726
1471,1471,7128.000,84.427
1472,1472,7059.000,84.018
1473,1473,6936.000,83.283
1474,1474,6931.000,83.253
1475,1475,6788.000,82.389
1476,1476,6954.000,83.391
1477,1477,6822.000,82.595
1478,1478,6633.000,81.443
1479,1479,7234.000,85.053
1480,1480,7146.000,84.534
1481,1481,6850.000,82.765
1482,1482,6891.000,83.012
1483,1483,6951.000,83.373
1484,1484,6698.000,81.841
1485,1485,6748.000,82.146
1486,1486,6808.000,82.511
1487,1487,6606.000,81.277
1488,1488,6781.000,82.347
1489,1489,6388.000,79.925
1490,1490,6403.000,80.019
1491,1491,6802.000,82.474
1492,1492,6521.000,80.753
1493,1493,6482.000,80.511
1494,1494,6612.000,81.314
1495,1495,6575.000,81.086
1496,1496,6778.000,82.329
1497,1497,6565.000,81.025
1498,1498,6378.000,79.862
1499,1499,6303.000,79.391
1500,1500,6277.000,79.228
1501,1501,6530.000,80.808
1502,1502,6472.000,80.449
1503,1503,6330.000,79.561
1504,1504,6306.000,79.410
1505,1505,6229.000,78.924
1506,1506,6236.000,78.968
1507,1507,6271.000,79.190
1508,1508,6326.000,79.536
1509,1509,6125.000,78.262
1510,1510,6242.000,79.006
1511,1511,6221.000,78.873
1512,1512,6235.000,78.962
1513,1513,6103.000,78.122
1514,1514,6040.000,77.717
1515,1515,6001.000,77.466
1516,1516,5908.000,76.864
1517,1517,6249.000,79.051
1518,1518,5985.000,77.363
1519,1519,6077.000,77.955
1520,1520,5972.000,77.279
1521,1521,5822.000,76.302
1522,1522,5951.000,77.143
1523,1523,5789.000,76.085
1524,1524,6011.000,77.531
1525,1525,6109.000,78.160
1526,1526,5802.000,76.171
1527,1527,5663.000,75.253
1528,1528,5885.000,76.714
1529,1529,5753.000,75.849
1530,1530,5657.000,75.213
1531,1531,5917.000,76.922
1532,1532,5754.000,75.855
1533,1533,5775.000,75.993
1534,1534,5615.000,74.933
1535,1535,5853.000,76.505
1536,1536,5663.000,75.253
1537,1537,5664.000,75.260
1538,1538,5770.000,75.961
1539,1539,5555.000,74.532
1540,1540,5720.000,75.631
1541,1541,5735.000,75.730
1542,1542,5556.000,74.539
1543,1543,5670.000,75.299
1544,1544,5722.000,75.644
1545,1545,5493.000,74.115
1546,1546,5326.000,72.979
1547,1547,5632.000,75.047
1548,1548,5581.000,74.706
1549,1549,5503.000,74.182
1550,1550,5235.000,72.353
1551,1551,5538.000,74.418
1552,1552,5521.000,74.303
1553,1553,5360.000,73.212
1554,1554,5359.000,73.205
1555,1555,5339.000,73.068
1556,1556,5361.000,73.219
1557,1557,5490.000,74.095
1558,1558,5398.000,73.471
1559,1559,5339.000,73.068
1560,1560,5257.000,72.505
1561,1561,5216.000,72.222
1562,1562,5299.000,72.794
1563,1563,5235.000,72.353
1564,1564,5113.000,71.505
1565,1565,5293.000,72.753
1566,1566,5355.000,73.178
1567,1567,5209.000,72.173
1568,1568,5144.000,71.722
1569,1569,5086.000,71.316
1570,1570,5554.000,74.525
1571,1571,5348.000,73.130
1572,1572,5222.000,72.263
1573,1573,5036.000,70.965
1574,1574,4908.000,70.057
1575,1575,5306.000,72.842
1576,1576,4887.000,69.907
1577,1577,5155.000,71.798
1578,1578,5183.000,71.993
1579,1579,5015.000,70.817
1580,1580,5183.000,71.993
1581,1581,4899.000,69.993
1582,1582,5275.000,72.629
1583,1583,4933.000,70.235
1584,1584,5111.000,71.491
1585,1585,4732.000,68.790
1586,1586,4819.000,69.419
1587,1587,4802.000,69.296
1588,1588,4795.000,69.246
1589,1589,4820.000,69.426
1590,1590,4798.000,69.268
1591,1591,4869.000,69.778
1592,1592,4887.000,69.907
1593,1593,4758.000,68.978
1594,1594,4761.000,69.000
1595,1595,4852.000,69.656
1596,1596,4931.000,70.221
1597,1597,4801.000,69.289
1598,1598,4813.000,69.376
1599,1599,4645.000,68.154
1600,1600,4673.000,68.359
1601,1601,4788.000,69.195
1602,1602,4873.000,69.807
1603,1603,4650.000,68.191
1604,1604,4759.000,68.986
1605,1605,4758.000,68.978
1606,1606,4887.000,69.907
1607,1607,4769.000,69.058
