 ,stack,counts,err
1608,1608,4722.000,68.717
1609,1609,4703.000,68.578
1610,1610,4686.000,68.454
1611,1611,4724.000,68.731
1612,1612,4631.000,68.051
1613,1613,4514.000,67.186
1614,1614,4269.000,65.338
1615,1615,4492.000,67.022
1616,1616,4642.000,68.132
1617,1617,4319.000,65.719
1618,1618,4516.000,67.201
1619,1619,4360.000,66.030
1620,1620,4292.000,65.513
1621,1621,4384.000,66.212
1622,1622,4363.000,66.053
1623,1623,4522.000,67.246
1624,1624,4464.000,66.813
1625,1625,4354.000,65.985
1626,1626,4253.000,65.215
1627,1627,4425.000,66.521
1628,1628,4150.000,64.420
1629,1629,4330.000,65.803
1630,1630,4293.000,65.521
1631,1631,4460.000,66.783
1632,1632,4227.000,65.015
1633,1633,4409.000,66.400
1634,1634,4180.000,64.653
1635,1635,4377.000,66.159
1636,1636,4330.000,65.803
1637,1637,4455.000,66.746
1638,1638,4044.000,63.592
1639,1639,4046.000,63.608
1640,1640,4142.000,64.358
1641,1641,4209.000,64.877
1642,1642,4395.000,66.295
1643,1643,4055.000,63.679
1644,1644,4269.000,65.338
1645,1645,4121.000,64.195
1646,1646,4070.000,63.797
1647,1647,4123.000,64.211
1648,1648,4222.000,64.977
1649,1649,4062.000,63.734
1650,1650,4005.000,63.285
1651,1651,4186.000,64.699
1652,1652,4012.000,63.340
1653,1653,4075.000,63.836
1654,1654,4026.000,63.451
1655,1655,4052.000,63.655
1656,1656,3994.000,63.198
1657,1657,4108.000,64.094
1658,1658,3966.000,62.976
1659,1659,3896.000,62.418
1660,1660,4037.000,63.537
1661,1661,3740.000,61.156
1662,1662,3844.000,62.000
1663,1663,3847.000,62.024
1664,1664,3997.000,63.222
1665,1665,3963.000,62.952
1666,1666,4085.000,63.914
1667,1667,3838.000,61.952
1668,1668,3789.000,61.555
1669,1669,3810.000,61.725
1670,1670,3863.000,62.153
1671,1671,3929.000,62.682
1672,1672,3805.000,61.685
1673,1673,3848.000,62.032
1674,1674,3872.000,62.225
1675,1675,3812.000,61.741
1676,1676,3848.000,62.032
1677,1677,3768.000,61.384
1678,1678,3585.000,59.875
1679,1679,3728.000,61.057
1680,1680,3778.000,61.465
1681,1681,3698.000,60.811
1682,1682,3633.000,60.274
1683,1683,3609.000,60.075
1684,1684,3573.000,59.775
1685,1685,3748.000,61.221
1686,1686,3709.000,60.902
1687,1687,3741.000,61.164
1688,1688,3588.000,59.900
1689,1689,3913.000,62.554
1690,1690,3682.000,60.679
1691,1691,3697.000,60.803
1692,1692,3639.000,60.324
1693,1693,3569.000,59.741
1694,1694,3465.000,58.864
1695,1695,3531.000,59.422
1696,1696,3722.000,61.008
1697,1697,3533.000,59.439
1698,1698,3688.000,60.729
1699,1699,3664.000,60.531
1700,1700,3673.000,60.605
1701,1701,3472.000,58.924
1702,1702,3302.000,57.463
1703,1703,3557.000,59.641
1704,1704,3499.000,59.152
1705,1705,3542.000,59.515
1706,1706,3509.000,59.237
1707,1707,3440.000,58.652
1708,1708,3456.000,58.788
1709,1709,3453.000,58.762
1710,1710,3236.000,56.886
1711,1711,3395.000,58.267
1712,1712,3394.000,58.258
1713,1713,3368.000,58.034
1714,1714,3357.000,57.940
1715,1715,3373.000,58.078
1716,1716,3287.000,57.332
1717,1717,3370.000,58.052
1718,1718,3344.000,57.827
1719,1719,3427.000,58.541
1720,1720,3222.000,56.763
1721,1721,3330.000,57.706
1722,1722,3450.000,58.737
1723,1723,3383.000,58.164
1724,1724,3340.000,57.793
1725,1725,3188.000,56.462
1726,1726,3143.000,56.062
1727,1727,3266.000,57.149
1728,1728,3098.000,55.660
1729,1729,3043.000,55.163
1730,1730,3232.000,56.851
1731,1731,3161.000,56.223
1732,1732,3277.000,57.245
1733,1733,3253.000,57.035
1734,1734,3356.000,57.931
1735,1735,3220.000,56.745
1736,1736,3176.000,56.356
1737,1737,3298.000,57.428
1738,1738,3244.000,56.956
1739,1739,3207.000,56.630
1740,1740,3039.000,55.127
1741,1741,3046.000,55.191
1742,1742,3134.000,55.982
1743,1743,3081.000,55.507
1744,1744,3320.000,57.619
1745,1745,3182.000,56.409
1746,1746,3100.000,55.678
1747,1747,3054.000,55.263
1748,1748,3134.000,55.982
1749,1749,3187.000,56.454
1750,1750,3163.000,56.241
1751,1751,2958.000,54.387
1752,1752,2898.000,53.833
1753,1753,2957.000,54.378
1754,1754,3026.000,55.009
1755,1755,2964.000,54.443
1756,1756,3114.000,55.803
1757,1757,3094.000,55.624
1758,1758,2957.000,54.378
1759,1759,3014.000,54.900
1760,1760,3176.000,56.356
1761,1761,2955.000,54.360
1762,1762,3050.000,55.227
1763,1763,3067.000,55.381
1764,1764,3016.000,54.918
1765,1765,2967.000,54.470
1766,1766,2951.000,54.323
1767,1767,2894.000,53.796
1768,1768,2713.000,52.086
1769,1769,2908.000,53.926
1770,1770,2884.000,53.703
1771,1771,2833.000,53.226
1772,1772,2886.000,53.722
1773,1773,2850.000,53.385
1774,1774,2946.000,54.277
1775,1775,2960.000,54.406
1776,1776,2941.000,54.231
1777,1777,2867.000,53.544
1778,1778,2923.000,54.065
1779,1779,2770.000,52.631
1780,1780,2732.000,52.269
1781,1781,2710.000,52.058
1782,1782,2903.000,53.879
1783,1783,2794.000,52.858
1784,1784,2907.000,53.917
1785,1785,2808.000,52.991
1786,1786,2757.000,52.507
1787,1787,2941.000,54.231
1788,1788,2703.000,51.990
1789,1789,2727.000,52.221
1790,1790,2628.000,51.264
1791,1791,2671.000,51.682
1792,1792,2702.000,51.981
1793,1793,2709.000,52.048
1794,1794,2649.000,51.468
1795,1795,2769.000,52.621
1796,1796,2803.000,52.943
1797,1797,2751.000,52.450
1798,1798,2605.000,51.039
1799,1799,2717.000,52.125
1800,1800,2576.000,50.754
1801,1801,2721.000,52.163
1802,1802,2521.000,50.210
1803,1803,2679.000,51.759
1804,1804,2636.000,51.342
1805,1805,2556.000,50.557
1806,1806,2594.000,50.931
1807,1807,2706.000,52.019
1808,1808,2825.000,53.151
1809,1809,2536.000,50.359
1810,1810,2588.000,50.872
1811,1811,2699.000,51.952
1812,1812,2781.000,52.735
1813,1813,2562.000,50.616
1814,1814,2535.000,50.349
1815,1815,2510.000,50.100
1816,1816,2493.000,49.930
1817,1817,2762.000,52.555
1818,1818,2464.000,49.639
1819,1819,2582.000,50.813
1820,1820,2544.000,50.438
1821,1821,2565.000,50.646
1822,1822,2485.000,49.850
1823,1823,2651.000,51.488
1824,1824,2495.000,49.950
1825,1825,2538.000,50.379
1826,1826,2596.000,50.951
1827,1827,2513.000,50.130
1828,1828,2350.000,48.477
1829,1829,2406.000,49.051
1830,1830,2421.000,49.204
1831,1831,2380.000,48.785
1832,1832,2503.000,50.030
1833,1833,2504.000,50.040
1834,1834,2407.000,49.061
1835,1835,2413.000,49.122
1836,1836,2410.000,49.092
1837,1837,2407.000,49.061
1838,1838,2492.000,49.920
1839,1839,2517.000,50.170
1840,1840,2439.000,49.386
1841,1841,2376.000,48.744
1842,1842,2245.000,47.381
1843,1843,2384.000,48.826
1844,1844,2395.000,48.939
1845,1845,2309.000,48.052
1846,1846,2316.000,48.125
1847,1847,2362.000,48.600
1848,1848,2467.000,49.669
1849,1849,2216.000,47.074
1850,1850,2462.000,49.619
1851,1851,2255.000,47.487
1852,1852,2282.000,47.770
1853,1853,2173.000,46.615
1854,1854,2249.000,47.424
1855,1855,2154.000,46.411
1856,1856,2346.000,48.436
1857,1857,2225.000,47.170
1858,1858,2151.000,46.379
1859,1859,2273.000,47.676
1860,1860,2264.000,47.582
1861,1861,2207.000,46.979
1862,1862,2173.000,46.615
1863,1863,2274.000,47.686
1864,1864,2186.000,46.755
1865,1865,2192.000,46.819
1866,1866,2250.000,47.434
1867,1867,2204.000,46.947
1868,1868,2398.000,48.969
1869,1869,2357.000,48.549
1870,1870,2349.000,48.466
1871,1871,2270.000,47.645
1872,1872,2326.000,48.229
1873,1873,2161.000,46.487
1874,1874,2160.000,46.476
1875,1875,2341.000,48.384
1876,1876,2269.000,47.634
1877,1877,2103.000,45.858
1878,1878,2193.000,46.829
1879,1879,2175.000,46.637
1880,1880,2099.000,45.815
1881,1881,2206.000,46.968
1882,1882,2195.000,46.851
1883,1883,1979.000,44.486
1884,1884,2189.000,46.787
1885,1885,2135.000,46.206
1886,1886,2148.000,46.347
1887,1887,2182.000,46.712
1888,1888,2208.000,46.989
1889,1889,2042.000,45.188
1890,1890,2170.000,46.583
1891,1891,2120.000,46.043
1892,1892,2144.000,46.303
1893,1893,2102.000,45.848
1894,1894,2051.000,45.288
1895,1895,2044.000,45.211
1896,1896,2140.000,46.260
1897,1897,2072.000,45.519
1898,1898,2083.000,45.640
1899,1899,2241.000,47.339
1900,1900,2033.000,45.089
1901,1901,2097.000,45.793
1902,1902,1997.000,44.688
1903,1903,1984.000,44.542
1904,1904,2026.000,45.011
1905,1905,1917.000,43.784
1906,1906,2007.000,44.800
1907,1907,2103.000,45.858
1908,1908,1996.000,44.677
1909,1909,2101.000,45.837
1910,1910,2139.000,46.249
1911,1911,1994.000,44.654
1912,1912,2039.000,45.155
1913,1913,1916.000,43.772
1914,1914,1934.000,43.977
1915,1915,2110.000,45.935
1916,1916,2051.000,45.288
1917,1917,2069.000,45.486
1918,1918,1910.000,43.704
1919,1919,2002.000,44.744
1920,1920,1881.000,43.370
1921,1921,1994.000,44.654
1922,1922,1852.000,43.035
1923,1923,1919.000,43.806
1924,1924,1923.000,43.852
1925,1925,1880.000,43.359
1926,1926,1878.000,43.336
1927,1927,1912.000,43.726
1928,1928,1942.000,44.068
1929,1929,2067.000,45.464
1930,1930,1913.000,43.738
1931,1931,1922.000,43.841
1932,1932,1901.000,43.600
1933,1933,1907.000,43.669
1934,1934,1891.000,43.486
1935,1935,1929.000,43.920
1936,1936,1874.000,43.290
1937,1937,1897.000,43.555
1938,1938,1896.000,43.543
1939,1939,1855.000,43.070
1940,1940,1792.000,42.332
1941,1941,1836.000,42.849
1942,1942,1904.000,43.635
1943,1943,1827.000,42.743
1944,1944,1868.000,43.220
1945,1945,1833.000,42.814
1946,1946,1795.000,42.367
1947,1947,1891.000,43.486
1948,1948,1764.000,42.000
1949,1949,1852.000,43.035
1950,1950,1698.000,41.207
1951,1951,1890.000,43.474
1952,1952,1842.000,42.919
1953,1953,1874.000,43.290
1954,1954,1723.000,41.509
1955,1955,1794.000,42.356
1956,1956,1763.000,41.988
1957,1957,1733.000,41.629
1958,1958,1725.000,41.533
1959,1959,1690.000,41.110
1960,1960,1792.000,42.332
1961,1961,1813.000,42.579
1962,1962,1677.000,40.951
1963,1963,1896.000,43.543
1964,1964,1738.000,41.689
1965,1965,1607.000,40.087
1966,1966,1754.000,41.881
1967,1967,1765.000,42.012
1968,1968,1756.000,41.905
1969,1969,1663.000,40.780
1970,1970,1670.000,40.866
1971,1971,1637.000,40.460
1972,1972,1746.000,41.785
1973,1973,1724.000,41.521
1974,1974,1730.000,41.593
1975,1975,1675.000,40.927
1976,1976,1603.000,40.037
1977,1977,1661.000,40.755
1978,1978,1694.000,41.158
1979,1979,1528.000,39.090
1980,1980,1611.000,40.137
1981,1981,1751.000,41.845
1982,1982,1695.000,41.170
1983,1983,1589.000,39.862
1984,1984,1629.000,40.361
1985,1985,1613.000,40.162
1986,1986,1587.000,39.837
1987,1987,1677.000,40.951
1988,1988,1701.000,41.243
1989,1989,1803.000,42.462
1990,1990,1719.000,41.461
1991,1991,1646.000,40.571
1992,1992,1600.000,40.000
1993,1993,1578.000,39.724
1994,1994,1505.000,38.794
1995,1995,1644.000,40.546
1996,1996,1623.000,40.286
1997,1997,1625.000,40.311
1998,1998,1562.000,39.522
1999,1999,1668.000,40.841
2000,2000,1638.000,40.472
2001,2001,1636.000,40.447
2002,2002,1540.000,39.243
2003,2003,1623.000,40.286
2004,2004,1629.000,40.361
2005,2005,1556.000,39.446
2006,2006,1518.000,38.962
2007,2007,1681.000,41.000
2008,2008,1547.000,39.332
2009,2009,1427.000,37.776
2010,2010,1624.000,40.299
2011,2011,1552.000,39.395
2012,2012,1526.000,39.064
2013,2013,1549.000,39.357
2014,2014,1586.000,39.825
2015,2015,1512.000,38.884
2016,2016,1486.000,38.549
2017,2017,1540.000,39.243
2018,2018,1569.000,39.611
2019,2019,1542.000,39.268
2020,2020,1470.000,38.341
2021,2021,1670.000,40.866
2022,2022,1566.000,39.573
2023,2023,1539.000,39.230
2024,2024,1387.000,37.242
2025,2025,1318.000,36.304
2026,2026,1372.000,37.041
2027,2027,1509.000,38.846
2028,2028,1560.000,39.497
2029,2029,1476.000,38.419
2030,2030,1364.000,36.932
2031,2031,1561.000,39.509
2032,2032,1539.000,39.230
2033,2033,1358.000,36.851
2034,2034,1445.000,38.013
2035,2035,1432.000,37.842
2036,2036,1362.000,36.905
2037,2037,1538.000,39.217
2038,2038,1516.000,38.936
2039,2039,1458.000,38.184
2040,2040,1520.000,38.987
2041,2041,1457.000,38.171
2042,2042,1413.000,37.590
2043,2043,1460.000,38.210
2044,2044,1422.000,37.709
2045,2045,1398.000,37.390
2046,2046,1424.000,37.736
2047,2047,1371.000,37.027
2048,2048,1418.000,37.656
2049,2049,1478.000,38.445
2050,2050,1355.000,36.810
2051,2051,1425.000,37.749
2052,2052,1320.000,36.332
2053,2053,1405.000,37.483
2054,2054,1399.000,37.403
2055,2055,1351.000,36.756
2056,2056,1404.000,37.470
2057,2057,1377.000,37.108
2058,2058,1434.000,37.868
2059,2059,1424.000,37.736
2060,2060,1371.000,37.027
2061,2061,1390.000,37.283
2062,2062,1398.000,37.390
2063,2063,1406.000,37.497
2064,2064,1230.000,35.071
2065,2065,1510.000,38.859
2066,2066,1385.000,37.216
2067,2067,1382.000,37.175
2068,2068,1382.000,37.175
2069,2069,1233.000,35.114
2070,2070,1337.000,36.565
