xs,groups,filter_type,error,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,simple,,[0],190.0,"{'thickness': 4.7467142483905125, 'norm': 4.531783509505619, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.023173093213699758, 'bg1': -0.05065829528030008, 'bg2': 0.19100250850897282}","{'thickness': 3.9741591105446714, 'norm': 8.459316351266425, 'temp': 300.0, 'p1': -2.3627708659393463, 'cellulose': np.float64(0.08605601473604836), 'α': np.float64(0.9139439852639517), 'ext_l2': 0.0, 'ext_Gg2': 1646.6619006732763, 'ext_L2': 163593.69415225906, 'α0': 62.12506504490188, 'β0': 3.453627199771416, 'bg0': 0.01526949880644679, 'bg1': -0.05515019583981484, 'bg2': 0.15678590873721987}","{'thickness': 1.321053186388877, 'norm': 12.241984943853398, 'temp': 0, 'p1': 0.43888754792653156, 'cellulose': 0.03451867129009531, 'α': 0.03451866999263809, 'ext_l2': 0, 'ext_Gg2': 11275545428.593573, 'ext_L2': 1121715181633.1155, 'α0': 7241.811612789747, 'β0': 1.7810001613883493, 'bg0': 0.6746724806674099, 'bg1': 0.20722807937456242, 'bg2': 0.5493444348761217}",173.47805538226265,True
xs0,groups3,simple,,[0],110.0,"{'thickness': 2.6006732013585103, 'norm': 1.3540107335868217, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0006424171151593328, 'bg1': -0.0006662080995738506, 'bg2': -0.00010004313662648201}","{'thickness': 2.4964944226842802, 'norm': 2.9255523828232546, 'temp': 300.0, 'p1': -2.153703697042145, 'cellulose': np.float64(0.10398563346909027), 'α': np.float64(0.8960143665309096), 'ext_l2': 0.0, 'ext_Gg2': 295.4067640834257, 'ext_L2': 23018.00918584618, 'α0': 2.0664850757902133, 'β0': 2.7314156576962683, 'bg0': -0.0006424171151593328, 'bg1': -0.0006662080995738506, 'bg2': -0.00010004313662648201}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",83.4599665597703,True
xs0,groups3,simple,,[0],120.0,"{'thickness': 2.579691513431663, 'norm': 1.2513722238362495, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0007484246743842959, 'bg1': -0.0012974576093256474, 'bg2': 0.0018299637595191598}","{'thickness': 2.162974198760664, 'norm': 1.570838356271769, 'temp': 300.0, 'p1': -2.53830457413493, 'cellulose': np.float64(0.07321613423535933), 'α': np.float64(0.9267838657646406), 'ext_l2': 0.0, 'ext_Gg2': 256.8324090096646, 'ext_L2': 3170.263293156617, 'α0': 3.5076054602278823, 'β0': 4.607974223018823, 'bg0': -0.0007484246743842959, 'bg1': -0.0012974576093256474, 'bg2': 0.0018299637595191598}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",79.12534155561724,True
xs0,groups3,simple,,[0],240.0,"{'thickness': 2.311220099231564, 'norm': 0.7012250679077083, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0005794741446152329, 'bg1': -0.0010007759556174278, 'bg2': 0.0013140726368874311}","{'thickness': 2.1425550829182387, 'norm': 0.8601167125391941, 'temp': 300.0, 'p1': -4.333868821374336, 'cellulose': np.float64(0.012946882604276448), 'α': np.float64(0.9870531173957235), 'ext_l2': 0.0, 'ext_Gg2': 518.0179069758617, 'ext_L2': 51829.6807477246, 'α0': 24.220296440649566, 'β0': 6.860850906274499, 'bg0': -0.0005794822936877608, 'bg1': -0.0010007901582866907, 'bg2': 0.0013140540104359388}","{'thickness': 0.48989366572977316, 'norm': 0.7297783222674893, 'temp': 0, 'p1': 5.120302679419031, 'cellulose': 0.0654336837192023, 'α': 0.06543368048700489, 'ext_l2': 0, 'ext_Gg2': 3660712529.385335, 'ext_L2': 365725412878.77826, 'α0': 151.1622479370494, 'β0': 6.541234862537238, 'bg0': 32948591.09252466, 'bg1': 46772344.58202209, 'bg2': 16429905.444059838}",575.2633297744819,True
xs0,groups3,simple,,[0],90.0,"{'thickness': 2.7640942097517525, 'norm': 1.6596420146204343, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0004730613436549902, 'bg1': -0.00035467231646180153, 'bg2': -0.00048687425442039967}","{'thickness': 2.4207164146680724, 'norm': 1.9333529110213146, 'temp': 300.0, 'p1': -2.976212495728319, 'cellulose': np.float64(0.0485121564428877), 'α': np.float64(0.9514878435571124), 'ext_l2': 0.0, 'ext_Gg2': 7.510109799637732, 'ext_L2': 850.7860846818648, 'α0': 0.8680425123127828, 'β0': 1.2909616773094033, 'bg0': -0.00047306320630013943, 'bg1': -0.0003546742955222726, 'bg2': -0.00048687425442039967}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",60.66601800751877,True
xs0,groups3,simple,,[0],40.0,"{'thickness': 2.45556769967612, 'norm': 1.1332920667201742, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -3.098709542187862, 'bg1': 0.7654463325161487, 'bg2': 3.1210009730421007}","{'thickness': 2.963829441169001, 'norm': 2.388316483701495, 'temp': 300.0, 'p1': -10.832508129699924, 'cellulose': np.float64(1.9746626792482148e-05), 'α': np.float64(0.9999802533732076), 'ext_l2': 0.0, 'ext_Gg2': 3297.8417800173775, 'ext_L2': 11368.481697521027, 'α0': 24.942853931778938, 'β0': 1.0218443360321199, 'bg0': -3.5278577371500432, 'bg1': 0.9509477511746809, 'bg2': 3.1209601061418653}","{'thickness': 0.5440912347429677, 'norm': 2.090892093001421, 'temp': 0, 'p1': 2360.274418624881, 'cellulose': 0.046606537797288454, 'α': 0.046607604857957396, 'ext_l2': 0, 'ext_Gg2': 278941021.36339164, 'ext_L2': 959750745.6911608, 'α0': 149.70140388216586, 'β0': 0.24171543794723707, 'bg0': 0.38191416634356157, 'bg1': 4.065278524626164e-06, 'bg2': 0.5477124907188177}",25.893254841521603,True
xs0,groups3,simple,,[0],180.0,"{'thickness': 2.67220007818888, 'norm': 1.3477482824610085, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0011471863836050034, 'bg1': -0.0017670481465756893, 'bg2': 0.002051898860372603}","{'thickness': 2.199057384625002, 'norm': 1.7877764031977883, 'temp': 300.0, 'p1': -2.3327341015445135, 'cellulose': np.float64(0.08844797831692613), 'α': np.float64(0.9115520216830739), 'ext_l2': 0.0, 'ext_Gg2': 0.8540127157419253, 'ext_L2': 100028.69236529688, 'α0': 1.9301565109946914, 'β0': 2.5517850928809596, 'bg0': -0.0011471930192783475, 'bg1': -0.0017670481465756893, 'bg2': 0.0020518979290500283}","{'thickness': 0.19115542719554557, 'norm': 0.7081458827883261, 'temp': 0, 'p1': 0.411129886777002, 'cellulose': 0.03314731981121588, 'α': 0.033147320713984865, 'ext_l2': 0, 'ext_Gg2': 27892.909262610334, 'ext_L2': 139842935.30900577, 'α0': 0.607589948613304, 'β0': 0.8558411917989417, 'bg0': 1550774340.7082155, 'bg1': 11635693642.817408, 'bg2': 15912698616.474794}",141.7940202202741,True
xs0,groups3,simple,,[0],40.0,"{'thickness': 4.999935924623724, 'norm': 6.8427603885800865, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.004093893687240779, 'bg1': -0.07258333615027368, 'bg2': 0.3124119488056749}","{'thickness': 4.523129000178311, 'norm': 8.047913296498422, 'temp': 300.0, 'p1': -2.9525680331417146, 'cellulose': np.float64(0.049615279391316006), 'α': np.float64(0.950384720608684), 'ext_l2': 0.0, 'ext_Gg2': 983.5499754908128, 'ext_L2': 269548.9999297924, 'α0': 3.67304626940503, 'β0': 3.0613353071867158, 'bg0': -0.004378439160063863, 'bg1': -0.04529519204515964, 'bg2': 0.19059910206124187}","{'thickness': 1.4192290152475258, 'norm': 9.072338885090762, 'temp': 0, 'p1': 3.428191231554504e-05, 'cellulose': 1.6165157011763133e-06, 'α': 1.6165157173965252e-06, 'ext_l2': 0, 'ext_Gg2': 0.1439170159355224, 'ext_L2': 725015.8087207347, 'α0': 3.0795926866093795, 'β0': 1.5543923962840225, 'bg0': 0.3395419580106414, 'bg1': 0.10349343181302365, 'bg2': 0.2680630624984482}",23.667557344041857,True
xs0,groups3,simple,,[0],30.0,"{'thickness': 2.481895669568051, 'norm': 1.2245015716275454, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0021589407697319984, 'bg1': -0.0027020651614293456, 'bg2': 0.0015299641527235508}","{'thickness': 2.233266738671796, 'norm': 2.0391056619534584, 'temp': 300.0, 'p1': -2.2015602440135975, 'cellulose': np.float64(0.09961046616478833), 'α': np.float64(0.9003895338352117), 'ext_l2': 0.0, 'ext_Gg2': 0.03430881722776835, 'ext_L2': 3674.6602706799745, 'α0': 3.2666372847850313, 'β0': 3.1631068025036293, 'bg0': -0.0021589414682239294, 'bg1': -0.002702070982195437, 'bg2': 0.0015299641527235508}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",15.41337676865603,True
xs0,groups3,simple,,[0],30.0,"{'thickness': 2.6839324720694044, 'norm': 1.4562873701057495, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0005130574572831392, 'bg1': -0.0004655485972762108, 'bg2': -0.0002415564376860857}","{'thickness': 2.448933833206979, 'norm': 1.8576221242075588, 'temp': 300.0, 'p1': -3.311079850421324, 'cellulose': np.float64(0.03519303503161691), 'α': np.float64(0.9648069649683831), 'ext_l2': 0.0, 'ext_Gg2': 156.9755539766121, 'ext_L2': 14415.406650618246, 'α0': 0.7934302713371516, 'β0': 1.034367920391085, 'bg0': -0.0005130574572831392, 'bg1': -0.00046554591972380877, 'bg2': -0.0002415564376860857}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",18.08615226789717,True
xs0,groups3,simple,,[0],50.0,"{'thickness': 2.7533193471431088, 'norm': 1.215679410930319, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -6.208269437192939, 'bg1': 1.5902729639783502, 'bg2': 6.056151103461161}","{'thickness': 2.876863398841036, 'norm': 3.1198497031329073, 'temp': 300.0, 'p1': -3.0841020139868487, 'cellulose': np.float64(0.0437678154601562), 'α': np.float64(0.9562321845398437), 'ext_l2': 0.0, 'ext_Gg2': 1.8145053177298642, 'ext_L2': 1840.3261923189973, 'α0': 119.00951799181554, 'β0': 2.296306329808305, 'bg0': -6.272768661379814, 'bg1': 1.6835497808642685, 'bg2': 5.537717046914622}","{'thickness': 2.588637491218744e-07, 'norm': 0.39096541116124456, 'temp': 0, 'p1': 0.38620579231829244, 'cellulose': 0.01616355970124394, 'α': 0.016163560255210797, 'ext_l2': 0, 'ext_Gg2': 60.89977365456812, 'ext_L2': 18517.473396839865, 'α0': 1427181.614561041, 'β0': 0.46974848512742945, 'bg0': 634.6265252496992, 'bg1': 222.54001314845402, 'bg2': 452.4374004024119}",45.82957557562023,True
xs0,groups3,simple,,[0],60.0,"{'thickness': 1.6923437832059307, 'norm': 0.4673280808755609, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0018321144161745906, 'bg1': -0.0024587453808635473, 'bg2': 0.001891806721687317}","{'thickness': 2.1250640978083175, 'norm': 1.4936763677547695, 'temp': 300.0, 'p1': -2.602232188278773, 'cellulose': np.float64(0.06899489859595224), 'α': np.float64(0.9310051014040478), 'ext_l2': 0.0, 'ext_Gg2': 21.48822068191114, 'ext_L2': 65391.404905384195, 'α0': 3.0268035901701444, 'β0': 3.4755513675607004, 'bg0': -0.0018321144161745906, 'bg1': -0.002458806266076863, 'bg2': 0.001891805324703455}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",31.924656529690417,True
xs0,groups3,simple,,[0],110.0,"{'thickness': 4.207588803528038, 'norm': 3.55511724163121, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -6.059867680887692, 'bg1': 1.5230673378100619, 'bg2': 6.037594077759422}","{'thickness': 4.678317735272341, 'norm': 9.938932351094028, 'temp': 300.0, 'p1': -12.880321478279477, 'cellulose': np.float64(2.5476886388585177e-06), 'α': np.float64(0.9999974523113612), 'ext_l2': 0.0, 'ext_Gg2': 1678.2926094724571, 'ext_L2': 99867.41751323763, 'α0': 64.20610646306672, 'β0': 0.4381062602831091, 'bg0': -6.12368223303929, 'bg1': 1.560679783578962, 'bg2': 5.640086413011886}","{'thickness': 2.2823302795976455, 'norm': 35.583147482387936, 'temp': 0, 'p1': 49843.48538454332, 'cellulose': 0.1269853581465596, 'α': 0.12697526507940965, 'ext_l2': 0, 'ext_Gg2': 444337472.67630947, 'ext_L2': 26484232621.283703, 'α0': 0.03285465968732889, 'β0': 0.15253979660242142, 'bg0': 52.6401544646063, 'bg1': 18.209619413289477, 'bg2': 38.03748452575837}",163.2706422025502,True
xs0,groups3,simple,,[0],80.0,"{'thickness': 3.0696121960346447, 'norm': 1.6888629525692962, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -5.142858520732261, 'bg1': 1.3168362833093852, 'bg2': 5.030283113126643}","{'thickness': 1.8123245673016761, 'norm': 0.6683799133876874, 'temp': 300.0, 'p1': -7.510287817981961, 'cellulose': np.float64(0.0005471239991698463), 'α': np.float64(0.9994528760008302), 'ext_l2': 0.0, 'ext_Gg2': 2985.6209768682425, 'ext_L2': 81.95069392663568, 'α0': 1.72757685095586, 'β0': 3.825877326186353, 'bg0': -0.2578837964683771, 'bg1': 0.006902590510435402, 'bg2': 0.3792053051292896}","{'thickness': 0.22662006626243472, 'norm': 0.29075401574345955, 'temp': 0, 'p1': 87.43091611728848, 'cellulose': 0.04780938046465493, 'α': 0.04780944293309101, 'ext_l2': 0, 'ext_Gg2': 118639789.41110085, 'ext_L2': 28746.823817202425, 'α0': 0.7141509291503867, 'β0': 1.9191104700044723, 'bg0': 0.34593158419531483, 'bg1': 0.09202780645201719, 'bg2': 0.3336735025459509}",68.92124895731514,True
xs0,groups3,simple,,[0],10.0,"{'thickness': 2.8882507425230353, 'norm': 1.9447091123536069, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0008658396545797586, 'bg1': -0.04290448792744428, 'bg2': 0.1738264508312568}","{'thickness': 2.2668960071014657, 'norm': 1.1544994448051151, 'temp': 300.0, 'p1': -3.938691910044742, 'cellulose': np.float64(0.019101691345355963), 'α': np.float64(0.9808983086546441), 'ext_l2': 0.0, 'ext_Gg2': 734.5703881263765, 'ext_L2': 73483.77377313076, 'α0': 4.554994925414819, 'β0': 3.0968644778736776, 'bg0': 0.0012689436553046107, 'bg1': -0.013053782167844474, 'bg2': 0.04981820739340037}","{'thickness': 0.1891581515393348, 'norm': 0.3144116300571084, 'temp': 0, 'p1': 1.0939003322744887, 'cellulose': 0.020496210066759262, 'α': 0.020496210034427018, 'ext_l2': 0, 'ext_Gg2': 871844614.9021729, 'ext_L2': 87022505094.8396, 'α0': 1.1253630580735776, 'β0': 0.4690493140792267, 'bg0': 0.015959465123928766, 'bg1': 4.4567918506501376e-07, 'bg2': 0.025724538681884034}",1.0944168646820094,True
xs0,groups3,simple,,[0],230.0,"{'thickness': 3.675841510493414, 'norm': 2.771104599363594, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0010801710886880755, 'bg1': -0.0009568100795149803, 'bg2': -0.0005644770571961999}","{'thickness': 3.7408108602149923, 'norm': 9.662658399454482, 'temp': 300.0, 'p1': -2.9961562431305815, 'cellulose': np.float64(0.047599823661212355), 'α': np.float64(0.9524001763387877), 'ext_l2': 0.0, 'ext_Gg2': 227.36337379861027, 'ext_L2': 314.36124521927456, 'α0': 0.6264135422997802, 'β0': 0.6659564744843233, 'bg0': -0.001079899724572897, 'bg1': -0.0009568100795149803, 'bg2': -0.0005644770571961999}","{'thickness': 0.5379447919268687, 'norm': 8.444564448728665, 'temp': 0, 'p1': 1.141497468313382, 'cellulose': 0.05174873814554177, 'α': 0.051748736726253484, 'ext_l2': 0, 'ext_Gg2': 807527.4058668419, 'ext_L2': 1097845.1202335802, 'α0': 0.12393481955670808, 'β0': 0.21728493671858248, 'bg0': 769210787.1859771, 'bg1': 1001853602.7320987, 'bg2': 190065213.01988956}",289.15464766201103,True
xs0,groups3,simple,,[0],100.0,"{'thickness': 3.5712604239979933, 'norm': 2.6821612023561787, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0002068390604108572, 'bg1': -0.00014233251567929983, 'bg2': -0.0002727905521169305}","{'thickness': 3.1866400736399534, 'norm': 9.32410228536825, 'temp': 300.0, 'p1': -1.8562430162891097, 'cellulose': np.float64(0.1351415602839095), 'α': np.float64(0.8648584397160904), 'ext_l2': 0.0, 'ext_Gg2': 13.33706537726409, 'ext_L2': 2.3935285530241046, 'α0': 1.0382202204489406, 'β0': 1.6161817093172377, 'bg0': -0.0002068390604108572, 'bg1': -0.00014233251567929983, 'bg2': -0.00027279090136289597}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",127.15920289429589,True
xs0,groups3,simple,,[0],10.0,"{'thickness': 3.1298494016457212, 'norm': 2.2925398727760276, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 2.399778228602372, 'bg1': -0.6963927128817886, 'bg2': -2.0104686928680167}","{'thickness': 1.5327342738088063, 'norm': 0.5666082938094267, 'temp': 300.0, 'p1': -4.48923076627182, 'cellulose': np.float64(0.011104581984919752), 'α': np.float64(0.9888954180150802), 'ext_l2': 0.0, 'ext_Gg2': 0.18439537196712763, 'ext_L2': 1601.5538494525417, 'α0': 3.1259289276412647, 'β0': 5.142592713429569, 'bg0': 1.9086070699850097, 'bg1': -0.5991116182412952, 'bg2': -1.5156576888402924}","{'thickness': 0.04155471637380072, 'norm': 0.04585706707388002, 'temp': 0, 'p1': 1.006205609736695, 'cellulose': 0.01104941568016886, 'α': 0.01104941560188969, 'ext_l2': 0, 'ext_Gg2': 0.08366227164325402, 'ext_L2': 92.4257054705215, 'α0': 0.5159273137400858, 'β0': 1.0258480928759681, 'bg0': 2.133743280679133, 'bg1': 0.6717099520145943, 'bg2': 1.6925797407037146}",1.1943732495805577,True
xs0,groups3,simple,,[0],150.0,"{'thickness': 3.085233734652695, 'norm': 2.0301855520674534, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0024169398238882422, 'bg1': -0.0013418293092399836, 'bg2': -0.004364003543742001}","{'thickness': 2.743134114621787, 'norm': 2.588223015714959, 'temp': 300.0, 'p1': -3.2496344418978182, 'cellulose': np.float64(0.03734002538133737), 'α': np.float64(0.9626599746186626), 'ext_l2': 0.0, 'ext_Gg2': 136.60300659262325, 'ext_L2': 26016.812286723478, 'α0': 1.4412322353167515, 'β0': 1.3513107818183592, 'bg0': -0.002416940755210817, 'bg1': -0.0013418293092399836, 'bg2': -0.004364003543742001}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",155.27767282452356,True
xs0,groups3,simple,,[0],70.0,"{'thickness': 3.535781414072974, 'norm': 2.90829019927183, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00019228982273489237, 'bg1': -0.0001760842278599739, 'bg2': -4.170462489128113e-06}","{'thickness': 3.625170319578009, 'norm': 5.994863518818051, 'temp': 300.0, 'p1': -5.180236924837729, 'cellulose': np.float64(0.005595190847688918), 'α': np.float64(0.994404809152311), 'ext_l2': 0.0, 'ext_Gg2': 0.6796761056593326, 'ext_L2': 45.785820954047374, 'α0': 0.41050580597275677, 'β0': 0.6157590345966495, 'bg0': -0.00019228982273489237, 'bg1': -0.0001760842278599739, 'bg2': -4.170462489128113e-06}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",63.2587298993725,True
xs0,groups3,simple,,[0],130.0,"{'thickness': 3.2747591883039924, 'norm': 2.2739371449088055, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.611108418670483, 'bg1': 0.1439403595868498, 'bg2': 2.442711357609369}","{'thickness': 3.710290192137857, 'norm': 4.984091259744991, 'temp': 300.0, 'p1': -1.5385664741090874, 'cellulose': np.float64(0.17674376389686283), 'α': np.float64(0.8232562361031373), 'ext_l2': 0.0, 'ext_Gg2': 9994.279936055276, 'ext_L2': 246438.2344179163, 'α0': 25.501164335540874, 'β0': 3.5388107312331667, 'bg0': 0.7985476781614125, 'bg1': -0.27473355375695974, 'bg2': -0.5296645485796034}","{'thickness': 5.847480973586524, 'norm': 29.14377205923651, 'temp': 0, 'p1': 6.282750670045382, 'cellulose': 0.9141741855190085, 'α': 0.9141741931251374, 'ext_l2': 0, 'ext_Gg2': 410687.4303282531, 'ext_L2': 15108349.848994572, 'α0': 946.5941495011259, 'β0': 11.41813645610498, 'bg0': 3.7604102168769047, 'bg1': 1.0285953408441983, 'bg2': 3.454428353624542}",189.14663270117734,True
xs0,groups3,simple,,[0],100.0,"{'thickness': 1.1097134297665923, 'norm': 0.25055348712096775, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 6.82193785905838e-08, 'bg1': 3.725290298461914e-08, 'bg2': 1.2433156371116638e-07}","{'thickness': 2.054852792245812, 'norm': 1.3636449065145118, 'temp': 300.0, 'p1': -2.5426295336213727, 'cellulose': np.float64(0.07292320296473047), 'α': np.float64(0.9270767970352696), 'ext_l2': 0.0, 'ext_Gg2': 0.0026370357009142253, 'ext_L2': 0.0862309765814473, 'α0': 2.658894467923555, 'β0': 3.8166777161094343, 'bg0': 6.82193785905838e-08, 'bg1': 3.725290298461914e-08, 'bg2': 1.2433156371116638e-07}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",66.49645665580552,True
