xs,groups,filter_type,error,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,No successful fitting stages completed,,,,,,,
xs0,groups3,simple,,[0],60.0,"{'thickness': 3.1076697661416293, 'norm': 1.3337689351978, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -4.913524673203938, 'bg1': 1.1807311027077958, 'bg2': 5.074062735540792}","{'thickness': 3.8866305896916407, 'norm': 1.3336934763033104, 'temp': 300.0, 'p1': -5.866678209090669, 'cellulose': np.float64(0.002824266845724451), 'α': np.float64(0.9971757331542757), 'ext_l2': 0.0, 'ext_Gg2': 3676.8850632988474, 'ext_L2': 367471.44548431, 'α0': 168.66995990190608, 'β0': 2.838346156697787, 'bg0': -4.959970285766758, 'bg1': 1.186535080196336, 'bg2': 4.923553326865658}","{'thickness': 7.365735007985779, 'norm': 2.999183673930896, 'temp': 0, 'p1': 99.08605293037182, 'cellulose': 0.2790550957299297, 'α': 0.2790551026116727, 'ext_l2': 0, 'ext_Gg2': 449118882421.36456, 'ext_L2': 44840560441841.87, 'α0': 1842967044.0762608, 'β0': 8.274239968615515, 'bg0': 8.293769350310543, 'bg1': 2.7743544062728382, 'bg2': 6.197315686001852}",269.27848651928053,True
xs0,groups3,simple,,[0],80.0,"{'thickness': 3.005470710041461, 'norm': 1.7000566909099832, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0011720660841092467, 'bg1': -0.0013176610227674246, 'bg2': 0.00044220045674592257}","{'thickness': 2.690726135446893, 'norm': 2.960535986487715, 'temp': 300.0, 'p1': -2.6752746693430467, 'cellulose': np.float64(0.06444820276926758), 'α': np.float64(0.9355517972307323), 'ext_l2': 0.0, 'ext_Gg2': 0.3396285011092459, 'ext_L2': 48.77878929859803, 'α0': 1.2793271838218276, 'β0': 1.3230773070608546, 'bg0': -0.0011720660841092467, 'bg1': -0.0013176610227674246, 'bg2': 0.00044220045674592257}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",46.87696106388134,True
xs0,groups3,simple,,[0],50.0,"{'thickness': 4.999999385636867, 'norm': 6.529586757974146, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.840767887653783, 'bg1': -0.6158093976555392, 'bg2': -1.2372224950231612}","{'thickness': 4.999957283182629, 'norm': 6.529529149039777, 'temp': 300.0, 'p1': -3.565671779704065, 'cellulose': np.float64(0.027500328712442824), 'α': np.float64(0.9724996712875571), 'ext_l2': 0.0, 'ext_Gg2': 999.973340183204, 'ext_L2': 99997.3358392101, 'α0': 3.6701076640994788, 'β0': 3.06004138612536, 'bg0': 1.8407675345661119, 'bg1': -0.6158095842693001, 'bg2': -1.2372231325134635}","{'thickness': 4.346655724815373, 'norm': 38.12306192765553, 'temp': 0, 'p1': 5.332534590030874, 'cellulose': 0.1426136289623182, 'α': 0.14261363035513, 'ext_l2': 0, 'ext_Gg2': 153641837.9618713, 'ext_L2': 15409075523.478844, 'α0': 7.029961670774363, 'β0': 3.6639081033423193, 'bg0': 0.5947862340270017, 'bg1': 0.17866286821662294, 'bg2': 0.47788726173817614}",51.03911548137815,True
xs0,groups3,simple,,[0],90.0,"{'thickness': 2.918109923809843, 'norm': 1.641520736997781, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0011525260051712394, 'bg1': -0.0009992974810302258, 'bg2': -0.0006713847396895289}","{'thickness': 2.4098555319841535, 'norm': 2.357870530333215, 'temp': 300.0, 'p1': -2.3161271651222837, 'cellulose': np.float64(0.08979609433614076), 'α': np.float64(0.9102039056638592), 'ext_l2': 0.0, 'ext_Gg2': 26.40450150750151, 'ext_L2': 22764.896149049142, 'α0': 1.7785988924713212, 'β0': 2.6984428443564945, 'bg0': -0.0011525260051712394, 'bg1': -0.0009992977138608694, 'bg2': -0.0006713847396895289}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",63.44926489620064,True
xs0,groups3,simple,,[0],70.0,"{'thickness': 2.488785711551119, 'norm': 1.1475066695956966, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.000528796692378819, 'bg1': -0.00046633428428322077, 'bg2': -0.00028677587397396564}","{'thickness': 2.6076342656763885, 'norm': 3.3120161149046714, 'temp': 300.0, 'p1': -2.2413518198751845, 'cellulose': np.float64(0.09609805415535648), 'α': np.float64(0.9039019458446435), 'ext_l2': 0.0, 'ext_Gg2': 217.74445869615965, 'ext_L2': 21796.141298745188, 'α0': 0.8520849865540313, 'β0': 1.3281893226328725, 'bg0': -0.000528796692378819, 'bg1': -0.00046633556485176086, 'bg2': -0.00028677587397396564}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",39.08203707437763,True
xs0,groups3,simple,,[0],110.0,"{'thickness': 3.8043238180144323, 'norm': 2.221839059111118, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.6353446969296783, 'bg1': 0.09504874423146248, 'bg2': 0.8655233992030844}","{'thickness': 3.342465877777407, 'norm': 4.200449354450656, 'temp': 300.0, 'p1': -2.679297363403256, 'cellulose': np.float64(0.0642060804585207), 'α': np.float64(0.9357939195414793), 'ext_l2': 0.0, 'ext_Gg2': 704.460661052817, 'ext_L2': 70612.87408593508, 'α0': 55.528163833261296, 'β0': 7.826594166046634, 'bg0': -0.6408845346886665, 'bg1': 0.1591959233628586, 'bg2': 0.6391674496699125}","{'thickness': 1.135027715386994, 'norm': 6.830968711572175, 'temp': 0, 'p1': 0.9927219607083061, 'cellulose': 0.059646368406414026, 'α': 0.059646369614158014, 'ext_l2': 0, 'ext_Gg2': 847.9938208360518, 'ext_L2': 0.24959236031166565, 'α0': 2881.2683661390506, 'β0': 5.0701427734013444, 'bg0': 1.056534539041185, 'bg1': 0.333893278749594, 'bg2': 0.8320799555632913}",143.1788370518268,True
xs0,groups3,simple,,[0],110.0,"{'thickness': 4.999977970338731, 'norm': 5.046993828894445, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0005176925333216786, 'bg1': -0.00026909238658845425, 'bg2': -0.0009887549094855785}","{'thickness': 4.399716590162618, 'norm': 5.131398834687266, 'temp': 300.0, 'p1': -3.5996489398606784, 'cellulose': np.float64(0.02660608389182297), 'α': np.float64(0.973393916108177), 'ext_l2': 0.0, 'ext_Gg2': 993.2299992571142, 'ext_L2': 100595.33683071836, 'α0': 3.2835594322869484, 'β0': 3.449033132266442, 'bg0': -0.000517619657330215, 'bg1': -0.00026905443519353867, 'bg2': -0.0009886155603453517}","{'thickness': 2.1945906321627047, 'norm': 17.345017734664495, 'temp': 0, 'p1': 4.171720313072619, 'cellulose': 0.10804004776838139, 'α': 0.10804004318121918, 'ext_l2': 0, 'ext_Gg2': 10687487976.5448, 'ext_L2': 1082329952151.1353, 'α0': 5.39076887434043, 'β0': 4.53275643771058, 'bg0': 12813987.826934056, 'bg1': 23567954.622124404, 'bg2': 101840785.0691459}",379.06616668259096,True
xs0,groups3,simple,,[0],20.0,"{'thickness': 2.7522918369527636, 'norm': 1.443449529268314, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0006971019320189953, 'bg1': -0.0006329625612124801, 'bg2': -0.00030173640698194504}","{'thickness': 2.6853915007019413, 'norm': 3.2143926435880945, 'temp': 300.0, 'p1': -2.522246449992613, 'cellulose': np.float64(0.07431326221523887), 'α': np.float64(0.9256867377847611), 'ext_l2': 0.0, 'ext_Gg2': 6.801871608690391, 'ext_L2': 25.695295629624137, 'α0': 1.016766612576927, 'β0': 1.171599631601097, 'bg0': -0.0006971019320189953, 'bg1': -0.0006329625612124801, 'bg2': -0.00030173640698194504}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",9.131709725773073,True
xs0,groups3,simple,,[0],190.0,"{'thickness': 3.1392217605400914, 'norm': 1.415020865265327, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00019022112246602774, 'bg1': -0.00018418789841234684, 'bg2': -7.152021862566471e-05}","{'thickness': 2.9192442445787945, 'norm': 3.131552009286712, 'temp': 300.0, 'p1': -2.951379151962314, 'cellulose': np.float64(0.049671369450024434), 'α': np.float64(0.9503286305499755), 'ext_l2': 0.0, 'ext_Gg2': 7.159955911863469, 'ext_L2': 845.1325935677212, 'α0': 0.47113065653122105, 'β0': 1.2588600838608894, 'bg0': -0.00019022030755877495, 'bg1': -0.00018418708350509405, 'bg2': -7.151986937969923e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",250.59975972132065,True
xs0,groups3,simple,,[0],150.0,"{'thickness': 1.1660977526354055, 'norm': 0.15435575691229966, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.002447202685289085, 'bg1': -0.01040085859131068, 'bg2': 0.045730063458904624}","{'thickness': 4.9234970290959, 'norm': 1.267841968809729, 'temp': 300.0, 'p1': -13.9963334474608, 'cellulose': np.float64(8.345824625219273e-07), 'α': np.float64(0.9999991654175375), 'ext_l2': 0.0, 'ext_Gg2': 7609.455590527358, 'ext_L2': 163389.34245323756, 'α0': 55.10658291093853, 'β0': 4.105935791260053, 'bg0': 0.4745821808464825, 'bg1': -0.20564719068352133, 'bg2': -0.14220962789840996}","{'thickness': 5.52434817516007, 'norm': 2.8194574700543074, 'temp': 0, 'p1': 199312.58888000666, 'cellulose': 0.16634265206052418, 'α': 0.16636295472625062, 'ext_l2': 0, 'ext_Gg2': 601921.3686421412, 'ext_L2': 13291394.618947383, 'α0': 12994.229548340734, 'β0': 9.635357452748574, 'bg0': 0.08428650535589069, 'bg1': 2.9539344000238788e-06, 'bg2': 0.16516332791379038}",125.85040703172166,True
xs0,groups3,simple,,[0],140.0,"{'thickness': 2.3274387055907733, 'norm': 0.7358510604985351, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.040386361768469214, 'bg1': -0.06255915656220168, 'bg2': 0.3082668505376205}","{'thickness': 2.7023132601951696, 'norm': 1.1612217511247855, 'temp': 300.0, 'p1': -6.652166330514396, 'cellulose': np.float64(0.0012895567562425554), 'α': np.float64(0.9987104432437576), 'ext_l2': 0.0, 'ext_Gg2': 996.1690875756285, 'ext_L2': 99580.41787827987, 'α0': 20.038359194299222, 'β0': 3.256519159243573, 'bg0': -0.04462577751837671, 'bg1': -0.023956132004968822, 'bg2': 0.1740403980948031}","{'thickness': 1.065465816989155, 'norm': 1.5174303063850616, 'temp': 0, 'p1': 52.89778195509202, 'cellulose': 0.06812672547466926, 'α': 0.06812673351695174, 'ext_l2': 0, 'ext_Gg2': 3059481329.6184306, 'ext_L2': 305770317595.0056, 'α0': 0.0006386496176933125, 'β0': 1.1407808650169624, 'bg0': 0.4470934316475021, 'bg1': 0.13710796197576672, 'bg2': 0.35692861896976175}",89.94672889618373,True
xs0,groups3,simple,,[0],190.0,"{'thickness': 2.9522548302787186, 'norm': 1.627954266215275, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0009276956552639604, 'bg1': -0.0008354713208973408, 'bg2': -0.0004976221825927496}","{'thickness': 2.4316198330845995, 'norm': 2.6029145293285123, 'temp': 300.0, 'p1': -1.9037073319376976, 'cellulose': np.float64(0.12968945266197754), 'α': np.float64(0.8703105473380225), 'ext_l2': 0.0, 'ext_Gg2': 131.33889181368318, 'ext_L2': 13148.837568084049, 'α0': 3.9633344840273876, 'β0': 8.50715104472535, 'bg0': -0.0009276982164010406, 'bg1': -0.0008354736492037773, 'bg2': -0.0004976235795766115}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",334.378309131009,True
xs0,groups3,simple,,[0],90.0,"{'thickness': 4.146662331372914, 'norm': 3.6526334334852053, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.9837403669953346e-05, 'bg1': -1.1730007827281952e-05, 'bg2': -3.2319105230271816e-05}","{'thickness': 3.6469779609267095, 'norm': 8.345512953017062, 'temp': 300.0, 'p1': -2.9290813577515973, 'cellulose': np.float64(0.050734548996341756), 'α': np.float64(0.9492654510036582), 'ext_l2': 0.0, 'ext_Gg2': 38.652198756691234, 'ext_L2': 26675.452111349474, 'α0': 0.9305316537785407, 'β0': 0.8331299399848167, 'bg0': -1.9837403669953346e-05, 'bg1': -1.1730007827281952e-05, 'bg2': -3.2319105230271816e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",81.3851612722077,True
xs0,groups3,simple,,[0],40.0,"{'thickness': 4.996626259173117, 'norm': 7.270590418944745, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.204857766861096, 'bg1': 0.49075452412944287, 'bg2': 2.4473728963639587}","{'thickness': 4.556002844673953, 'norm': 0.6850087933904001, 'temp': 300.0, 'p1': -13.694339513561426, 'cellulose': np.float64(1.1288166996235126e-06), 'α': np.float64(0.9999988711833004), 'ext_l2': 0.0, 'ext_Gg2': 5703.450281451764, 'ext_L2': 859909.3495925509, 'α0': 6.648853589553133, 'β0': 5.742338913183416, 'bg0': -2.2049060373101383, 'bg1': 0.6068334188312292, 'bg2': 1.9991382913431153}","{'thickness': 11.168236624396458, 'norm': 5.980046193776984, 'temp': 0, 'p1': 678245.4253457348, 'cellulose': 0.7656138986243924, 'α': 0.7656918077089575, 'ext_l2': 0, 'ext_Gg2': 831320.7713781998, 'ext_L2': 47718431.894594625, 'α0': 48.20514586220354, 'β0': 35.118068826393376, 'bg0': 2.7790384407589324, 'bg1': 0.7695247196327217, 'bg2': 2.5075098651597045}",47.997398159160305,True
xs0,groups3,simple,,[0],150.0,"{'thickness': 4.99961553473954, 'norm': 5.545210226425706, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.8079291253816336, 'bg1': 0.15724540781229734, 'bg2': 0.9917488739592955}","{'thickness': 4.999891203197509, 'norm': 6.218757529218901, 'temp': 300.0, 'p1': -4.603397545192831, 'cellulose': np.float64(0.009918382331983302), 'α': np.float64(0.9900816176680166), 'ext_l2': 0.0, 'ext_Gg2': 1629.5533587985367, 'ext_L2': 162895.86853631426, 'α0': 25.66236709186129, 'β0': 2.6102541873909444, 'bg0': -0.802250811480917, 'bg1': 0.1545911954017356, 'bg2': 0.9562309966422617}","{'thickness': 1.9735734432787966, 'norm': 14.968144018619407, 'temp': 0, 'p1': 6.32636970802619, 'cellulose': 0.062125001320030585, 'α': 0.06212500443978812, 'ext_l2': 0, 'ext_Gg2': 43566400096.828354, 'ext_L2': 4351691627376.475, 'α0': 273.4510823541224, 'β0': 1.3856729573061284, 'bg0': 0.725455159376928, 'bg1': 0.2248295323454657, 'bg2': 0.5804808615207023}",152.32958676144438,True
xs0,groups3,simple,,[0],230.0,"{'thickness': 4.997525768189836, 'norm': 6.393933287694955, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.008956228266470134, 'bg1': -0.03576316335238516, 'bg2': 0.16280237154569477}","{'thickness': 3.9449143709869245, 'norm': 9.945318735864952, 'temp': 300.0, 'p1': -2.38019399026569, 'cellulose': np.float64(0.08469552596812242), 'α': np.float64(0.9153044740318776), 'ext_l2': 0.0, 'ext_Gg2': 496.7565765743198, 'ext_L2': 87535.89302223941, 'α0': 13.767446460812945, 'β0': 5.43670692142503, 'bg0': -0.00831597566138953, 'bg1': -0.0453522470779717, 'bg2': 0.167936677695252}","{'thickness': 0.6506676849976746, 'norm': 11.245169790490511, 'temp': 0, 'p1': 0.5645943801602312, 'cellulose': 0.043768595103676304, 'α': 0.043768595103676304, 'ext_l2': 0, 'ext_Gg2': 151044403.3197486, 'ext_L2': 26547684596.509727, 'α0': 33.156654066201106, 'β0': 3.4903019992483233, 'bg0': 0.7518879495717445, 'bg1': 0.23258429449611165, 'bg2': 0.6031843286675903}",290.56571794703353,True
xs0,groups3,simple,,[0],190.0,"{'thickness': 4.999999997927894, 'norm': 0.3172138735320732, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': -1.1641532182693481e-10}","{'thickness': 4.973131731944319, 'norm': 0.4913669801387881, 'temp': 300.0, 'p1': -4.66713698172166, 'cellulose': np.float64(0.009311619727973876), 'α': np.float64(0.9906883802720262), 'ext_l2': 0.0, 'ext_Gg2': 502.86141882925574, 'ext_L2': 50189.83058713311, 'α0': 156.87694207780976, 'β0': 226.0281704937931, 'bg0': 2.4855835363268852e-06, 'bg1': -3.929634112864733e-05, 'bg2': 0.00012406811583787203}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1135.7857950738096,True
xs0,groups3,simple,,[0],40.0,"{'thickness': 3.340725711008691, 'norm': 1.835199400038873, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.5658311757724732, 'bg1': 0.11304515169467777, 'bg2': 0.698222232516855}","{'thickness': 2.7802599235108176, 'norm': 1.589295429450937, 'temp': 300.0, 'p1': -3.6335371471009807, 'cellulose': np.float64(0.02574237893417087), 'α': np.float64(0.9742576210658291), 'ext_l2': 0.0, 'ext_Gg2': 1028.9221997052643, 'ext_L2': 103126.3738801404, 'α0': 7.611415651590074, 'β0': 4.480942244283314, 'bg0': -0.5443600859725848, 'bg1': 0.1257773257093504, 'bg2': 0.5802142610773444}","{'thickness': 0.6510071850688851, 'norm': 1.4053403120067816, 'temp': 0, 'p1': 1.9768347882404709, 'cellulose': 0.04957844092314661, 'α': 0.049578439593089746, 'ext_l2': 0, 'ext_Gg2': 2558844585.574362, 'ext_L2': 256460771167.76898, 'α0': 9.147912403647952, 'β0': 2.436526111985695, 'bg0': 0.028724219265109117, 'bg1': 3.319388803860174e-06, 'bg2': 0.05470346719925453}",25.293264906886563,True
