n_start,pulse_width,xs,groups,initial_params,final_params,uncertainties,redchi,success
720,880,xs0,groups2,"{'thickness': 2.4819209853956843, 'norm': 1.494809574000909, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.00809188955463469, 'bg1': -0.00991278886795044, 'bg2': 0.023046880611218512}","{'thickness': 2.070939765471703, 'norm': 1.095660989250534, 'temp': 300.0, 'p1': -3.651452952082817, 'cellulose': np.float64(0.025296853179895353), 'α': np.float64(0.9747031468201047), 'ext_l2': 0.0, 'ext_Gg2': 198.53108995314727, 'ext_L2': 56397.600878911326, 'α0': 1.800224222129051, 'β0': 2.5944741746692523, 'bg0': 0.003581924131140113, 'bg1': -0.0017954482464119792, 'bg2': 2.2873980924487114e-05}","{'thickness': 0.2664436405857178, 'norm': 0.2826012804015729, 'temp': 0, 'p1': 0.8182864986961843, 'cellulose': 0.020176426748677707, 'α': 0.020176427244360015, 'ext_l2': 0, 'ext_Gg2': 44248099.15907799, 'ext_L2': 12578053344.175097, 'α0': 0.002172917827762952, 'β0': 0.47363856566795143, 'bg0': 0.05860096079353435, 'bg1': 0.021503624807272335, 'bg2': 0.05646943427700276}",17105.14877625942,True
820,440,xs0,groups2,"{'thickness': 3.534015282927946, 'norm': 2.8811863483483484, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.2185244346037507, 'bg1': -0.07741963118314743, 'bg2': -0.08330398774705827}","{'thickness': 3.53518660664971, 'norm': 2.857630657554554, 'temp': 300.0, 'p1': -3.631522157610334, 'cellulose': np.float64(0.025792962605816133), 'α': np.float64(0.9742070373941839), 'ext_l2': 0.0, 'ext_Gg2': 930.2821283757429, 'ext_L2': 93030.96189237064, 'α0': 4.800757876419398, 'β0': 3.0597610297086693, 'bg0': 0.21874851977918297, 'bg1': -0.07757589709945023, 'bg2': -0.08293392404448241}","{'thickness': 0.3025825036948708, 'norm': 1.1739041370560472, 'temp': 0, 'p1': 0.7029594381636634, 'cellulose': 0.017663743833802325, 'α': 0.017663744239426862, 'ext_l2': 0, 'ext_Gg2': 2319802270.7396994, 'ext_L2': 231811477253.34305, 'α0': 2.0435624518276243, 'β0': 0.6625684810143334, 'bg0': 0.037636810782582644, 'bg1': 0.01238508013887505, 'bg2': 0.032962060296796644}",10092.628940763097,True
800,440,xs0,groups2,"{'thickness': 3.467441700352354, 'norm': 2.817453024901731, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.10497967118863016, 'bg1': -0.03414516698103398, 'bg2': -0.014091255492530763}","{'thickness': 3.3718268046034505, 'norm': 2.1696849907587263, 'temp': 300.0, 'p1': -4.188372473183611, 'cellulose': np.float64(0.014944237559399921), 'α': np.float64(0.9850557624406001), 'ext_l2': 0.0, 'ext_Gg2': 602.6860100372272, 'ext_L2': 58703.36430725653, 'α0': 4.188588469657416, 'β0': 3.862087143751277, 'bg0': 0.10223679523915052, 'bg1': -0.030280375154688954, 'bg2': -0.0088648326927796}","{'thickness': 0.3034487381578147, 'norm': 1.0045325728080838, 'temp': 0, 'p1': 1.5783262151970898, 'cellulose': 0.02323439388959207, 'α': 0.023234393823787985, 'ext_l2': 0, 'ext_Gg2': 0.0016695864483500962, 'ext_L2': 53566.99095960883, 'α0': 1.4882415954514323, 'β0': 0.912211047779288, 'bg0': 0.04007307680910129, 'bg1': 0.01163242817842647, 'bg2': 0.03901568089343043}",8047.130217937362,True
2350,450,xs0,groups2,"{'thickness': 2.569085373626025, 'norm': 1.5415747105044204, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.028515882324427366, 'bg1': -0.012356008170172572, 'bg2': 0.010327611700631678}","{'thickness': 2.4610441153885523, 'norm': 1.44002743915529, 'temp': 300.0, 'p1': -3.500855633183077, 'cellulose': np.float64(0.029287895202254128), 'α': np.float64(0.970712104797746), 'ext_l2': 0.0, 'ext_Gg2': 1682.2640007165123, 'ext_L2': 728081.7178549005, 'α0': 3.6924446231353025, 'β0': 2.3810684722413353, 'bg0': 0.01063946436624974, 'bg1': -0.00347094121389091, 'bg2': 0.014529445208609104}","{'thickness': 4.99520799920052, 'norm': 5.951565699662726, 'temp': 0, 'p1': 6.529296990256327, 'cellulose': 0.18562866090956626, 'α': 0.185628657435626, 'ext_l2': 0, 'ext_Gg2': 80620.8295684249, 'ext_L2': 34878909.49165908, 'α0': 4.802323985519688, 'β0': 2.327425572202799, 'bg0': 0.2629159347921585, 'bg1': 0.14664833671359798, 'bg2': 0.1813400011084177}",398110.59142818913,True
510,60,xs0,groups2,"{'thickness': 2.467952135052699, 'norm': 1.4566518603577228, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.11037490877788514, 'bg1': -0.043181711924262345, 'bg2': -0.048151997034437954}","{'thickness': 2.2100975228753974, 'norm': 0.9854207908062864, 'temp': 300.0, 'p1': -5.346706587285077, 'cellulose': np.float64(0.004741228068604537), 'α': np.float64(0.9952587719313956), 'ext_l2': 0.0, 'ext_Gg2': 775.8086608607063, 'ext_L2': 77600.66380229697, 'α0': 5.069097622509597, 'β0': 2.715592916016259, 'bg0': 0.08329332689754665, 'bg1': -0.03602510574273765, 'bg2': -0.02237563079688698}","{'thickness': 0.06532413569756802, 'norm': 0.06918312021609645, 'temp': 0, 'p1': 1.0752097502018052, 'cellulose': 0.00507364476800744, 'α': 0.005073643556496502, 'ext_l2': 0, 'ext_Gg2': 314532902.29135275, 'ext_L2': 31439302973.617054, 'α0': 0.47398295081393893, 'β0': 0.13302560836591729, 'bg0': 0.01319288969612188, 'bg1': 0.004633920788292356, 'bg2': 0.009397668986695838}",51.11489486562767,True
1110,720,xs0,groups2,"{'thickness': 2.4347854535920224, 'norm': 1.4529300461634376, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.08570137375500053, 'bg1': -0.033598761656321585, 'bg2': -0.03700481273699552}","{'thickness': 2.3752888007279576, 'norm': 1.2749668485599888, 'temp': 300.0, 'p1': -3.8046143753667288, 'cellulose': np.float64(0.021782729434404697), 'α': np.float64(0.9782172705655953), 'ext_l2': 0.0, 'ext_Gg2': 528.8590443206698, 'ext_L2': 52575.86568413525, 'α0': 3.3960862568152663, 'β0': 2.854859730128241, 'bg0': 0.01701826392672956, 'bg1': -0.0010584249394014478, 'bg2': 0.0056151485769078135}","{'thickness': 0.08995737967767367, 'norm': 2.6015090971637122e-05, 'temp': 0, 'p1': 0.3382001537273872, 'cellulose': 0.007206450762792982, 'α': 0.007206450783489787, 'ext_l2': 0, 'ext_Gg2': 566261564.1272525, 'ext_L2': 56365301746.64584, 'α0': 0.540795673017284, 'β0': 0.3466443252023308, 'bg0': 0.021286358940821135, 'bg1': 0.009494301763030795, 'bg2': 0.013156948188284298}",8622.400360009093,True
1270,740,xs0,groups2,"{'thickness': 2.423360296115204, 'norm': 1.4184227150938709, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.06157906982116401, 'bg1': -0.02622046391479671, 'bg2': -0.01803993887733668}","{'thickness': 2.354779196973137, 'norm': 1.1927529827297532, 'temp': 300.0, 'p1': -4.187459277597673, 'cellulose': np.float64(0.014957686583309456), 'α': np.float64(0.9850423134166907), 'ext_l2': 0.0, 'ext_Gg2': 822.8720899117898, 'ext_L2': 82319.9183317086, 'α0': 4.533655749232699, 'β0': 3.064032200094694, 'bg0': 0.03863896755501628, 'bg1': -0.017247896757908165, 'bg2': 0.003293029614724219}","{'thickness': 1.3843288245886694e-05, 'norm': 0.18934704474246464, 'temp': 0, 'p1': 1.1747663559996426, 'cellulose': 0.01730895374227714, 'α': 0.017308952648180075, 'ext_l2': 0, 'ext_Gg2': 1252005952.330758, 'ext_L2': 124898483570.78078, 'α0': 1.2354929627885345, 'β0': 0.5336927676283697, 'bg0': 0.02714563765245851, 'bg1': 0.012957451038272491, 'bg2': 0.02560135275264775}",16849.962835013946,True
1430,660,xs0,groups2,"{'thickness': 2.5573215132000104, 'norm': 1.6091740594689024, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.08711308450438082, 'bg1': -0.03528981958515942, 'bg2': -0.03300845785997808}","{'thickness': 2.272400961375506, 'norm': 1.3196812613842852, 'temp': 300.0, 'p1': -3.5925071349918305, 'cellulose': np.float64(0.026791670442373062), 'α': np.float64(0.9732083295576269), 'ext_l2': 0.0, 'ext_Gg2': 694.055631234986, 'ext_L2': 69414.4848463078, 'α0': 3.5837229790563407, 'β0': 1.983252223501984, 'bg0': 0.03153809637296945, 'bg1': -0.012443784973584116, 'bg2': -0.013281245832331479}","{'thickness': 0.21715424708177727, 'norm': 0.33034401948374864, 'temp': 0, 'p1': 0.673813974320892, 'cellulose': 0.017568942620217725, 'α': 0.017568941768654055, 'ext_l2': 0, 'ext_Gg2': 1113992737.1655989, 'ext_L2': 111538979257.79596, 'α0': 0.9333245622004828, 'β0': 0.2936078159981582, 'bg0': 0.053034256687538625, 'bg1': 0.017343508975898734, 'bg2': 0.044287718706455974}",19562.408461267354,True
960,10,xs0,groups2,"{'thickness': 2.4676523107482655, 'norm': 1.4670667514434519, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.10620281787123531, 'bg1': -0.0414600825170055, 'bg2': -0.046486628823913634}","{'thickness': 2.4709649754234966, 'norm': 1.2860123003612114, 'temp': 300.0, 'p1': -4.337749207561352, 'cellulose': np.float64(0.01289738774217889), 'α': np.float64(0.987102612257821), 'ext_l2': 0.0, 'ext_Gg2': 855.2260970592229, 'ext_L2': 85528.62251232624, 'α0': 5.370891820965584, 'β0': 2.739356568818537, 'bg0': 0.106394725269638, 'bg1': -0.04158279346302152, 'bg2': -0.03689688118174672}","{'thickness': 0.03355982379419854, 'norm': 0.03679996012748507, 'temp': 0, 'p1': 0.2030542358175153, 'cellulose': 0.0025850926452554036, 'α': 0.002585092579861238, 'ext_l2': 0, 'ext_Gg2': 272221063.3512894, 'ext_L2': 27194419158.017063, 'α0': 0.3560076183288403, 'β0': 0.09032344963862098, 'bg0': 0.005390895922561991, 'bg1': 0.0030366885917604493, 'bg2': 3.714656688325971e-05}",7.705557275153253,True
2840,280,xs0,groups2,"{'thickness': 2.6468683375912634, 'norm': 1.5439554186020037, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.15773478720802814, 'bg1': -0.06111102213617414, 'bg2': -0.06402880232781172}","{'thickness': 2.6502846141691143, 'norm': 1.5417802353841226, 'temp': 300.0, 'p1': -3.565675663314151, 'cellulose': np.float64(0.0275002248491298), 'α': np.float64(0.9724997751508703), 'ext_l2': 0.0, 'ext_Gg2': 1047.313988187495, 'ext_L2': 104728.06009157987, 'α0': 6.089812396488042, 'β0': 2.8970412771592176, 'bg0': 0.15777484234422445, 'bg1': -0.059756474918685853, 'bg2': -0.06527512532193214}","{'thickness': 0.2623969292642385, 'norm': 0.40674945356948017, 'temp': 0, 'p1': 0.5805821491249441, 'cellulose': 0.015527067200440173, 'α': 0.015527067465815184, 'ext_l2': 0, 'ext_Gg2': 30303417.472460803, 'ext_L2': 3030076180.4690256, 'α0': 2.32972509523387, 'β0': 0.5519085062924236, 'bg0': 0.05483378755697405, 'bg1': 0.02301658416799452, 'bg2': 0.03464193555211087}",15917.354132312736,True
2450,270,xs0,groups2,"{'thickness': 2.7850508748104845, 'norm': 1.6588413472493895, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.3310064704855904, 'bg1': -0.1312065131496638, 'bg2': -0.16212902683764696}","{'thickness': 2.7842532240808824, 'norm': 1.659868335081776, 'temp': 300.0, 'p1': -3.5596994572443386, 'cellulose': np.float64(0.02766050439334412), 'α': np.float64(0.9723394956066558), 'ext_l2': 0.0, 'ext_Gg2': 1010.4286309067156, 'ext_L2': 101078.15240491997, 'α0': 4.243787447200794, 'β0': 3.0672669818056715, 'bg0': 0.3310345644131303, 'bg1': -0.13123889989219606, 'bg2': -0.16205226199235767}","{'thickness': 0.2941360578326854, 'norm': 0.5698975055454235, 'temp': 0, 'p1': 0.7334978891116642, 'cellulose': 0.01972771976996647, 'α': 0.019727720441633, 'ext_l2': 0, 'ext_Gg2': 1888965490.8910685, 'ext_L2': 189347913681.92624, 'α0': 1.6395403381759701, 'β0': 0.758713294094527, 'bg0': 0.05451632090672673, 'bg1': 0.01937784199281838, 'bg2': 0.043023873855255086}",22409.35200433963,True
