xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success,error
xs0,groups3,poisson,"[2488, 4454, 4703]",60.0,"{'thickness': 0.17372707426634576, 'norm': 0.10000000014754873, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 0.17371234981520267, 'norm': 0.10008430751716269, 'temp': 300.0, 'p1': -3.566298254820202, 'cellulose': np.float64(0.027483579182515903), 'α': np.float64(0.972516420817484), 'ext_l2': 0.0, 'ext_Gg2': 1000.8255387101223, 'ext_L2': 100082.49747238884, 'α0': 3.658208378955358, 'β0': 3.063253761221461, 'bg0': 4.1746534407138824e-07, 'bg1': 1.8766149878501892e-07, 'bg2': 9.09087248146534e-07}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",42.399782896747816,True,
xs0,groups3,poisson,"[3246, 3835]",10.0,"{'thickness': 1.1446956473797196, 'norm': 0.22004737896427579, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00018413516227155924, 'bg1': -0.0005512863863259554, 'bg2': 0.0013009633403271437}","{'thickness': 0.8888610478477479, 'norm': 0.28561297812008357, 'temp': 300.0, 'p1': -0.9369741214631837, 'cellulose': np.float64(0.2815119609651572), 'α': np.float64(0.7184880390348429), 'ext_l2': 0.0, 'ext_Gg2': 313.4883378212283, 'ext_L2': 31347.89166448865, 'α0': 52.72265582609004, 'β0': 50.31564481446338, 'bg0': -0.00018413353245705366, 'bg1': -0.0005512814968824387, 'bg2': 0.0013009748654440045}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",7.385572824572537,True,
xs0,groups3,poisson,"[1300, 2714, 4008]",30.0,"{'thickness': 1.496497666006059, 'norm': 0.2044425948325822, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0004311666125431657, 'bg1': -0.0013651293702423573, 'bg2': 0.0028967243852093816}","{'thickness': 1.5126764576599048, 'norm': 0.43913239327375575, 'temp': 300.0, 'p1': -2.952334284055855, 'cellulose': np.float64(0.04962630266346264), 'α': np.float64(0.9503736973365373), 'ext_l2': 0.0, 'ext_Gg2': 12.111637626834316, 'ext_L2': 749.896576044462, 'α0': 4.177047172456202, 'β0': 89.53253008013013, 'bg0': -0.0004311666125431657, 'bg1': -0.0013651293702423573, 'bg2': 0.0028967239195480943}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",22.81768001556068,True,
xs0,groups3,poisson,"[2277, 4680]",100.0,"{'thickness': 0.257051423713803, 'norm': 0.15273263175579083, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0002159781288355589, 'bg1': 4.186586011201143e-05, 'bg2': -0.001374448649585247}","{'thickness': 1.3522481416469325, 'norm': 0.38160794825709066, 'temp': 300.0, 'p1': -12.37861053409549, 'cellulose': np.float64(4.207614315805375e-06), 'α': np.float64(0.9999957923856841), 'ext_l2': 0.0, 'ext_Gg2': 1804.319769198599, 'ext_L2': 259535.9047998444, 'α0': 177.9429095206875, 'β0': 2939.913967582222, 'bg0': -0.0002159781288355589, 'bg1': 4.186586011201143e-05, 'bg2': -0.001374448649585247}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",53.46561511245224,True,
xs0,groups3,poisson,"[889, 3535]",120.0,"{'thickness': 1.2381028081294083, 'norm': 0.1000000003179927, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.2379631815164573, 'norm': 0.16202357273422205, 'temp': 300.0, 'p1': -3.5673910045619923, 'cellulose': np.float64(0.027454386989901932), 'α': np.float64(0.9725456130100981), 'ext_l2': 0.0, 'ext_Gg2': 1001.3751317688624, 'ext_L2': 100137.415004328, 'α0': 3.685880171277957, 'β0': 3.0634372579453566, 'bg0': 3.3528776839375496e-06, 'bg1': 2.0600855350494385e-06, 'bg2': 5.34416176378727e-06}","{'thickness': 3.7432653311427098, 'norm': 0.9089660683611082, 'temp': 0, 'p1': 26.278078202136978, 'cellulose': 0.7016416020627914, 'α': 0.7016415651886865, 'ext_l2': 0, 'ext_Gg2': 28724894162.30796, 'ext_L2': 2879756206709.0107, 'α0': 17.04708304828071, 'β0': 16.913577294447027, 'bg0': 96878.94414458761, 'bg1': 0.0012966492683703424, 'bg2': 154415.23733251196}",108.50998659949836,True,
xs0,groups3,poisson,"[1777, 4500, 4628]",110.0,"{'thickness': 0.214938684895902, 'norm': 0.10000000034542014, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -7.799826562404633e-09, 'bg1': -5.122274160385132e-09, 'bg2': -1.0477378964424133e-08}","{'thickness': 0.21496527460079767, 'norm': 0.10000053007310092, 'temp': 300.0, 'p1': -3.5637541026849586, 'cellulose': np.float64(0.02755166168007763), 'α': np.float64(0.9724483383199223), 'ext_l2': 0.0, 'ext_Gg2': 999.1765203437075, 'ext_L2': 99972.59265888353, 'α0': 3.665662042998706, 'β0': 3.065155274827175, 'bg0': -7.799826562404633e-09, 'bg1': -5.122274160385132e-09, 'bg2': -1.0477378964424133e-08}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",109.3403095748771,True,
xs0,groups3,poisson,"[2143, 2825, 4154]",70.0,"{'thickness': 2.014820694170613, 'norm': 0.5391668025256178, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.522386007010937e-06, 'bg1': 2.669636160135269e-06, 'bg2': 1.3900455087423325e-05}","{'thickness': 1.7938643752711116, 'norm': 0.7065548563637924, 'temp': 300.0, 'p1': -2.0787808207792384, 'cellulose': np.float64(0.11117638426572309), 'α': np.float64(0.8888236157342768), 'ext_l2': 0.0, 'ext_Gg2': 9.220419319878047, 'ext_L2': 1.0679403461555381, 'α0': 1.4538822224102346, 'β0': 2.0397290127727965, 'bg0': 4.522386007010937e-06, 'bg1': 2.669636160135269e-06, 'bg2': 0.020314042456448078}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",56.116627299071425,True,
xs0,groups3,poisson,"[1294, 2584, 2781, 3599]",170.0,"{'thickness': 1.7249975572250054, 'norm': 0.3449713840831597, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0006323488196358085, 'bg1': -0.0009358511306345463, 'bg2': 0.0011269381502643228}","{'thickness': 1.9736757374749123, 'norm': 0.6023869696925257, 'temp': 300.0, 'p1': -3.7521430562524465, 'cellulose': np.float64(0.022929308711443136), 'α': np.float64(0.977070691288557), 'ext_l2': 0.0, 'ext_Gg2': 1.4990446559315362, 'ext_L2': 231.07230882118967, 'α0': 64.78070391973999, 'β0': 65.62297719040116, 'bg0': -0.0006323488196358085, 'bg1': -0.0009358511306345463, 'bg2': 0.001126923831179738}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",225.8861325702073,True,
xs0,groups3,poisson,"[464, 1673, 1874, 4182, 4980]",40.0,"{'thickness': 0.15936283545261443, 'norm': 0.10000000003300386, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 0.1593630694760792, 'norm': 0.1000000003906737, 'temp': 300.0, 'p1': -3.5656601138973745, 'cellulose': np.float64(0.02750064070520402), 'α': np.float64(0.972499359294796), 'ext_l2': 0.0, 'ext_Gg2': 999.9942528891886, 'ext_L2': 99998.98877691971, 'α0': 3.6699129090196845, 'β0': 3.0600738849768288, 'bg0': -2.0954757928848267e-09, 'bg1': -1.1641532182693481e-09, 'bg2': -3.4924596548080444e-09}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",106.65035801986338,True,
xs0,groups3,poisson,"[2346, 2710, 3178, 4258]",180.0,"{'thickness': 1.1552232210448343, 'norm': 0.10000001083116662, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.7462298274040222e-09, 'bg1': 4.656612873077393e-10, 'bg2': 4.6566128730773926e-09}","{'thickness': 1.1526052922036443, 'norm': 0.10683445315864143, 'temp': 300.0, 'p1': -3.596296057212431, 'cellulose': np.float64(0.02669305548067455), 'α': np.float64(0.9733069445193255), 'ext_l2': 0.0, 'ext_Gg2': 1005.5779244075475, 'ext_L2': 102939.96651963843, 'α0': 3.5644269828593846, 'β0': 3.0654920416290277, 'bg0': 1.7462298274040222e-09, 'bg1': 6.908201612532139e-06, 'bg2': 4.6566128730773926e-09}","{'thickness': 6.593609440161659, 'norm': 1.030537085747254, 'temp': 0, 'p1': 45.91479144393519, 'cellulose': 1.192890904446397, 'α': 1.1928909089053055, 'ext_l2': 0, 'ext_Gg2': 15741.13155243146, 'ext_L2': 2090049218.5921926, 'α0': 41.70256704605612, 'β0': 31.05520140962809, 'bg0': 568.6420113111332, 'bg1': 1250239.6363112999, 'bg2': 687.0908674660982}",431.72893193515614,True,
xs0,groups3,poisson,"[2138, 4466, 4758]",140.0,"{'thickness': 0.22435281400273177, 'norm': 0.1265127992560147, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.012153822113759816, 'bg1': -0.032130571198649704, 'bg2': 0.129919157596305}","{'thickness': 0.3597596600068023, 'norm': 0.15122933419166212, 'temp': 300.0, 'p1': -3.56316636465308, 'cellulose': np.float64(0.027567413064364544), 'α': np.float64(0.9724325869356354), 'ext_l2': 0.0, 'ext_Gg2': 982.8077489385173, 'ext_L2': 518040.2825134687, 'α0': 1.8925492480801855, 'β0': 92.77116006199346, 'bg0': 0.005903450190089643, 'bg1': 0.014593677362427115, 'bg2': -0.08408182626590133}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",69.30012314356848,True,
xs0,groups3,poisson,"[98, 1203]",180.0,"{'thickness': 1.5869915821013576, 'norm': 0.26965526842207677, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00012628932017832994, 'bg1': 1.0679941624403e-06, 'bg2': -0.00039405771531164646}","{'thickness': 1.7710311797419576, 'norm': 0.8111730832220521, 'temp': 300.0, 'p1': -1.3889245507641022, 'cellulose': np.float64(0.19957950169642485), 'α': np.float64(0.8004204983035752), 'ext_l2': 0.0, 'ext_Gg2': 10.592673640505424, 'ext_L2': 10771.496034596983, 'α0': 1.4025510368825453, 'β0': 60.27496741285286, 'bg0': -0.00012628943659365177, 'bg1': 1.0679941624403e-06, 'bg2': -0.0003940592287108302}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",169.71095196958058,True,
xs0,groups3,poisson,"[925, 3665, 4689]",20.0,"{'thickness': 4.999455464385489, 'norm': 0.10170019198579432, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.000886129564606, 'bg1': -1.1212518111569807, 'bg2': -3.1702780006453395}","{'thickness': 4.903052492073346, 'norm': 1.7077373390910164, 'temp': 300.0, 'p1': -13.58484799011374, 'cellulose': np.float64(1.2594326079815547e-06), 'α': np.float64(0.9999987405673921), 'ext_l2': 0.0, 'ext_Gg2': 8308.868432637155, 'ext_L2': 0.7789263653523726, 'α0': 9986.964973802158, 'β0': 9737.59723732489, 'bg0': 3.8694331141887233, 'bg1': -1.4556712002959102, 'bg2': -2.7435990527737886}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",42.1061779671456,True,
xs0,groups3,poisson,"[291, 1851, 3287, 4225]",100.0,"{'thickness': 0.8195848235229666, 'norm': 0.10000000106788709, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.1731171980500221e-06, 'bg1': 6.051268428564072e-07, 'bg2': 2.22714152187109e-06}","{'thickness': 0.7743346505358493, 'norm': 0.11943198949850484, 'temp': 300.0, 'p1': -3.603414055192939, 'cellulose': np.float64(0.026508747786379745), 'α': np.float64(0.9734912522136203), 'ext_l2': 0.0, 'ext_Gg2': 5790.610002923925, 'ext_L2': 576898.989234787, 'α0': 134.24144309489748, 'β0': 5.0364022114354405, 'bg0': 1.1731171980500221e-06, 'bg1': 6.051268428564072e-07, 'bg2': 2.22714152187109e-06}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",97.63422466396842,True,
xs0,groups3,poisson,"[194, 1335, 2699, 2957, 4202]",150.0,"{'thickness': 0.44616762069201177, 'norm': 0.1000000000418908, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 0.44616432719635585, 'norm': 0.10028967961519741, 'temp': 300.0, 'p1': -3.5658668672036242, 'cellulose': np.float64(0.027495111761434567), 'α': np.float64(0.9725048882385655), 'ext_l2': 0.0, 'ext_Gg2': 999.8460823487898, 'ext_L2': 99984.61874393733, 'α0': 3.674234297926691, 'β0': 3.062982377425963, 'bg0': 3.159511834383011e-07, 'bg1': 1.3923272490501404e-07, 'bg2': 6.610061973333359e-07}","{'thickness': 1.5387593506159678, 'norm': 0.24961532552257928, 'temp': 0, 'p1': 32.41275055293219, 'cellulose': 0.8666887706679037, 'α': 0.8666888331007189, 'ext_l2': 0, 'ext_Gg2': 51846921433.35844, 'ext_L2': 5181151278835.362, 'α0': 27.321876521541125, 'β0': 24.74014878891325, 'bg0': 43736.78723971591, 'bg1': 20848.430199548293, 'bg2': 52806.9401380755}",211.35297687184848,True,
xs0,groups3,poisson,"[935, 1438, 1778, 2668, 2691]",60.0,"{'thickness': 2.103614595603908, 'norm': 0.5256934386423663, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.002074174815788865, 'bg1': -0.003026310005225241, 'bg2': 0.0029905069386586547}","{'thickness': 1.8575694217092926, 'norm': 0.7043618681369244, 'temp': 300.0, 'p1': -3.3991756432259113, 'cellulose': np.float64(0.032321237817377356), 'α': np.float64(0.9676787621826226), 'ext_l2': 0.0, 'ext_Gg2': 4.446614075100386, 'ext_L2': 70.5564039237272, 'α0': 2.175636439010328, 'β0': 7.140940109257341, 'bg0': -0.002074174815788865, 'bg1': -0.003026316990144551, 'bg2': 0.0029905025148764253}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",70.21699221377835,True,
xs0,groups3,poisson,"[1041, 4185]",160.0,"{'thickness': 1.2204640950306667, 'norm': 0.10000000521687244, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.5133991837501526e-09, 'bg1': 4.656612873077393e-10, 'bg2': 4.190951585769653e-09}","{'thickness': 0.8543722162869344, 'norm': 0.17039668808200373, 'temp': 300.0, 'p1': -1.8843904974685817, 'cellulose': np.float64(0.1318853853961992), 'α': np.float64(0.8681146146038009), 'ext_l2': 0.0, 'ext_Gg2': 1443.0752136126423, 'ext_L2': 1755.7737154758058, 'α0': 6.185952979502063, 'β0': 7.883086131293626, 'bg0': 1.5133991837501526e-09, 'bg1': 2.8886133804917336e-06, 'bg2': 4.190951585769653e-09}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",132.92336172463536,True,
xs0,groups3,poisson,"[930, 2324, 3028, 3109, 4736]",120.0,"{'thickness': 0.06576115618127265, 'norm': 0.10000000048448202, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 5.072564817965031e-06, 'bg1': 2.6887282729148865e-06, 'bg2': 9.485520422458649e-06}","{'thickness': 0.06576115618127265, 'norm': 0.10000000048448202, 'temp': 300.0, 'p1': -3.565684070820076, 'cellulose': np.float64(0.027499999999999993), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 999.9999999999998, 'ext_L2': 99999.99999999997, 'α0': 3.6699999999998405, 'β0': 3.059999999999975, 'bg0': 5.072564817965031e-06, 'bg1': 2.6887282729148865e-06, 'bg2': 9.485520422458649e-06}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",110.94929908411551,True,
xs0,groups3,poisson,"[956, 1541, 2989, 3721, 4241]",90.0,"{'thickness': 2.031968740043533, 'norm': 0.10000769303720237, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 3.853991121170111, 'bg1': -1.0549513291334733, 'bg2': -3.4408496451796964}","{'thickness': 1.513805584507415, 'norm': 0.416399333267103, 'temp': 300.0, 'p1': -5.162785838890931, 'cellulose': np.float64(0.005693129194399935), 'α': np.float64(0.9943068708056001), 'ext_l2': 0.0, 'ext_Gg2': 1031.1876747344818, 'ext_L2': 31846.925965975104, 'α0': 29.771838345012377, 'β0': 3.0600274392125755, 'bg0': 3.8425904982723296, 'bg1': -1.054951245780103, 'bg2': -3.5009269735310227}","{'thickness': 1.4131502108530622, 'norm': 0.9239038037526186, 'temp': 0, 'p1': 42.816453638062406, 'cellulose': 0.24237184676635837, 'α': 0.24237183083617886, 'ext_l2': 0, 'ext_Gg2': 6573910276.118365, 'ext_L2': 203134277997.38858, 'α0': 734.7079370084316, 'β0': 4.182642694039331, 'bg0': 0.0055974154066937695, 'bg1': 9915751319.00893, 'bg2': 32906346662.062244}",120.31983284086225,True,
xs0,groups3,poisson,"[141, 645, 1153, 1751]",60.0,"{'thickness': 2.15136985498337, 'norm': 0.5362805909737712, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00018873123917728662, 'bg1': -0.00018752680625766516, 'bg2': -4.427123349159956e-05}","{'thickness': 1.1063113246252971, 'norm': 1.9364394700882654, 'temp': 300.0, 'p1': 5.780042778821446, 'cellulose': np.float64(0.9969209266948684), 'α': np.float64(0.003079073305131544), 'ext_l2': 0.0, 'ext_Gg2': 9844.248072108052, 'ext_L2': 915852.073319132, 'α0': 0.45905310331297217, 'β0': 16.151895300559058, 'bg0': -0.00018873123917728662, 'bg1': -0.0001875222660601139, 'bg2': -4.427123349159956e-05}","{'thickness': 13.179618710162153, 'norm': 15.653331378357107, 'temp': 0, 'p1': 6718.899156955778, 'cellulose': 20.624283403179092, 'α': 20.624283166360783, 'ext_l2': 0, 'ext_Gg2': 285028208257.7929, 'ext_L2': 26896562185961.734, 'α0': 5.786787319579968, 'β0': 8855.767710132479, 'bg0': 185546852.41657037, 'bg1': 667038461.5864295, 'bg2': 115270990.5649363}",72.62379227412522,True,
xs0,groups3,poisson,"[1241, 3707, 3909]",40.0,"{'thickness': 1.5963707877648847, 'norm': 0.1000000016624845, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 2.3283064365386963e-10, 'bg1': 0.0, 'bg2': 1.1641532182693481e-09}","{'thickness': 2.1017155560255456, 'norm': 0.6742119182514005, 'temp': 300.0, 'p1': -6.176003529331769, 'cellulose': np.float64(0.0020744067068353828), 'α': np.float64(0.9979255932931647), 'ext_l2': 0.0, 'ext_Gg2': 0.006661370279825718, 'ext_L2': 109793.14320665906, 'α0': 13.834400010029276, 'β0': 5.6014495144355045, 'bg0': 0.002045020810328424, 'bg1': -0.0029410310089588165, 'bg2': 1.1641532182693481e-09}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",33.84020857689918,True,
xs0,groups3,poisson,"[688, 1152, 1999, 3560, 4163]",110.0,"{'thickness': 1.9922035018905102, 'norm': 0.3191839062219856, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.2529333747224882, 'bg1': 0.08379390719346702, 'bg2': 0.21634873386938125}","{'thickness': 1.6539039307029957, 'norm': 0.6913335367866597, 'temp': 300.0, 'p1': -2.090042174241159, 'cellulose': np.float64(0.11006844318505353), 'α': np.float64(0.8899315568149465), 'ext_l2': 0.0, 'ext_Gg2': 3.8963336472219723, 'ext_L2': 99984.62031063777, 'α0': 4.5667666161322416, 'β0': 45.3996149468165, 'bg0': -0.25696759251877666, 'bg1': 0.05749652266968042, 'bg2': 0.2767392242094502}","{'thickness': 0.6096599176647511, 'norm': 1.2735062271460353, 'temp': 0, 'p1': 2.352977277551431, 'cellulose': 0.23048207871722115, 'α': 0.2304820823869236, 'ext_l2': 0, 'ext_Gg2': 88415.65621245312, 'ext_L2': 2327856659.435896, 'α0': 6.935123562141967, 'β0': 1642.0958067013808, 'bg0': 1.2419470375931132, 'bg1': 0.3890677615291501, 'bg2': 0.9944191977510473}",106.67664852558315,True,
