xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success,error
xs0,groups3,poisson,"[72, 101, 250, 614, 704, 760, 825, 918, 1117, 1319, 1430, 1499, 1603, 1851, 1943, 2205, 2394, 2558, 2735, 2797, 2901, 2963, 3418, 3522, 3603, 3855, 4019, 4057, 4119, 4244, 4320, 4471, 4607, 4724]",210.0,"{'thickness': 0.04646256936650689, 'norm': 0.1075121387880659, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 8.021015673875809e-08, 'bg1': 3.91155481338501e-08, 'bg2': 1.5855766832828522e-07}","{'thickness': 0.22485465208209154, 'norm': 0.12843619085234093, 'temp': 300.0, 'p1': -9.310825133224466, 'cellulose': np.float64(9.043171078787249e-05), 'α': np.float64(0.9999095682892122), 'ext_l2': 0.0, 'ext_Gg2': 1496.9057461108648, 'ext_L2': 219464.03627562645, 'α0': 67.92007570095558, 'β0': 77.5529779582158, 'bg0': 8.021015673875809e-08, 'bg1': 3.91155481338501e-08, 'bg2': 1.5855766832828522e-07}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",621.2154986888195,True,
xs0,groups3,poisson,"[30, 132, 180, 225, 416, 502, 518, 613, 809, 943, 1445, 1803, 2385, 2430, 2495, 2603, 2804, 2890, 3108, 3181, 3229, 3321, 3405, 3438, 3572, 3673, 3829, 3841, 3933, 4097, 4186, 4503, 4560, 4587, 4647, 4680]",90.0,"{'thickness': 0.32992643427099816, 'norm': 0.10452319513240185, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.009598900098353624, 'bg1': -0.011997287510894239, 'bg2': 0.08992370625492185}","{'thickness': 1.3377943590750636, 'norm': 0.22502627507999776, 'temp': 300.0, 'p1': -9.311844300534323, 'cellulose': np.float64(9.03396010162232e-05), 'α': np.float64(0.9999096603989839), 'ext_l2': 0.0, 'ext_Gg2': 2881.880776666378, 'ext_L2': 925682.0591270056, 'α0': 111.28653677491877, 'β0': 44.966269489438325, 'bg0': 0.0033252949360758066, 'bg1': 0.0021342134568840265, 'bg2': -0.006863782065920532}","{'thickness': 24.40098846488307, 'norm': 1.3370594934566682, 'temp': 0, 'p1': 13145.272112981125, 'cellulose': 1.187431354954446, 'α': 1.1874360790954919, 'ext_l2': 0, 'ext_Gg2': 23813922614.22359, 'ext_L2': 7644368505348.251, 'α0': 1007494.4084469457, 'β0': 1239.3294532306306, 'bg0': 3.350854625306482e-07, 'bg1': 0.44036401101520023, 'bg2': 1.6067219811483984}",246.27767985753678,True,
xs0,groups3,poisson,"[70, 88, 203, 268, 400, 600, 911, 1095, 1114, 1378, 1456, 1483, 1600, 1657, 1853, 1941, 2009, 2155, 2596, 2939, 3184, 3457, 3545, 3621, 3651, 3676, 3931, 3964, 4019, 4066, 4168, 4541, 4687, 4790]",150.0,"{'thickness': 0.3253054904059588, 'norm': 0.15127542439401973, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 4.1638268157839775e-06, 'bg1': 0.007800691411830485, 'bg2': -0.02730039623565972}","{'thickness': 0.7381782022859764, 'norm': 0.19772264578349874, 'temp': 300.0, 'p1': -6.683790877261462, 'cellulose': np.float64(0.001249463372475389), 'α': np.float64(0.9987505366275247), 'ext_l2': 0.0, 'ext_Gg2': 2451.817812452904, 'ext_L2': 234846.46041592144, 'α0': 60.24682269556118, 'β0': 3.3990088740820803, 'bg0': 4.1638268157839775e-06, 'bg1': 0.007306975079700351, 'bg2': -0.030739276437088847}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",688.3684769086799,True,
xs0,groups3,poisson,"[75, 226, 307, 525, 579, 627, 764, 932, 1010, 1184, 1237, 1357, 1480, 1775, 1828, 1932, 1969, 2028, 2358, 2525, 2636, 2676, 2733, 2762, 2897, 2925, 3327, 3422, 3467, 3547, 3970, 4030, 4389, 4753, 4830, 4862, 4975]",160.0,"{'thickness': 8.297837417181597e-10, 'norm': 0.11417586888519254, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 8.297837417181597e-10, 'norm': 0.11417586888519254, 'temp': 300.0, 'p1': -3.565684070820076, 'cellulose': np.float64(0.027499999999999993), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 999.9999999999998, 'ext_L2': 99999.99999999997, 'α0': 3.6699999999998405, 'β0': 3.059999999999975, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 8.487714916245329, 'norm': 1341467875.254843, 'temp': 0, 'p1': 5936482688.852462, 'cellulose': 158763808.51300624, 'α': 158763817.81632122, 'ext_l2': 0, 'ext_Gg2': 21952412624910.355, 'ext_L2': 2195689517696789.8, 'α0': 3529749650.378505, 'β0': 2086595511.4524112, 'bg0': 1514521955.8573658, 'bg1': 0.11075239537624001, 'bg2': 0.3159698796761425}",943.7053974385778,True,
xs0,groups3,poisson,"[65, 176, 308, 428, 475, 561, 755, 1118, 1265, 1375, 1473, 1507, 1651, 1663, 1797, 2084, 2562, 2606, 2858, 2891, 2948, 3199, 3259, 3486, 3502, 3592, 3600, 3797, 3876, 3964, 4154, 4377, 4491, 4653, 4661, 4796]",60.0,"{'thickness': 0.830010057549001, 'norm': 0.12764112998580102, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.9287544870749116, 'bg1': 0.231028419919312, 'bg2': 1.0157465133816004}","{'thickness': 1.3269565152870184, 'norm': 0.22716324079017305, 'temp': 300.0, 'p1': -8.097835672819459, 'cellulose': np.float64(0.00030410429997777035), 'α': np.float64(0.9996958957000222), 'ext_l2': 0.0, 'ext_Gg2': 2327.151302893021, 'ext_L2': 742651.1765762926, 'α0': 53.18876059844148, 'β0': 3.4677365261155124, 'bg0': -0.9358381126075983, 'bg1': 0.2500259588705376, 'bg2': 0.8763776530977339}","{'thickness': 23.292839095323647, 'norm': 1.851126655748752, 'temp': 0, 'p1': 4866.233653887457, 'cellulose': 1.4793925486427422, 'α': 1.4793958136893874, 'ext_l2': 0, 'ext_Gg2': 1551137852.0869722, 'ext_L2': 494328099255.56433, 'α0': 14179.328779235984, 'β0': 11.017093232337029, 'bg0': 3.245987215547825, 'bg1': 0.5332897765356045, 'bg2': 2.225158100531315}",191.46481291002408,True,
xs0,groups3,poisson,"[3, 248, 287, 468, 550, 658, 869, 1413, 1474, 1620, 1724, 1866, 2074, 2376, 2721, 2897, 3143, 3216, 3278, 3540, 3752, 3822, 3875, 4097, 4144, 4439, 4680, 4715, 4843, 4903]",230.0,"{'thickness': 0.03287775085878741, 'norm': 0.10003087689792617, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.353547670179978, 'bg1': 0.3673887130571529, 'bg2': 1.3018224849365652}","{'thickness': 0.05436090894646778, 'norm': 0.10003163882318576, 'temp': 300.0, 'p1': -0.7608867699497939, 'cellulose': np.float64(0.31845376982684775), 'α': np.float64(0.6815462301731522), 'ext_l2': 0.0, 'ext_Gg2': 1013.2693082232108, 'ext_L2': 101039.11131112154, 'α0': 0.060400244240782726, 'β0': 11.418736327536548, 'bg0': -1.4287026157835498, 'bg1': 0.40499731432646513, 'bg2': 1.2989545401651412}","{'thickness': 914.5298673589172, 'norm': 1337.7813774941765, 'temp': 0, 'p1': 775.1325586842912, 'cellulose': 168.23551948520782, 'α': 168.23551758768906, 'ext_l2': 0, 'ext_Gg2': 170367914522.0225, 'ext_L2': 17019311224329.914, 'α0': 7.086715325187329, 'β0': 12221.897983537247, 'bg0': 3634.542496227871, 'bg1': 606.4233273018807, 'bg2': 1944.9544552120185}",787.5867705959832,True,
xs0,groups3,poisson,"[393, 585, 753, 802, 1000, 1045, 1221, 1388, 1456, 1495, 1768, 1923, 2335, 2397, 2548, 2708, 2787, 2898, 2921, 3147, 3217, 3650, 3707, 3823, 3865, 3998, 4094, 4220, 4421, 4478, 4505, 4531, 4819]",150.0,"{'thickness': 0.17660190699606365, 'norm': 0.10000067540182438, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.7001358793349937, 'bg1': 0.1762954726582393, 'bg2': 0.745252279448323}","{'thickness': 0.7512062302816767, 'norm': 0.10016685241186658, 'temp': 300.0, 'p1': -9.44937199147611, 'cellulose': np.float64(7.873279916839299e-05), 'α': np.float64(0.9999212672008315), 'ext_l2': 0.0, 'ext_Gg2': 988.5447216604765, 'ext_L2': 954929.5163678428, 'α0': 35.14003970155425, 'β0': 1.0759702754839502, 'bg0': -0.5511932752560824, 'bg1': 0.18037248589098454, 'bg2': 0.5002979808486998}","{'thickness': 41.86813834728016, 'norm': 1.8840379107476608, 'temp': 0, 'p1': 32370.93760416652, 'cellulose': 2.5484538686593976, 'α': 2.5484451774768524, 'ext_l2': 0, 'ext_Gg2': 0.1116562610973389, 'ext_L2': 12332346.127975456, 'α0': 5038.187051636728, 'β0': 4.33435329794041, 'bg0': 4.67561558541497, 'bg1': 0.7988718385953522, 'bg2': 1.8938781232695538}",369.95316983317747,True,
xs0,groups3,poisson,"[277, 312, 431, 571, 785, 1027, 1073, 1099, 1156, 1311, 1392, 1473, 1562, 1722, 1878, 2081, 2249, 2307, 2380, 2698, 3097, 3225, 3343, 3467, 3491, 3525, 3622, 3908, 4149, 4190, 4239, 4356, 4758, 4830, 4885]",190.0,"{'thickness': 0.034185564098629106, 'norm': 0.11943202447964972, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0001211769413203001, 'bg1': 3.0103488825261593e-05, 'bg2': -0.0009588170796632767}","{'thickness': 0.06320549558294086, 'norm': 0.11582786324739888, 'temp': 300.0, 'p1': -4.489416780699576, 'cellulose': np.float64(0.011102539495972409), 'α': np.float64(0.9888974605040276), 'ext_l2': 0.0, 'ext_Gg2': 2966.5862807205535, 'ext_L2': 222259.18862180616, 'α0': 58.94265425269129, 'β0': 138.74046327446635, 'bg0': -0.00012117717415094376, 'bg1': 3.0103488825261593e-05, 'bg2': -0.0009588170796632767}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1224.01759824732,True,
xs0,groups3,poisson,"[106, 232, 585, 652, 672, 949, 1195, 1290, 1381, 1506, 1683, 2037, 2101, 2186, 2232, 2487, 2517, 2520, 2720, 2760, 2931, 3282, 3667, 3784, 3832, 4072, 4280, 4296, 4370, 4440, 4450, 4511, 4554, 4738, 4794, 4899]",20.0,"{'thickness': 2.0407201847283556, 'norm': 0.5026301572078193, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 1.024846827556774, 'norm': 0.14242287849145596, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.20917151274625212, 'bg1': 0.20300267823040485, 'bg2': -1.3430817800108343}","{'thickness': 182.0657616916766, 'norm': 18.957734412991954, 'temp': 0, 'p1': 0, 'cellulose': 0.0, 'α': 0.0, 'ext_l2': 0, 'ext_Gg2': 0, 'ext_L2': 0, 'α0': 0, 'β0': 0, 'bg0': 5.461806850155005, 'bg1': 3.519344374972576, 'bg2': 15.023508995680768}",132.71029649672448,True,
xs0,groups3,poisson,"[25, 444, 475, 766, 959, 982, 1038, 1348, 1368, 1396, 1493, 1706, 1873, 2168, 2340, 2584, 2642, 2744, 2838, 2860, 2893, 2984, 3134, 3167, 3536, 3589, 3694, 3824, 3932, 3974, 4066, 4342, 4564, 4582, 4807, 4885]",170.0,"{'thickness': 0.061361983246342455, 'norm': 0.12789371120398763, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0012494871625676751, 'bg1': 0.00223513541277498, 'bg2': -0.013591874623671174}","{'thickness': 0.08720821139705293, 'norm': 0.12552876025402476, 'temp': 300.0, 'p1': -3.0937939671632915, 'cellulose': np.float64(0.04336397481368846), 'α': np.float64(0.9566360251863115), 'ext_l2': 0.0, 'ext_Gg2': 2629.450318804557, 'ext_L2': 262834.1117501321, 'α0': 22.964586704344043, 'β0': 27.780435832261517, 'bg0': 0.0012494398979470134, 'bg1': 0.002235050778836012, 'bg2': -0.013592389412224293}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",561.7477691544417,True,
xs0,groups3,poisson,"[25, 80, 435, 819, 951, 1113, 1158, 1350, 1595, 1745, 1920, 2017, 2168, 2277, 2603, 2802, 2863, 2911, 2992, 3392, 3504, 3535, 3804, 3940, 3972, 4007, 4043, 4146, 4236, 4297, 4372, 4408, 4501, 4523, 4612, 4646]",110.0,"{'thickness': 0.08576367169243787, 'norm': 0.10717101756734196, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.002104869345203042, 'bg1': 0.0015216958709061146, 'bg2': -0.00836443598382175}","{'thickness': 1.8971155449124344, 'norm': 0.42994630660757915, 'temp': 300.0, 'p1': -12.141416950421275, 'cellulose': np.float64(5.333929846835114e-06), 'α': np.float64(0.9999946660701532), 'ext_l2': 0.0, 'ext_Gg2': 2990.504778922428, 'ext_L2': 218785.02357981933, 'α0': 8332.541626513756, 'β0': 3737.549876896896, 'bg0': 0.0005611933302134275, 'bg1': 0.0025260462425649166, 'bg2': -0.017753061722032726}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1794.4578757006768,True,
xs0,groups3,poisson,"[15, 155, 218, 843, 1204, 1225, 1253, 1283, 1318, 1330, 1545, 1572, 1601, 1819, 1901, 2012, 2249, 2349, 2388, 2416, 2433, 2671, 2908, 3760, 3810, 3866, 4000, 4132, 4274, 4355, 4418, 4581, 4732, 4826, 4851, 4866]",20.0,"{'thickness': 0.3414682881232592, 'norm': 0.13979307458415857, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.08757908595725894, 'bg1': -0.10427964641712606, 'bg2': 0.325504188076593}","{'thickness': 0.9187274032844867, 'norm': 0.2417707638004475, 'temp': 300.0, 'p1': -4.093426538945403, 'cellulose': np.float64(0.01640825204451565), 'α': np.float64(0.9835917479554843), 'ext_l2': 0.0, 'ext_Gg2': 2373.920782182097, 'ext_L2': 237298.1328349415, 'α0': 65.61757790210562, 'β0': 117.64835583532825, 'bg0': 0.07784940511919558, 'bg1': -0.0989798546070233, 'bg2': 0.10391832573805004}","{'thickness': 0.5665140401337301, 'norm': 0.18519996395174315, 'temp': 0, 'p1': 9.742466381542183, 'cellulose': 0.1572338722830622, 'α': 0.1572338670187013, 'ext_l2': 0, 'ext_Gg2': 0.014378539333242006, 'ext_L2': 502237.1941571402, 'α0': 12179.80932837497, 'β0': 2133645.0106332027, 'bg0': 22.324821971450856, 'bg1': 7.69470082487393, 'bg2': 16.188775833738354}",41.66250881596482,True,
xs0,groups3,poisson,"[82, 107, 229, 241, 296, 788, 850, 954, 979, 1023, 1052, 1111, 1845, 1920, 2003, 2034, 2137, 2160, 2386, 2447, 2645, 2763, 2819, 2956, 3283, 3343, 3536, 3711, 3821, 3847, 3868, 3894, 4010, 4211, 4257, 4439, 4561]",100.0,"{'thickness': 1.0330510946722158, 'norm': 0.2416281388861676, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 8.899602107703686e-06, 'bg1': -0.00888562563341111, 'bg2': 0.03679969860240817}","{'thickness': 0.979227764609786, 'norm': 0.26395482674161724, 'temp': 300.0, 'p1': -4.416357960436175, 'cellulose': np.float64(0.011934000797112078), 'α': np.float64(0.988065999202888), 'ext_l2': 0.0, 'ext_Gg2': 18.33676768449144, 'ext_L2': 1893.6085848915152, 'α0': 25.120282328874797, 'β0': 1.4395472051039169, 'bg0': 8.899602107703686e-06, 'bg1': -0.009515648824162781, 'bg2': 0.03783845680300146}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",551.6220000097513,True,
xs0,groups3,poisson,"[184, 602, 739, 775, 788, 871, 1060, 1207, 1227, 1260, 1461, 1855, 2043, 2120, 2259, 2340, 2387, 2475, 2548, 2709, 2746, 3291, 3364, 3401, 3543, 3584, 3754, 3813, 3904, 4070, 4102, 4271, 4541, 4824, 4833]",70.0,"{'thickness': 1.4438227061591786, 'norm': 0.5685738668879087, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -6.245984695851803e-05, 'bg1': -9.016937110573053e-05, 'bg2': 5.824514664709568e-05}","{'thickness': 1.6495986221802377, 'norm': 0.6285727420204964, 'temp': 300.0, 'p1': -8.207902290178033, 'cellulose': np.float64(0.0002724174992382178), 'α': np.float64(0.9997275825007617), 'ext_l2': 0.0, 'ext_Gg2': 957.2678348563607, 'ext_L2': 95771.37335203268, 'α0': 0.7745554222463468, 'β0': 0.35325173070749966, 'bg0': -6.245984695851803e-05, 'bg1': -9.016937110573053e-05, 'bg2': 5.824514664709568e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",266.31979962406916,True,
xs0,groups3,poisson,"[136, 455, 620, 638, 688, 746, 1192, 1252, 1465, 1797, 1850, 1882, 2060, 2541, 2626, 2848, 2867, 2894, 3021, 3059, 3077, 3214, 3361, 3406, 3430, 3557, 3584, 3644, 3868, 4086, 4518, 4592, 4677, 4837, 4866, 4984]",150.0,"{'thickness': 0.02537058116938301, 'norm': 0.12802023401591356, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00023885071277618408, 'bg1': -0.008810124476440251, 'bg2': 0.041018388234078884}","{'thickness': 0.06647756889086837, 'norm': 0.12623717661591163, 'temp': 300.0, 'p1': -8.976483993328896, 'cellulose': np.float64(0.00012633034051950774), 'α': np.float64(0.9998736696594805), 'ext_l2': 0.0, 'ext_Gg2': 3465.6012813010843, 'ext_L2': 315505.86825472466, 'α0': 1530.8867732241374, 'β0': 78.49612377893507, 'bg0': -0.003282255958765745, 'bg1': -0.010173007613047957, 'bg2': 0.02493972226511687}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",1130.0231758409905,True,
xs0,groups3,poisson,"[47, 93, 163, 245, 281, 406, 521, 573, 620, 797, 933, 1104, 1169, 1332, 1355, 1534, 1684, 2061, 2090, 2158, 2434, 2497, 2588, 2672, 3139, 3236, 3509, 3555, 3602, 3687, 3963, 4085, 4125, 4186, 4524, 4588]",170.0,"{'thickness': 0.3154958509428449, 'norm': 0.11156612645811112, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0010498978663235903, 'bg1': -0.0055463798344135284, 'bg2': 0.018324210541322827}","{'thickness': 0.6003101426063793, 'norm': 0.16040488800175123, 'temp': 300.0, 'p1': -7.099078477256499, 'cellulose': np.float64(0.0008251841354542358), 'α': np.float64(0.9991748158645458), 'ext_l2': 0.0, 'ext_Gg2': 596.9890613564044, 'ext_L2': 59270.094202863664, 'α0': 118.58538998554005, 'β0': 43.10418749792222, 'bg0': 0.0014858536887913942, 'bg1': -0.006198518560267985, 'bg2': 0.02292354591190815}","{'thickness': 0.6091767095024774, 'norm': 0.408766063773142, 'temp': 0, 'p1': 1080.3454177052, 'cellulose': 0.8907482607725304, 'α': 0.8907483222256312, 'ext_l2': 0, 'ext_Gg2': 3439981420.5758452, 'ext_L2': 341256720570.54834, 'α0': 1926700.3385699086, 'β0': 478.8836543168041, 'bg0': 0.44428108493754753, 'bg1': 0.15135700743597744, 'bg2': 0.3344927521042638}",740.9774527223291,True,
xs0,groups3,poisson,"[62, 266, 374, 516, 622, 648, 1002, 1015, 1101, 1214, 1267, 1441, 1537, 1611, 1712, 1838, 2314, 2383, 2440, 2742, 3137, 3192, 3201, 3222, 3352, 3639, 3654, 3832, 3878, 3945, 4008, 4075, 4299, 4340, 4360, 4523, 4790, 4897]",70.0,"{'thickness': 4.809917179330865, 'norm': 9.99999994137004, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.0, 'bg1': 0.0, 'bg2': 0.0}","{'thickness': 4.1836149814315435, 'norm': 4.9921703190142726, 'temp': 300.0, 'p1': -6.000470084945012, 'cellulose': np.float64(0.00247146395888484), 'α': np.float64(0.9975285360411151), 'ext_l2': 0.0, 'ext_Gg2': 903.4078568082087, 'ext_L2': 507049.4924768918, 'α0': 24.96664724921844, 'β0': 4.161256064979949, 'bg0': -0.0007315467810258269, 'bg1': 0.0026850211434066296, 'bg2': -0.00824563973583281}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",512.5362944661912,True,
xs0,groups3,poisson,"[32, 95, 215, 348, 378, 520, 722, 966, 977, 1046, 1078, 1298, 1364, 1458, 1558, 1870, 1990, 2144, 2215, 2348, 2424, 2670, 2685, 2781, 2877, 3181, 3218, 3257, 3355, 3371, 3428, 3847, 4059, 4153, 4480, 4520, 4788, 4943]",90.0,"{'thickness': 0.30088678472120156, 'norm': 0.14082652374527524, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0003470964729785919, 'bg1': 0.0015124166384339333, 'bg2': -0.007348553277552128}","{'thickness': 0.35792050664555597, 'norm': 0.15782258403896235, 'temp': 300.0, 'p1': -2.8025533405403262, 'cellulose': np.float64(0.057186354044951225), 'α': np.float64(0.9428136459550487), 'ext_l2': 0.0, 'ext_Gg2': 1064.8610859760843, 'ext_L2': 99999.9694729073, 'α0': 44.406494208683284, 'β0': 10.148811953908643, 'bg0': -0.0003470964729785919, 'bg1': 0.0015124166384339333, 'bg2': -0.007348553277552128}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",481.9463429511221,True,
